"Area","MTU","Biomass - Actual Aggregated [MW]","Energy storage - Actual Aggregated [MW]","Fossil Brown coal/Lignite - Actual Aggregated [MW]","Fossil Coal-derived gas - Actual Aggregated [MW]","Fossil Gas - Actual Aggregated [MW]","Fossil Hard coal - Actual Aggregated [MW]","Fossil Oil - Actual Aggregated [MW]","Fossil Oil shale - Actual Aggregated [MW]","Fossil Peat - Actual Aggregated [MW]","Geothermal - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Consumption [MW]","Hydro Run-of-river and poundage - Actual Aggregated [MW]","Hydro Water Reservoir - Actual Aggregated [MW]","Marine - Actual Aggregated [MW]","Nuclear - Actual Aggregated [MW]","Other - Actual Aggregated [MW]","Other renewable - Actual Aggregated [MW]","Solar - Actual Aggregated [MW]","Waste - Actual Aggregated [MW]","Wind Offshore - Actual Aggregated [MW]","Wind Onshore - Actual Aggregated [MW]"
"BZN|NO1","25.03.2025 10:00 - 25.03.2025 11:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1269","789","n/e","n/e","n/e","n/e","1","1","n/e","15"
"BZN|NO1","25.03.2025 11:00 - 25.03.2025 12:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1258","769","n/e","n/e","n/e","n/e","5","0","n/e","12"
"BZN|NO1","25.03.2025 12:00 - 25.03.2025 13:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1260","715","n/e","n/e","n/e","n/e","5","1","n/e","5"
"BZN|NO1","25.03.2025 13:00 - 25.03.2025 14:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1257","689","n/e","n/e","n/e","n/e","4","0","n/e","4"
"BZN|NO1","25.03.2025 14:00 - 25.03.2025 15:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1267","739","n/e","n/e","n/e","n/e","4","0","n/e","8"
"BZN|NO1","25.03.2025 15:00 - 25.03.2025 16:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1285","765","n/e","n/e","n/e","n/e","3","1","n/e","6"
"BZN|NO1","25.03.2025 16:00 - 25.03.2025 17:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1301","777","n/e","n/e","n/e","n/e","2","1","n/e","12"
"BZN|NO1","25.03.2025 17:00 - 25.03.2025 18:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1316","726","n/e","n/e","n/e","n/e","1","1","n/e","30"
"BZN|NO1","25.03.2025 18:00 - 25.03.2025 19:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1318","739","n/e","n/e","n/e","n/e","0","1","n/e","73"
"BZN|NO1","25.03.2025 19:00 - 25.03.2025 20:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1314","762","n/e","n/e","n/e","n/e","0","1","n/e","149"
"BZN|NO1","25.03.2025 20:00 - 25.03.2025 21:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1313","755","n/e","n/e","n/e","n/e","0","0","n/e","163"
"BZN|NO1","25.03.2025 21:00 - 25.03.2025 22:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1318","761","n/e","n/e","n/e","n/e","0","1","n/e","179"
"BZN|NO1","25.03.2025 22:00 - 25.03.2025 23:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1317","769","n/e","n/e","n/e","n/e","0","1","n/e","197"
"BZN|NO1","25.03.2025 23:00 - 26.03.2025 00:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1320","778","n/e","n/e","n/e","n/e","0","0","n/e","147"
