"Area","MTU","Biomass - Actual Aggregated [MW]","Energy storage - Actual Aggregated [MW]","Fossil Brown coal/Lignite - Actual Aggregated [MW]","Fossil Coal-derived gas - Actual Aggregated [MW]","Fossil Gas - Actual Aggregated [MW]","Fossil Hard coal - Actual Aggregated [MW]","Fossil Oil - Actual Aggregated [MW]","Fossil Oil shale - Actual Aggregated [MW]","Fossil Peat - Actual Aggregated [MW]","Geothermal - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Consumption [MW]","Hydro Run-of-river and poundage - Actual Aggregated [MW]","Hydro Water Reservoir - Actual Aggregated [MW]","Marine - Actual Aggregated [MW]","Nuclear - Actual Aggregated [MW]","Other - Actual Aggregated [MW]","Other renewable - Actual Aggregated [MW]","Solar - Actual Aggregated [MW]","Waste - Actual Aggregated [MW]","Wind Offshore - Actual Aggregated [MW]","Wind Onshore - Actual Aggregated [MW]"
"BZN|NO1","23.04.2025 00:00 - 23.04.2025 00:15 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1785","541","n/e","n/e","n/e","n/e","0","9","n/e","1"
"BZN|NO1","23.04.2025 00:15 - 23.04.2025 00:30 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1785","502","n/e","n/e","n/e","n/e","0","9","n/e","1"
"BZN|NO1","23.04.2025 00:30 - 23.04.2025 00:45 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1784","498","n/e","n/e","n/e","n/e","0","9","n/e","1"
"BZN|NO1","23.04.2025 00:45 - 23.04.2025 01:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1782","504","n/e","n/e","n/e","n/e","0","9","n/e","1"
"BZN|NO1","23.04.2025 01:00 - 23.04.2025 01:15 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1780","576","n/e","n/e","n/e","n/e","0","8","n/e","1"
"BZN|NO1","23.04.2025 01:15 - 23.04.2025 01:30 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1777","611","n/e","n/e","n/e","n/e","0","7","n/e","1"
"BZN|NO1","23.04.2025 01:30 - 23.04.2025 01:45 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1777","565","n/e","n/e","n/e","n/e","0","7","n/e","1"
"BZN|NO1","23.04.2025 01:45 - 23.04.2025 02:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1777","555","n/e","n/e","n/e","n/e","0","10","n/e","1"
"BZN|NO1","23.04.2025 02:00 - 23.04.2025 02:15 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1780","614","n/e","n/e","n/e","n/e","0","10","n/e","2"
"BZN|NO1","23.04.2025 02:15 - 23.04.2025 02:30 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1780","573","n/e","n/e","n/e","n/e","0","10","n/e","3"
"BZN|NO1","23.04.2025 02:30 - 23.04.2025 02:45 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1780","567","n/e","n/e","n/e","n/e","0","10","n/e","6"
"BZN|NO1","23.04.2025 02:45 - 23.04.2025 03:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1780","575","n/e","n/e","n/e","n/e","0","11","n/e","8"
"BZN|NO1","23.04.2025 03:00 - 23.04.2025 03:15 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1781","629","n/e","n/e","n/e","n/e","0","10","n/e","12"
"BZN|NO1","23.04.2025 03:15 - 23.04.2025 03:30 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1780","645","n/e","n/e","n/e","n/e","0","11","n/e","19"
"BZN|NO1","23.04.2025 03:30 - 23.04.2025 03:45 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1779","638","n/e","n/e","n/e","n/e","0","10","n/e","26"
"BZN|NO1","23.04.2025 03:45 - 23.04.2025 04:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1778","617","n/e","n/e","n/e","n/e","0","10","n/e","30"
"BZN|NO1","23.04.2025 04:00 - 23.04.2025 04:15 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1777","600","n/e","n/e","n/e","n/e","0","10","n/e","35"
"BZN|NO1","23.04.2025 04:15 - 23.04.2025 04:30 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1775","555","n/e","n/e","n/e","n/e","0","10","n/e","41"
"BZN|NO1","23.04.2025 04:30 - 23.04.2025 04:45 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1778","557","n/e","n/e","n/e","n/e","0","11","n/e","60"
"BZN|NO1","23.04.2025 04:45 - 23.04.2025 05:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1779","563","n/e","n/e","n/e","n/e","0","9","n/e","73"
