"Area","MTU","Biomass - Actual Aggregated [MW]","Energy storage - Actual Aggregated [MW]","Fossil Brown coal/Lignite - Actual Aggregated [MW]","Fossil Coal-derived gas - Actual Aggregated [MW]","Fossil Gas - Actual Aggregated [MW]","Fossil Hard coal - Actual Aggregated [MW]","Fossil Oil - Actual Aggregated [MW]","Fossil Oil shale - Actual Aggregated [MW]","Fossil Peat - Actual Aggregated [MW]","Geothermal - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Consumption [MW]","Hydro Run-of-river and poundage - Actual Aggregated [MW]","Hydro Water Reservoir - Actual Aggregated [MW]","Marine - Actual Aggregated [MW]","Nuclear - Actual Aggregated [MW]","Other - Actual Aggregated [MW]","Other renewable - Actual Aggregated [MW]","Solar - Actual Aggregated [MW]","Waste - Actual Aggregated [MW]","Wind Offshore - Actual Aggregated [MW]","Wind Onshore - Actual Aggregated [MW]"
"BZN|NO1","22.03.2025 13:00 - 22.03.2025 14:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1282","644","n/e","n/e","n/e","n/e","5","3","n/e","60"
"BZN|NO1","22.03.2025 14:00 - 22.03.2025 15:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1283","606","n/e","n/e","n/e","n/e","5","3","n/e","75"
"BZN|NO1","22.03.2025 15:00 - 22.03.2025 16:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1287","637","n/e","n/e","n/e","n/e","3","4","n/e","83"
"BZN|NO1","22.03.2025 16:00 - 22.03.2025 17:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1286","643","n/e","n/e","n/e","n/e","2","3","n/e","84"
"BZN|NO1","22.03.2025 17:00 - 22.03.2025 18:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1287","782","n/e","n/e","n/e","n/e","0","3","n/e","107"
"BZN|NO1","22.03.2025 18:00 - 22.03.2025 19:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1285","800","n/e","n/e","n/e","n/e","0","3","n/e","178"
"BZN|NO1","22.03.2025 19:00 - 22.03.2025 20:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1287","857","n/e","n/e","n/e","n/e","0","3","n/e","245"
"BZN|NO1","22.03.2025 20:00 - 22.03.2025 21:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1270","803","n/e","n/e","n/e","n/e","0","3","n/e","219"
"BZN|NO1","22.03.2025 21:00 - 22.03.2025 22:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1278","744","n/e","n/e","n/e","n/e","0","4","n/e","220"
"BZN|NO1","22.03.2025 22:00 - 22.03.2025 23:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1280","780","n/e","n/e","n/e","n/e","0","3","n/e","234"
"BZN|NO1","22.03.2025 23:00 - 23.03.2025 00:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1270","760","n/e","n/e","n/e","n/e","0","3","n/e","198"
