"Area","MTU","Biomass - Actual Aggregated [MW]","Energy storage - Actual Aggregated [MW]","Fossil Brown coal/Lignite - Actual Aggregated [MW]","Fossil Coal-derived gas - Actual Aggregated [MW]","Fossil Gas - Actual Aggregated [MW]","Fossil Hard coal - Actual Aggregated [MW]","Fossil Oil - Actual Aggregated [MW]","Fossil Oil shale - Actual Aggregated [MW]","Fossil Peat - Actual Aggregated [MW]","Geothermal - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Consumption [MW]","Hydro Run-of-river and poundage - Actual Aggregated [MW]","Hydro Water Reservoir - Actual Aggregated [MW]","Marine - Actual Aggregated [MW]","Nuclear - Actual Aggregated [MW]","Other - Actual Aggregated [MW]","Other renewable - Actual Aggregated [MW]","Solar - Actual Aggregated [MW]","Waste - Actual Aggregated [MW]","Wind Offshore - Actual Aggregated [MW]","Wind Onshore - Actual Aggregated [MW]"
"BZN|NO1","30.03.2025 10:00 - 30.03.2025 11:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1270","390","n/e","n/e","n/e","n/e","3","0","n/e","42"
"BZN|NO1","30.03.2025 11:00 - 30.03.2025 12:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1278","390","n/e","n/e","n/e","n/e","4","0","n/e","34"
"BZN|NO1","30.03.2025 12:00 - 30.03.2025 13:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1278","285","n/e","n/e","n/e","n/e","4","0","n/e","27"
"BZN|NO1","30.03.2025 13:00 - 30.03.2025 14:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1280","337","n/e","n/e","n/e","n/e","5","0","n/e","16"
"BZN|NO1","30.03.2025 14:00 - 30.03.2025 15:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1276","308","n/e","n/e","n/e","n/e","4","0","n/e","10"
"BZN|NO1","30.03.2025 15:00 - 30.03.2025 16:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1284","298","n/e","n/e","n/e","n/e","5","0","n/e","11"
"BZN|NO1","30.03.2025 16:00 - 30.03.2025 17:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1284","356","n/e","n/e","n/e","n/e","3","0","n/e","11"
"BZN|NO1","30.03.2025 17:00 - 30.03.2025 18:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1290","439","n/e","n/e","n/e","n/e","2","0","n/e","21"
"BZN|NO1","30.03.2025 18:00 - 30.03.2025 19:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1291","610","n/e","n/e","n/e","n/e","0","0","n/e","29"
"BZN|NO1","30.03.2025 19:00 - 30.03.2025 20:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1297","688","n/e","n/e","n/e","n/e","0","0","n/e","46"
"BZN|NO1","30.03.2025 20:00 - 30.03.2025 21:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1300","662","n/e","n/e","n/e","n/e","0","0","n/e","97"
"BZN|NO1","30.03.2025 21:00 - 30.03.2025 22:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1301","685","n/e","n/e","n/e","n/e","0","0","n/e","153"
"BZN|NO1","30.03.2025 22:00 - 30.03.2025 23:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1306","732","n/e","n/e","n/e","n/e","0","0","n/e","253"
"BZN|NO1","30.03.2025 23:00 - 31.03.2025 00:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1305","729","n/e","n/e","n/e","n/e","0","0","n/e","321"
