"Area","MTU","Biomass - Actual Aggregated [MW]","Energy storage - Actual Aggregated [MW]","Fossil Brown coal/Lignite - Actual Aggregated [MW]","Fossil Coal-derived gas - Actual Aggregated [MW]","Fossil Gas - Actual Aggregated [MW]","Fossil Hard coal - Actual Aggregated [MW]","Fossil Oil - Actual Aggregated [MW]","Fossil Oil shale - Actual Aggregated [MW]","Fossil Peat - Actual Aggregated [MW]","Geothermal - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Consumption [MW]","Hydro Run-of-river and poundage - Actual Aggregated [MW]","Hydro Water Reservoir - Actual Aggregated [MW]","Marine - Actual Aggregated [MW]","Nuclear - Actual Aggregated [MW]","Other - Actual Aggregated [MW]","Other renewable - Actual Aggregated [MW]","Solar - Actual Aggregated [MW]","Waste - Actual Aggregated [MW]","Wind Offshore - Actual Aggregated [MW]","Wind Onshore - Actual Aggregated [MW]"
"BZN|NO1","12.03.2025 10:00 - 12.03.2025 11:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1484","1006","n/e","n/e","n/e","n/e","3","5","n/e","15"
"BZN|NO1","12.03.2025 11:00 - 12.03.2025 12:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1490","925","n/e","n/e","n/e","n/e","4","4","n/e","14"
"BZN|NO1","12.03.2025 12:00 - 12.03.2025 13:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1491","965","n/e","n/e","n/e","n/e","4","4","n/e","11"
"BZN|NO1","12.03.2025 13:00 - 12.03.2025 14:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1503","978","n/e","n/e","n/e","n/e","4","3","n/e","16"
"BZN|NO1","12.03.2025 14:00 - 12.03.2025 15:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1503","935","n/e","n/e","n/e","n/e","3","3","n/e","23"
"BZN|NO1","12.03.2025 15:00 - 12.03.2025 16:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1501","967","n/e","n/e","n/e","n/e","2","3","n/e","27"
"BZN|NO1","12.03.2025 16:00 - 12.03.2025 17:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1503","945","n/e","n/e","n/e","n/e","1","3","n/e","29"
"BZN|NO1","12.03.2025 17:00 - 12.03.2025 18:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1503","1027","n/e","n/e","n/e","n/e","0","3","n/e","36"
"BZN|NO1","12.03.2025 18:00 - 12.03.2025 19:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1496","1022","n/e","n/e","n/e","n/e","0","3","n/e","54"
"BZN|NO1","12.03.2025 19:00 - 12.03.2025 20:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1488","1021","n/e","n/e","n/e","n/e","0","3","n/e","60"
"BZN|NO1","12.03.2025 20:00 - 12.03.2025 21:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1486","1030","n/e","n/e","n/e","n/e","0","3","n/e","69"
"BZN|NO1","12.03.2025 21:00 - 12.03.2025 22:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1491","1060","n/e","n/e","n/e","n/e","0","5","n/e","77"
"BZN|NO1","12.03.2025 22:00 - 12.03.2025 23:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1488","1069","n/e","n/e","n/e","n/e","0","4","n/e","75"
"BZN|NO1","12.03.2025 23:00 - 13.03.2025 00:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1481","990","n/e","n/e","n/e","n/e","0","5","n/e","63"
