"Area","MTU","Biomass - Actual Aggregated [MW]","Energy storage - Actual Aggregated [MW]","Fossil Brown coal/Lignite - Actual Aggregated [MW]","Fossil Coal-derived gas - Actual Aggregated [MW]","Fossil Gas - Actual Aggregated [MW]","Fossil Hard coal - Actual Aggregated [MW]","Fossil Oil - Actual Aggregated [MW]","Fossil Oil shale - Actual Aggregated [MW]","Fossil Peat - Actual Aggregated [MW]","Geothermal - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Consumption [MW]","Hydro Run-of-river and poundage - Actual Aggregated [MW]","Hydro Water Reservoir - Actual Aggregated [MW]","Marine - Actual Aggregated [MW]","Nuclear - Actual Aggregated [MW]","Other - Actual Aggregated [MW]","Other renewable - Actual Aggregated [MW]","Solar - Actual Aggregated [MW]","Waste - Actual Aggregated [MW]","Wind Offshore - Actual Aggregated [MW]","Wind Onshore - Actual Aggregated [MW]"
"BZN|NO1","14.03.2025 00:00 - 14.03.2025 01:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1508","949","n/e","n/e","n/e","n/e","0","4","n/e","59"
"BZN|NO1","14.03.2025 01:00 - 14.03.2025 02:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1503","934","n/e","n/e","n/e","n/e","0","4","n/e","130"
"BZN|NO1","14.03.2025 02:00 - 14.03.2025 03:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1502","957","n/e","n/e","n/e","n/e","0","4","n/e","143"
"BZN|NO1","14.03.2025 03:00 - 14.03.2025 04:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1504","987","n/e","n/e","n/e","n/e","0","4","n/e","173"
"BZN|NO1","14.03.2025 04:00 - 14.03.2025 05:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1501","921","n/e","n/e","n/e","n/e","0","3","n/e","153"
"BZN|NO1","14.03.2025 05:00 - 14.03.2025 06:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1503","1017","n/e","n/e","n/e","n/e","0","3","n/e","168"
"BZN|NO1","14.03.2025 06:00 - 14.03.2025 07:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1505","1044","n/e","n/e","n/e","n/e","0","4","n/e","203"
"BZN|NO1","14.03.2025 07:00 - 14.03.2025 08:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1492","1018","n/e","n/e","n/e","n/e","0","3","n/e","225"
"BZN|NO1","14.03.2025 08:00 - 14.03.2025 09:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1482","1102","n/e","n/e","n/e","n/e","2","3","n/e","154"
"BZN|NO1","14.03.2025 09:00 - 14.03.2025 10:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1487","1025","n/e","n/e","n/e","n/e","4","3","n/e","96"
