"Area","MTU","Biomass - Actual Aggregated [MW]","Energy storage - Actual Aggregated [MW]","Fossil Brown coal/Lignite - Actual Aggregated [MW]","Fossil Coal-derived gas - Actual Aggregated [MW]","Fossil Gas - Actual Aggregated [MW]","Fossil Hard coal - Actual Aggregated [MW]","Fossil Oil - Actual Aggregated [MW]","Fossil Oil shale - Actual Aggregated [MW]","Fossil Peat - Actual Aggregated [MW]","Geothermal - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Consumption [MW]","Hydro Run-of-river and poundage - Actual Aggregated [MW]","Hydro Water Reservoir - Actual Aggregated [MW]","Marine - Actual Aggregated [MW]","Nuclear - Actual Aggregated [MW]","Other - Actual Aggregated [MW]","Other renewable - Actual Aggregated [MW]","Solar - Actual Aggregated [MW]","Waste - Actual Aggregated [MW]","Wind Offshore - Actual Aggregated [MW]","Wind Onshore - Actual Aggregated [MW]"
"BZN|NO1","17.03.2025 00:00 - 17.03.2025 01:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1359","1120","n/e","n/e","n/e","n/e","0","6","n/e","217"
"BZN|NO1","17.03.2025 01:00 - 17.03.2025 02:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1360","1066","n/e","n/e","n/e","n/e","0","6","n/e","214"
"BZN|NO1","17.03.2025 02:00 - 17.03.2025 03:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1360","1087","n/e","n/e","n/e","n/e","0","7","n/e","203"
"BZN|NO1","17.03.2025 03:00 - 17.03.2025 04:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1358","1072","n/e","n/e","n/e","n/e","0","7","n/e","199"
"BZN|NO1","17.03.2025 04:00 - 17.03.2025 05:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1354","1112","n/e","n/e","n/e","n/e","0","6","n/e","164"
"BZN|NO1","17.03.2025 05:00 - 17.03.2025 06:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1357","1108","n/e","n/e","n/e","n/e","0","6","n/e","85"
"BZN|NO1","17.03.2025 06:00 - 17.03.2025 07:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1356","1098","n/e","n/e","n/e","n/e","0","7","n/e","80"
"BZN|NO1","17.03.2025 07:00 - 17.03.2025 08:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1354","1138","n/e","n/e","n/e","n/e","0","6","n/e","87"
"BZN|NO1","17.03.2025 08:00 - 17.03.2025 09:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1336","1055","n/e","n/e","n/e","n/e","1","6","n/e","93"
"BZN|NO1","17.03.2025 09:00 - 17.03.2025 10:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1319","1025","n/e","n/e","n/e","n/e","3","7","n/e","91"
"BZN|NO1","17.03.2025 10:00 - 17.03.2025 11:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1303","942","n/e","n/e","n/e","n/e","5","6","n/e","115"
"BZN|NO1","17.03.2025 11:00 - 17.03.2025 12:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1323","984","n/e","n/e","n/e","n/e","5","6","n/e","109"
"BZN|NO1","17.03.2025 12:00 - 17.03.2025 13:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1330","950","n/e","n/e","n/e","n/e","5","6","n/e","115"
"BZN|NO1","17.03.2025 13:00 - 17.03.2025 14:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1333","901","n/e","n/e","n/e","n/e","5","5","n/e","134"
"BZN|NO1","17.03.2025 14:00 - 17.03.2025 15:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1339","978","n/e","n/e","n/e","n/e","4","5","n/e","160"
"BZN|NO1","17.03.2025 15:00 - 17.03.2025 16:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1337","965","n/e","n/e","n/e","n/e","3","6","n/e","219"
"BZN|NO1","17.03.2025 16:00 - 17.03.2025 17:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1342","996","n/e","n/e","n/e","n/e","1","5","n/e","252"
"BZN|NO1","17.03.2025 17:00 - 17.03.2025 18:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1347","1030","n/e","n/e","n/e","n/e","0","4","n/e","264"
"BZN|NO1","17.03.2025 18:00 - 17.03.2025 19:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1342","1057","n/e","n/e","n/e","n/e","0","4","n/e","241"
"BZN|NO1","17.03.2025 19:00 - 17.03.2025 20:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1342","987","n/e","n/e","n/e","n/e","0","4","n/e","258"
"BZN|NO1","17.03.2025 20:00 - 17.03.2025 21:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1343","974","n/e","n/e","n/e","n/e","0","4","n/e","215"
"BZN|NO1","17.03.2025 21:00 - 17.03.2025 22:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1343","1014","n/e","n/e","n/e","n/e","0","5","n/e","205"
"BZN|NO1","17.03.2025 22:00 - 17.03.2025 23:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1338","974","n/e","n/e","n/e","n/e","0","5","n/e","186"
"BZN|NO1","17.03.2025 23:00 - 18.03.2025 00:00 (CET/CEST)","0","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1339","1003","n/e","n/e","n/e","n/e","0","6","n/e","185"
