timestamp,BZN|NO1 > BZN|NO1A [MW],BZN|NO1 > BZN|NO2 [MW],BZN|NO1 > BZN|NO3 [MW],BZN|NO1 > BZN|NO5 [MW],BZN|NO1 > BZN|SE3 [MW],BZN|NO1A > BZN|NO1 [MW],BZN|NO2 > BZN|NO1 [MW],BZN|NO3 > BZN|NO1 [MW],BZN|NO5 > BZN|NO1 [MW],BZN|SE3 > BZN|NO1 [MW]
18.03.2025 18:00 - 18.03.2025 18:15,0.0,109.0,0.0,0.0,0.0,0.0,0.0,149.0,2218.0,0.0
18.03.2025 18:00 - 18.03.2025 19:00,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0
18.03.2025 18:15 - 18.03.2025 18:30,0.0,97.0,0.0,0.0,0.0,0.0,0.0,160.0,2128.0,0.0
18.03.2025 18:30 - 18.03.2025 18:45,0.0,103.0,0.0,0.0,0.0,0.0,0.0,132.0,2166.0,0.0
18.03.2025 18:45 - 18.03.2025 19:00,0.0,154.0,0.0,0.0,0.0,0.0,0.0,150.0,2112.0,0.0
18.03.2025 19:00 - 18.03.2025 19:15,0.0,471.0,0.0,0.0,0.0,0.0,0.0,198.0,2121.0,0.0
18.03.2025 19:00 - 18.03.2025 20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,449.0
18.03.2025 19:15 - 18.03.2025 19:30,0.0,575.0,0.0,0.0,0.0,0.0,0.0,210.0,2106.0,0.0
18.03.2025 19:30 - 18.03.2025 19:45,0.0,573.0,0.0,0.0,0.0,0.0,0.0,201.0,2070.0,0.0
18.03.2025 19:45 - 18.03.2025 20:00,0.0,510.0,0.0,0.0,0.0,0.0,0.0,194.0,2115.0,0.0
18.03.2025 20:00 - 18.03.2025 20:15,0.0,462.0,0.0,0.0,0.0,0.0,0.0,178.0,2234.0,0.0
18.03.2025 20:00 - 18.03.2025 21:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0
18.03.2025 20:15 - 18.03.2025 20:30,0.0,589.0,0.0,0.0,0.0,0.0,0.0,189.0,2184.0,0.0
18.03.2025 20:30 - 18.03.2025 20:45,0.0,613.0,0.0,0.0,0.0,0.0,0.0,220.0,2069.0,0.0
18.03.2025 20:45 - 18.03.2025 21:00,0.0,480.0,0.0,0.0,0.0,0.0,0.0,202.0,2060.0,0.0
18.03.2025 21:00 - 18.03.2025 21:15,0.0,535.0,0.0,0.0,0.0,0.0,0.0,237.0,2071.0,0.0
18.03.2025 21:00 - 18.03.2025 22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,632.0
18.03.2025 21:15 - 18.03.2025 21:30,0.0,797.0,0.0,0.0,0.0,0.0,0.0,240.0,2108.0,0.0
18.03.2025 21:30 - 18.03.2025 21:45,0.0,758.0,0.0,0.0,0.0,0.0,0.0,237.0,1981.0,0.0
18.03.2025 21:45 - 18.03.2025 22:00,0.0,754.0,0.0,0.0,0.0,0.0,0.0,221.0,2018.0,0.0
18.03.2025 22:00 - 18.03.2025 22:15,0.0,817.0,0.0,0.0,0.0,0.0,0.0,218.0,2030.0,0.0
18.03.2025 22:00 - 18.03.2025 23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,723.0
18.03.2025 22:15 - 18.03.2025 22:30,0.0,848.0,0.0,0.0,0.0,0.0,0.0,218.0,2048.0,0.0
18.03.2025 22:30 - 18.03.2025 22:45,0.0,858.0,0.0,0.0,0.0,0.0,0.0,243.0,1976.0,0.0
18.03.2025 22:45 - 18.03.2025 23:00,0.0,800.0,0.0,0.0,0.0,0.0,0.0,230.0,1964.0,0.0
18.03.2025 23:00 - 18.03.2025 23:15,0.0,900.0,0.0,0.0,0.0,0.0,0.0,233.0,1855.0,0.0
18.03.2025 23:00 - 19.03.2025 00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,974.0
18.03.2025 23:15 - 18.03.2025 23:30,0.0,991.0,0.0,0.0,0.0,0.0,0.0,237.0,1766.0,0.0
18.03.2025 23:30 - 18.03.2025 23:45,0.0,1015.0,0.0,0.0,0.0,0.0,0.0,246.0,1682.0,0.0
18.03.2025 23:45 - 19.03.2025 00:00,0.0,1062.0,0.0,0.0,0.0,0.0,0.0,249.0,1702.0,0.0
19.03.2025 00:00 - 19.03.2025 00:15,0.0,1315.0,0.0,0.0,0.0,0.0,0.0,268.0,1877.0,0.0
19.03.2025 00:00 - 19.03.2025 01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,849.0
19.03.2025 00:15 - 19.03.2025 00:30,0.0,1257.0,0.0,0.0,0.0,0.0,0.0,269.0,1888.0,0.0
19.03.2025 00:30 - 19.03.2025 00:45,0.0,1201.0,0.0,0.0,0.0,0.0,0.0,235.0,1955.0,0.0
19.03.2025 00:45 - 19.03.2025 01:00,0.0,1210.0,0.0,0.0,0.0,0.0,0.0,234.0,1926.0,0.0
19.03.2025 01:00 - 19.03.2025 01:15,0.0,1254.0,0.0,0.0,0.0,0.0,0.0,248.0,1892.0,0.0
19.03.2025 01:00 - 19.03.2025 02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,779.0
19.03.2025 01:15 - 19.03.2025 01:30,0.0,1225.0,0.0,0.0,0.0,0.0,0.0,217.0,1949.0,0.0
19.03.2025 01:30 - 19.03.2025 01:45,0.0,1296.0,0.0,0.0,0.0,0.0,0.0,229.0,1901.0,0.0
19.03.2025 01:45 - 19.03.2025 02:00,0.0,1312.0,0.0,0.0,0.0,0.0,0.0,248.0,1821.0,0.0
19.03.2025 02:00 - 19.03.2025 02:15,0.0,1318.0,0.0,0.0,0.0,0.0,0.0,247.0,1875.0,0.0
19.03.2025 02:00 - 19.03.2025 03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,723.0
19.03.2025 02:15 - 19.03.2025 02:30,0.0,1320.0,0.0,0.0,0.0,0.0,0.0,244.0,1927.0,0.0
19.03.2025 02:30 - 19.03.2025 02:45,0.0,1319.0,0.0,0.0,0.0,0.0,0.0,243.0,1943.0,0.0
19.03.2025 02:45 - 19.03.2025 03:00,0.0,1266.0,0.0,0.0,0.0,0.0,0.0,246.0,1968.0,0.0
19.03.2025 03:00 - 19.03.2025 03:15,0.0,1359.0,0.0,0.0,0.0,0.0,0.0,271.0,1987.0,0.0
19.03.2025 03:00 - 19.03.2025 04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,719.0
19.03.2025 03:15 - 19.03.2025 03:30,0.0,1438.0,0.0,0.0,0.0,0.0,0.0,301.0,1912.0,0.0
19.03.2025 03:30 - 19.03.2025 03:45,0.0,1383.0,0.0,0.0,0.0,0.0,0.0,285.0,1922.0,0.0
19.03.2025 03:45 - 19.03.2025 04:00,0.0,1342.0,0.0,0.0,0.0,0.0,0.0,256.0,1981.0,0.0
19.03.2025 04:00 - 19.03.2025 04:15,0.0,1381.0,0.0,0.0,0.0,0.0,0.0,249.0,2020.0,0.0
19.03.2025 04:00 - 19.03.2025 05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747.0
19.03.2025 04:15 - 19.03.2025 04:30,0.0,1329.0,0.0,0.0,0.0,0.0,0.0,270.0,1923.0,0.0
19.03.2025 04:30 - 19.03.2025 04:45,0.0,1374.0,0.0,0.0,0.0,0.0,0.0,259.0,1930.0,0.0
19.03.2025 04:45 - 19.03.2025 05:00,0.0,1355.0,0.0,0.0,0.0,0.0,0.0,262.0,2003.0,0.0
19.03.2025 05:00 - 19.03.2025 05:15,0.0,1011.0,0.0,0.0,0.0,0.0,0.0,234.0,2096.0,0.0
19.03.2025 05:00 - 19.03.2025 06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355.0
19.03.2025 05:15 - 19.03.2025 05:30,0.0,915.0,0.0,0.0,0.0,0.0,0.0,245.0,2186.0,0.0
19.03.2025 05:30 - 19.03.2025 05:45,0.0,977.0,0.0,0.0,0.0,0.0,0.0,257.0,2285.0,0.0
19.03.2025 05:45 - 19.03.2025 06:00,0.0,1052.0,0.0,0.0,0.0,0.0,0.0,270.0,2358.0,0.0
19.03.2025 06:00 - 19.03.2025 06:15,0.0,604.0,0.0,0.0,0.0,0.0,0.0,269.0,2322.0,0.0
19.03.2025 06:00 - 19.03.2025 07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0
19.03.2025 06:15 - 19.03.2025 06:30,0.0,484.0,0.0,0.0,0.0,0.0,0.0,272.0,2439.0,0.0
19.03.2025 06:30 - 19.03.2025 06:45,0.0,565.0,0.0,0.0,0.0,0.0,0.0,293.0,2492.0,0.0
19.03.2025 06:45 - 19.03.2025 07:00,0.0,576.0,0.0,0.0,0.0,0.0,0.0,330.0,2663.0,0.0
19.03.2025 07:00 - 19.03.2025 07:15,0.0,308.0,0.0,0.0,0.0,0.0,0.0,232.0,2635.0,0.0
19.03.2025 07:00 - 19.03.2025 08:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0
19.03.2025 07:15 - 19.03.2025 07:30,0.0,324.0,0.0,0.0,0.0,0.0,0.0,251.0,2736.0,0.0
19.03.2025 07:30 - 19.03.2025 07:45,0.0,341.0,0.0,0.0,0.0,0.0,0.0,260.0,2753.0,0.0
19.03.2025 07:45 - 19.03.2025 08:00,0.0,327.0,0.0,0.0,0.0,0.0,0.0,244.0,2838.0,0.0
19.03.2025 08:00 - 19.03.2025 08:15,0.0,332.0,0.0,0.0,0.0,0.0,0.0,244.0,2693.0,0.0
19.03.2025 08:00 - 19.03.2025 09:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0
19.03.2025 08:15 - 19.03.2025 08:30,0.0,355.0,0.0,0.0,0.0,0.0,0.0,230.0,2667.0,0.0
19.03.2025 08:30 - 19.03.2025 08:45,0.0,346.0,0.0,0.0,0.0,0.0,0.0,213.0,2601.0,0.0
19.03.2025 08:45 - 19.03.2025 09:00,0.0,276.0,0.0,0.0,0.0,0.0,0.0,210.0,2496.0,0.0
19.03.2025 09:00 - 19.03.2025 09:15,0.0,384.0,0.0,0.0,0.0,0.0,0.0,207.0,2505.0,0.0
19.03.2025 09:00 - 19.03.2025 10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0
19.03.2025 09:15 - 19.03.2025 09:30,0.0,361.0,0.0,0.0,0.0,0.0,0.0,175.0,2491.0,0.0
19.03.2025 09:30 - 19.03.2025 09:45,0.0,440.0,0.0,0.0,0.0,0.0,0.0,175.0,2422.0,0.0
19.03.2025 09:45 - 19.03.2025 10:00,0.0,467.0,0.0,0.0,0.0,0.0,0.0,205.0,2159.0,0.0
19.03.2025 10:00 - 19.03.2025 10:15,0.0,863.0,0.0,0.0,0.0,0.0,0.0,282.0,1466.0,0.0
19.03.2025 10:00 - 19.03.2025 11:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1528.0
19.03.2025 10:15 - 19.03.2025 10:30,0.0,756.0,0.0,0.0,0.0,0.0,0.0,265.0,1198.0,0.0
19.03.2025 10:30 - 19.03.2025 10:45,0.0,446.0,0.0,0.0,0.0,0.0,0.0,233.0,1079.0,0.0
19.03.2025 10:45 - 19.03.2025 11:00,0.0,411.0,0.0,0.0,0.0,0.0,0.0,219.0,955.0,0.0
19.03.2025 11:00 - 19.03.2025 11:15,0.0,818.0,0.0,0.0,0.0,0.0,0.0,259.0,917.0,0.0
19.03.2025 11:00 - 19.03.2025 12:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1919.0
19.03.2025 11:15 - 19.03.2025 11:30,0.0,851.0,0.0,0.0,0.0,0.0,0.0,251.0,953.0,0.0
19.03.2025 11:30 - 19.03.2025 11:45,0.0,825.0,0.0,0.0,0.0,0.0,0.0,250.0,946.0,0.0
19.03.2025 11:45 - 19.03.2025 12:00,0.0,851.0,0.0,0.0,0.0,0.0,0.0,270.0,842.0,0.0
19.03.2025 12:00 - 19.03.2025 12:15,0.0,811.0,0.0,0.0,0.0,0.0,0.0,291.0,858.0,0.0
19.03.2025 12:00 - 19.03.2025 13:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1924.0
19.03.2025 12:15 - 19.03.2025 12:30,0.0,752.0,0.0,0.0,0.0,0.0,0.0,296.0,780.0,0.0
19.03.2025 12:30 - 19.03.2025 12:45,0.0,738.0,0.0,0.0,0.0,0.0,0.0,290.0,755.0,0.0
19.03.2025 12:45 - 19.03.2025 13:00,0.0,745.0,0.0,0.0,0.0,0.0,0.0,288.0,729.0,0.0
19.03.2025 13:00 - 19.03.2025 13:15,0.0,670.0,0.0,0.0,0.0,0.0,0.0,278.0,755.0,0.0
19.03.2025 13:00 - 19.03.2025 14:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1861.0
19.03.2025 13:15 - 19.03.2025 13:30,0.0,683.0,0.0,0.0,0.0,0.0,0.0,272.0,747.0,0.0
19.03.2025 13:30 - 19.03.2025 13:45,0.0,695.0,0.0,0.0,0.0,0.0,0.0,271.0,743.0,0.0
19.03.2025 13:45 - 19.03.2025 14:00,0.0,753.0,0.0,0.0,0.0,0.0,0.0,266.0,805.0,0.0
19.03.2025 14:00 - 19.03.2025 14:15,0.0,878.0,0.0,0.0,0.0,0.0,0.0,251.0,759.0,0.0
19.03.2025 14:00 - 19.03.2025 15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1726.0
19.03.2025 14:15 - 19.03.2025 14:30,0.0,770.0,0.0,0.0,0.0,0.0,0.0,233.0,796.0,0.0
19.03.2025 14:30 - 19.03.2025 14:45,0.0,763.0,0.0,0.0,0.0,0.0,0.0,228.0,871.0,0.0
19.03.2025 14:45 - 19.03.2025 15:00,0.0,988.0,0.0,0.0,0.0,0.0,0.0,232.0,974.0,0.0
19.03.2025 15:00 - 19.03.2025 15:15,0.0,433.0,0.0,0.0,0.0,0.0,0.0,193.0,1597.0,0.0
19.03.2025 15:00 - 19.03.2025 16:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.0
19.03.2025 15:15 - 19.03.2025 15:30,0.0,794.0,0.0,0.0,0.0,0.0,0.0,207.0,2124.0,0.0
19.03.2025 15:30 - 19.03.2025 15:45,0.0,850.0,0.0,0.0,0.0,0.0,0.0,202.0,2144.0,0.0
19.03.2025 15:45 - 19.03.2025 16:00,0.0,860.0,0.0,0.0,0.0,0.0,0.0,189.0,2179.0,0.0
19.03.2025 16:00 - 19.03.2025 16:15,0.0,0.0,0.0,0.0,0.0,0.0,19.0,58.0,1679.0,0.0
19.03.2025 16:00 - 19.03.2025 17:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0
19.03.2025 16:15 - 19.03.2025 16:30,0.0,0.0,0.0,0.0,0.0,0.0,82.0,76.0,1619.0,0.0
19.03.2025 16:30 - 19.03.2025 16:45,0.0,35.0,0.0,0.0,0.0,0.0,0.0,104.0,1667.0,0.0
19.03.2025 16:45 - 19.03.2025 17:00,0.0,24.0,0.0,0.0,0.0,0.0,0.0,93.0,1781.0,0.0
19.03.2025 17:00 - 19.03.2025 17:15,0.0,0.0,69.0,0.0,0.0,0.0,250.0,0.0,2346.0,0.0
19.03.2025 17:00 - 19.03.2025 18:00,0.0,0.0,0.0,0.0,688.0,0.0,0.0,0.0,0.0,0.0
19.03.2025 17:15 - 19.03.2025 17:30,0.0,0.0,92.0,0.0,0.0,0.0,260.0,0.0,2543.0,0.0
19.03.2025 17:30 - 19.03.2025 17:45,0.0,0.0,63.0,0.0,0.0,0.0,195.0,0.0,2595.0,0.0
19.03.2025 17:45 - 19.03.2025 18:00,0.0,0.0,52.0,0.0,0.0,0.0,128.0,0.0,2600.0,0.0
19.03.2025 18:00 - 19.03.2025 18:15,0.0,0.0,142.0,0.0,0.0,0.0,312.0,0.0,2604.0,0.0
19.03.2025 18:00 - 19.03.2025 19:00,0.0,0.0,0.0,0.0,742.0,0.0,0.0,0.0,0.0,0.0
19.03.2025 18:15 - 19.03.2025 18:30,0.0,0.0,147.0,0.0,0.0,0.0,420.0,0.0,2600.0,0.0
19.03.2025 18:30 - 19.03.2025 18:45,0.0,0.0,121.0,0.0,0.0,0.0,338.0,0.0,2570.0,0.0
19.03.2025 18:45 - 19.03.2025 19:00,0.0,0.0,100.0,0.0,0.0,0.0,316.0,0.0,2569.0,0.0
19.03.2025 19:00 - 19.03.2025 19:15,0.0,0.0,0.0,0.0,0.0,0.0,40.0,21.0,2562.0,0.0
19.03.2025 19:00 - 19.03.2025 20:00,0.0,0.0,0.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0
19.03.2025 19:15 - 19.03.2025 19:30,0.0,38.0,0.0,0.0,0.0,0.0,0.0,62.0,2515.0,0.0
19.03.2025 19:30 - 19.03.2025 19:45,0.0,0.0,0.0,0.0,0.0,0.0,1.0,46.0,2480.0,0.0
19.03.2025 19:45 - 19.03.2025 20:00,0.0,0.0,0.0,0.0,0.0,0.0,70.0,48.0,2534.0,0.0
19.03.2025 20:00 - 19.03.2025 20:15,0.0,179.0,0.0,0.0,0.0,0.0,0.0,151.0,2445.0,0.0
19.03.2025 20:00 - 19.03.2025 21:00,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0
19.03.2025 20:15 - 19.03.2025 20:30,0.0,170.0,0.0,0.0,0.0,0.0,0.0,146.0,2395.0,0.0
19.03.2025 20:30 - 19.03.2025 20:45,0.0,216.0,0.0,0.0,0.0,0.0,0.0,136.0,2359.0,0.0
19.03.2025 20:45 - 19.03.2025 21:00,0.0,288.0,0.0,0.0,0.0,0.0,0.0,147.0,2278.0,0.0
19.03.2025 21:00 - 19.03.2025 21:15,0.0,612.0,0.0,0.0,0.0,0.0,0.0,257.0,2126.0,0.0
19.03.2025 21:00 - 19.03.2025 22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355.0
19.03.2025 21:15 - 19.03.2025 21:30,0.0,592.0,0.0,0.0,0.0,0.0,0.0,242.0,2160.0,0.0
19.03.2025 21:30 - 19.03.2025 21:45,0.0,575.0,0.0,0.0,0.0,0.0,0.0,231.0,2190.0,0.0
19.03.2025 21:45 - 19.03.2025 22:00,0.0,534.0,0.0,0.0,0.0,0.0,0.0,233.0,2148.0,0.0
19.03.2025 22:00 - 19.03.2025 22:15,0.0,676.0,0.0,0.0,0.0,0.0,0.0,264.0,2164.0,0.0
19.03.2025 22:00 - 19.03.2025 23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.0
19.03.2025 22:15 - 19.03.2025 22:30,0.0,646.0,0.0,0.0,0.0,0.0,0.0,249.0,2214.0,0.0
19.03.2025 22:30 - 19.03.2025 22:45,0.0,689.0,0.0,0.0,0.0,0.0,0.0,264.0,2178.0,0.0
19.03.2025 22:45 - 19.03.2025 23:00,0.0,688.0,0.0,0.0,0.0,0.0,0.0,272.0,2142.0,0.0
19.03.2025 23:00 - 19.03.2025 23:15,0.0,1030.0,0.0,0.0,0.0,0.0,0.0,308.0,2304.0,0.0
19.03.2025 23:00 - 20.03.2025 00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361.0
19.03.2025 23:15 - 19.03.2025 23:30,0.0,1024.0,0.0,0.0,0.0,0.0,0.0,287.0,2282.0,0.0
19.03.2025 23:30 - 19.03.2025 23:45,0.0,934.0,0.0,0.0,0.0,0.0,0.0,252.0,2365.0,0.0
19.03.2025 23:45 - 20.03.2025 00:00,0.0,939.0,0.0,0.0,0.0,0.0,0.0,241.0,2400.0,0.0
20.03.2025 00:00 - 20.03.2025 00:15,0.0,1163.0,0.0,0.0,0.0,0.0,0.0,300.0,2443.0,0.0
20.03.2025 00:00 - 20.03.2025 01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0
20.03.2025 00:15 - 20.03.2025 00:30,0.0,1062.0,0.0,0.0,0.0,0.0,0.0,299.0,2428.0,0.0
20.03.2025 00:30 - 20.03.2025 00:45,0.0,1133.0,0.0,0.0,0.0,0.0,0.0,300.0,2436.0,0.0
20.03.2025 00:45 - 20.03.2025 01:00,0.0,1103.0,0.0,0.0,0.0,0.0,0.0,290.0,2413.0,0.0
20.03.2025 01:00 - 20.03.2025 01:15,0.0,1196.0,0.0,0.0,0.0,0.0,0.0,298.0,2401.0,0.0
20.03.2025 01:00 - 20.03.2025 02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.0
20.03.2025 01:15 - 20.03.2025 01:30,0.0,1234.0,0.0,0.0,0.0,0.0,0.0,306.0,2333.0,0.0
20.03.2025 01:30 - 20.03.2025 01:45,0.0,1229.0,0.0,0.0,0.0,0.0,0.0,304.0,2291.0,0.0
20.03.2025 01:45 - 20.03.2025 02:00,0.0,1159.0,0.0,0.0,0.0,0.0,0.0,311.0,2225.0,0.0
20.03.2025 02:00 - 20.03.2025 02:15,0.0,1134.0,0.0,0.0,0.0,0.0,0.0,320.0,2230.0,0.0
20.03.2025 02:00 - 20.03.2025 03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.0
20.03.2025 02:15 - 20.03.2025 02:30,0.0,1086.0,0.0,0.0,0.0,0.0,0.0,293.0,2234.0,0.0
20.03.2025 02:30 - 20.03.2025 02:45,0.0,1165.0,0.0,0.0,0.0,0.0,0.0,277.0,2293.0,0.0
20.03.2025 02:45 - 20.03.2025 03:00,0.0,1186.0,0.0,0.0,0.0,0.0,0.0,273.0,2301.0,0.0
20.03.2025 03:00 - 20.03.2025 03:15,0.0,1201.0,0.0,0.0,0.0,0.0,0.0,286.0,2262.0,0.0
20.03.2025 03:00 - 20.03.2025 04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362.0
20.03.2025 03:15 - 20.03.2025 03:30,0.0,1290.0,0.0,0.0,0.0,0.0,0.0,316.0,2220.0,0.0
20.03.2025 03:30 - 20.03.2025 03:45,0.0,1302.0,0.0,0.0,0.0,0.0,0.0,318.0,2182.0,0.0
20.03.2025 03:45 - 20.03.2025 04:00,0.0,1331.0,0.0,0.0,0.0,0.0,0.0,306.0,2163.0,0.0
20.03.2025 04:00 - 20.03.2025 04:15,0.0,1240.0,0.0,0.0,0.0,0.0,0.0,317.0,2120.0,0.0
20.03.2025 04:00 - 20.03.2025 05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,353.0
20.03.2025 04:15 - 20.03.2025 04:30,0.0,1183.0,0.0,0.0,0.0,0.0,0.0,296.0,2201.0,0.0
20.03.2025 04:30 - 20.03.2025 04:45,0.0,1162.0,0.0,0.0,0.0,0.0,0.0,292.0,2242.0,0.0
20.03.2025 04:45 - 20.03.2025 05:00,0.0,1191.0,0.0,0.0,0.0,0.0,0.0,312.0,2255.0,0.0
20.03.2025 05:00 - 20.03.2025 05:15,0.0,905.0,0.0,0.0,0.0,0.0,0.0,225.0,1857.0,0.0
20.03.2025 05:00 - 20.03.2025 06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,524.0
20.03.2025 05:15 - 20.03.2025 05:30,0.0,827.0,0.0,0.0,0.0,0.0,0.0,238.0,1819.0,0.0
20.03.2025 05:30 - 20.03.2025 05:45,0.0,813.0,0.0,0.0,0.0,0.0,0.0,223.0,1869.0,0.0
20.03.2025 05:45 - 20.03.2025 06:00,0.0,783.0,0.0,0.0,0.0,0.0,0.0,221.0,2007.0,0.0
20.03.2025 06:00 - 20.03.2025 06:15,0.0,264.0,0.0,0.0,0.0,0.0,0.0,87.0,2233.0,0.0
20.03.2025 06:00 - 20.03.2025 07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
20.03.2025 06:15 - 20.03.2025 06:30,0.0,131.0,0.0,0.0,0.0,0.0,0.0,96.0,2299.0,0.0
20.03.2025 06:30 - 20.03.2025 06:45,0.0,194.0,0.0,0.0,0.0,0.0,0.0,133.0,2357.0,0.0
20.03.2025 06:45 - 20.03.2025 07:00,0.0,125.0,0.0,0.0,0.0,0.0,0.0,144.0,2430.0,0.0
20.03.2025 07:00 - 20.03.2025 07:15,0.0,170.0,0.0,0.0,0.0,0.0,0.0,150.0,2546.0,0.0
20.03.2025 07:00 - 20.03.2025 08:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0
20.03.2025 07:15 - 20.03.2025 07:30,0.0,201.0,0.0,0.0,0.0,0.0,0.0,154.0,2675.0,0.0
20.03.2025 07:30 - 20.03.2025 07:45,0.0,156.0,0.0,0.0,0.0,0.0,0.0,150.0,2771.0,0.0
20.03.2025 07:45 - 20.03.2025 08:00,0.0,93.0,0.0,0.0,0.0,0.0,0.0,134.0,2737.0,0.0
20.03.2025 08:00 - 20.03.2025 08:15,0.0,551.0,0.0,0.0,0.0,0.0,0.0,287.0,2518.0,0.0
20.03.2025 08:00 - 20.03.2025 09:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0
20.03.2025 08:15 - 20.03.2025 08:30,0.0,585.0,0.0,0.0,0.0,0.0,0.0,306.0,2470.0,0.0
20.03.2025 08:30 - 20.03.2025 08:45,0.0,514.0,0.0,0.0,0.0,0.0,0.0,290.0,2452.0,0.0
20.03.2025 08:45 - 20.03.2025 09:00,0.0,437.0,0.0,0.0,0.0,0.0,0.0,267.0,2454.0,0.0
20.03.2025 09:00 - 20.03.2025 09:15,0.0,783.0,0.0,0.0,0.0,0.0,0.0,299.0,2509.0,0.0
20.03.2025 09:00 - 20.03.2025 10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,764.0
20.03.2025 09:15 - 20.03.2025 09:30,0.0,827.0,0.0,0.0,0.0,0.0,0.0,299.0,2453.0,0.0
20.03.2025 09:30 - 20.03.2025 09:45,0.0,827.0,0.0,0.0,0.0,0.0,0.0,294.0,2428.0,0.0
20.03.2025 09:45 - 20.03.2025 10:00,0.0,892.0,0.0,0.0,0.0,0.0,0.0,300.0,2407.0,0.0
20.03.2025 10:00 - 20.03.2025 10:15,0.0,1311.0,0.0,0.0,0.0,0.0,0.0,319.0,2113.0,0.0
20.03.2025 10:00 - 20.03.2025 11:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1387.0
20.03.2025 10:15 - 20.03.2025 10:30,0.0,1194.0,0.0,0.0,0.0,0.0,0.0,281.0,1935.0,0.0
20.03.2025 10:30 - 20.03.2025 10:45,0.0,856.0,0.0,0.0,0.0,0.0,0.0,259.0,1548.0,0.0
20.03.2025 10:45 - 20.03.2025 11:00,0.0,657.0,0.0,0.0,0.0,0.0,0.0,269.0,1456.0,0.0
20.03.2025 11:00 - 20.03.2025 11:15,0.0,889.0,0.0,0.0,0.0,0.0,0.0,244.0,1166.0,0.0
20.03.2025 11:00 - 20.03.2025 12:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1911.0
20.03.2025 11:15 - 20.03.2025 11:30,0.0,999.0,0.0,0.0,0.0,0.0,0.0,279.0,1034.0,0.0
20.03.2025 11:30 - 20.03.2025 11:45,0.0,994.0,0.0,0.0,0.0,0.0,0.0,278.0,939.0,0.0
20.03.2025 11:45 - 20.03.2025 12:00,0.0,946.0,0.0,0.0,0.0,0.0,0.0,252.0,961.0,0.0
20.03.2025 12:00 - 20.03.2025 12:15,0.0,859.0,0.0,0.0,0.0,0.0,0.0,202.0,1005.0,0.0
20.03.2025 12:00 - 20.03.2025 13:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1724.0
