timestamp,BZN|NO1 > BZN|NO1A [MW],BZN|NO1 > BZN|NO2 [MW],BZN|NO1 > BZN|NO3 [MW],BZN|NO1 > BZN|NO5 [MW],BZN|NO1 > BZN|SE3 [MW],BZN|NO1A > BZN|NO1 [MW],BZN|NO2 > BZN|NO1 [MW],BZN|NO3 > BZN|NO1 [MW],BZN|NO5 > BZN|NO1 [MW],BZN|SE3 > BZN|NO1 [MW]
07.03.2025 23:00 - 07.03.2025 23:15,0.0,1389.0,0.0,0.0,0.0,0.0,0.0,387.0,1457.0,0.0
07.03.2025 23:00 - 08.03.2025 00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1328.0
07.03.2025 23:15 - 07.03.2025 23:30,0.0,1444.0,0.0,0.0,0.0,0.0,0.0,380.0,1520.0,0.0
07.03.2025 23:30 - 07.03.2025 23:45,0.0,1495.0,0.0,0.0,0.0,0.0,0.0,394.0,1420.0,0.0
07.03.2025 23:45 - 08.03.2025 00:00,0.0,1379.0,0.0,0.0,0.0,0.0,0.0,377.0,1406.0,0.0
08.03.2025 00:00 - 08.03.2025 00:15,0.0,344.0,0.0,0.0,0.0,0.0,0.0,257.0,1027.0,0.0
08.03.2025 00:00 - 08.03.2025 01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,681.0
08.03.2025 00:15 - 08.03.2025 00:30,0.0,125.0,0.0,0.0,0.0,0.0,0.0,250.0,900.0,0.0
08.03.2025 00:30 - 08.03.2025 00:45,0.0,166.0,0.0,0.0,0.0,0.0,0.0,236.0,910.0,0.0
08.03.2025 00:45 - 08.03.2025 01:00,0.0,281.0,0.0,0.0,0.0,0.0,0.0,246.0,876.0,0.0
08.03.2025 01:00 - 08.03.2025 01:15,0.0,314.0,0.0,0.0,0.0,0.0,0.0,235.0,925.0,0.0
08.03.2025 01:00 - 08.03.2025 02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,602.0
08.03.2025 01:15 - 08.03.2025 01:30,0.0,309.0,0.0,0.0,0.0,0.0,0.0,205.0,970.0,0.0
08.03.2025 01:30 - 08.03.2025 01:45,0.0,294.0,0.0,0.0,0.0,0.0,0.0,213.0,941.0,0.0
08.03.2025 01:45 - 08.03.2025 02:00,0.0,194.0,0.0,0.0,0.0,0.0,0.0,205.0,1000.0,0.0
08.03.2025 02:00 - 08.03.2025 02:15,0.0,234.0,0.0,0.0,0.0,0.0,0.0,217.0,1059.0,0.0
08.03.2025 02:00 - 08.03.2025 03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,606.0
08.03.2025 02:15 - 08.03.2025 02:30,0.0,377.0,0.0,0.0,0.0,0.0,0.0,277.0,966.0,0.0
08.03.2025 02:30 - 08.03.2025 02:45,0.0,380.0,0.0,0.0,0.0,0.0,0.0,286.0,877.0,0.0
08.03.2025 02:45 - 08.03.2025 03:00,0.0,327.0,0.0,0.0,0.0,0.0,0.0,260.0,879.0,0.0
08.03.2025 03:00 - 08.03.2025 03:15,0.0,341.0,0.0,0.0,0.0,0.0,0.0,248.0,951.0,0.0
08.03.2025 03:00 - 08.03.2025 04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,608.0
08.03.2025 03:15 - 08.03.2025 03:30,0.0,378.0,0.0,0.0,0.0,0.0,0.0,250.0,941.0,0.0
08.03.2025 03:30 - 08.03.2025 03:45,0.0,374.0,0.0,0.0,0.0,0.0,0.0,260.0,906.0,0.0
08.03.2025 03:45 - 08.03.2025 04:00,0.0,358.0,0.0,0.0,0.0,0.0,0.0,258.0,898.0,0.0
08.03.2025 04:00 - 08.03.2025 04:15,0.0,561.0,0.0,0.0,0.0,0.0,0.0,305.0,920.0,0.0
08.03.2025 04:00 - 08.03.2025 05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,769.0
08.03.2025 04:15 - 08.03.2025 04:30,0.0,594.0,0.0,0.0,0.0,0.0,0.0,328.0,893.0,0.0
08.03.2025 04:30 - 08.03.2025 04:45,0.0,533.0,0.0,0.0,0.0,0.0,0.0,311.0,928.0,0.0
08.03.2025 04:45 - 08.03.2025 05:00,0.0,513.0,0.0,0.0,0.0,0.0,0.0,302.0,962.0,0.0
08.03.2025 05:00 - 08.03.2025 05:15,0.0,480.0,0.0,0.0,0.0,0.0,0.0,309.0,1044.0,0.0
08.03.2025 05:00 - 08.03.2025 06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,534.0
08.03.2025 05:15 - 08.03.2025 05:30,0.0,471.0,0.0,0.0,0.0,0.0,0.0,311.0,1073.0,0.0
08.03.2025 05:30 - 08.03.2025 05:45,0.0,494.0,0.0,0.0,0.0,0.0,0.0,327.0,1077.0,0.0
08.03.2025 05:45 - 08.03.2025 06:00,0.0,413.0,0.0,0.0,0.0,0.0,0.0,323.0,1122.0,0.0
08.03.2025 06:00 - 08.03.2025 06:15,0.0,692.0,0.0,0.0,0.0,0.0,0.0,347.0,1298.0,0.0
08.03.2025 06:00 - 08.03.2025 07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,608.0
08.03.2025 06:15 - 08.03.2025 06:30,0.0,790.0,0.0,0.0,0.0,0.0,0.0,370.0,1258.0,0.0
08.03.2025 06:30 - 08.03.2025 06:45,0.0,746.0,0.0,0.0,0.0,0.0,0.0,373.0,1260.0,0.0
08.03.2025 06:45 - 08.03.2025 07:00,0.0,661.0,0.0,0.0,0.0,0.0,0.0,364.0,1343.0,0.0
08.03.2025 07:00 - 08.03.2025 07:15,0.0,769.0,0.0,0.0,0.0,0.0,0.0,371.0,1554.0,0.0
08.03.2025 07:00 - 08.03.2025 08:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363.0
08.03.2025 07:15 - 08.03.2025 07:30,0.0,722.0,0.0,0.0,0.0,0.0,0.0,369.0,1604.0,0.0
08.03.2025 07:30 - 08.03.2025 07:45,0.0,701.0,0.0,0.0,0.0,0.0,0.0,367.0,1588.0,0.0
08.03.2025 07:45 - 08.03.2025 08:00,0.0,768.0,0.0,0.0,0.0,0.0,0.0,370.0,1678.0,0.0
08.03.2025 08:00 - 08.03.2025 08:15,0.0,772.0,0.0,0.0,0.0,0.0,0.0,390.0,1733.0,0.0
08.03.2025 08:00 - 08.03.2025 09:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.0
08.03.2025 08:15 - 08.03.2025 08:30,0.0,766.0,0.0,0.0,0.0,0.0,0.0,397.0,1802.0,0.0
08.03.2025 08:30 - 08.03.2025 08:45,0.0,723.0,0.0,0.0,0.0,0.0,0.0,403.0,1788.0,0.0
08.03.2025 08:45 - 08.03.2025 09:00,0.0,652.0,0.0,0.0,0.0,0.0,0.0,410.0,1813.0,0.0
08.03.2025 09:00 - 08.03.2025 09:15,0.0,577.0,0.0,0.0,0.0,0.0,0.0,387.0,1633.0,0.0
08.03.2025 09:00 - 08.03.2025 10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620.0
08.03.2025 09:15 - 08.03.2025 09:30,0.0,566.0,0.0,0.0,0.0,0.0,0.0,383.0,1604.0,0.0
08.03.2025 09:30 - 08.03.2025 09:45,0.0,557.0,0.0,0.0,0.0,0.0,0.0,390.0,1552.0,0.0
08.03.2025 09:45 - 08.03.2025 10:00,0.0,688.0,0.0,0.0,0.0,0.0,0.0,403.0,1417.0,0.0
08.03.2025 10:00 - 08.03.2025 10:15,0.0,885.0,0.0,0.0,0.0,0.0,0.0,371.0,993.0,0.0
08.03.2025 10:00 - 08.03.2025 11:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1955.0
08.03.2025 10:15 - 08.03.2025 10:30,0.0,938.0,0.0,0.0,0.0,0.0,0.0,374.0,873.0,0.0
08.03.2025 10:30 - 08.03.2025 10:45,0.0,1138.0,0.0,0.0,0.0,0.0,0.0,404.0,832.0,0.0
08.03.2025 10:45 - 08.03.2025 11:00,0.0,1049.0,0.0,0.0,0.0,0.0,0.0,380.0,796.0,0.0
08.03.2025 11:00 - 08.03.2025 11:15,0.0,757.0,0.0,0.0,0.0,0.0,0.0,348.0,639.0,0.0
08.03.2025 11:00 - 08.03.2025 12:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1965.0
08.03.2025 11:15 - 08.03.2025 11:30,0.0,713.0,0.0,0.0,0.0,0.0,0.0,341.0,608.0,0.0
08.03.2025 11:30 - 08.03.2025 11:45,0.0,698.0,0.0,0.0,0.0,0.0,0.0,327.0,640.0,0.0
08.03.2025 11:45 - 08.03.2025 12:00,0.0,606.0,0.0,0.0,0.0,0.0,0.0,335.0,604.0,0.0
08.03.2025 12:00 - 08.03.2025 12:15,0.0,408.0,0.0,0.0,0.0,0.0,0.0,357.0,675.0,0.0
08.03.2025 12:00 - 08.03.2025 13:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1644.0
08.03.2025 12:15 - 08.03.2025 12:30,0.0,377.0,0.0,0.0,0.0,0.0,0.0,347.0,635.0,0.0
08.03.2025 12:30 - 08.03.2025 12:45,0.0,381.0,0.0,0.0,0.0,0.0,0.0,343.0,611.0,0.0
08.03.2025 12:45 - 08.03.2025 13:00,0.0,498.0,0.0,0.0,0.0,0.0,0.0,338.0,625.0,0.0
08.03.2025 13:00 - 08.03.2025 13:15,0.0,735.0,0.0,0.0,0.0,0.0,0.0,321.0,664.0,0.0
08.03.2025 13:00 - 08.03.2025 14:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0
08.03.2025 13:15 - 08.03.2025 13:30,0.0,766.0,0.0,0.0,0.0,0.0,0.0,317.0,616.0,0.0
08.03.2025 13:30 - 08.03.2025 13:45,0.0,787.0,0.0,0.0,0.0,0.0,0.0,312.0,626.0,0.0
08.03.2025 13:45 - 08.03.2025 14:00,0.0,822.0,0.0,0.0,0.0,0.0,0.0,304.0,699.0,0.0
08.03.2025 14:00 - 08.03.2025 14:15,0.0,1043.0,0.0,0.0,0.0,0.0,0.0,319.0,814.0,0.0
08.03.2025 14:00 - 08.03.2025 15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1731.0
08.03.2025 14:15 - 08.03.2025 14:30,0.0,1016.0,0.0,0.0,0.0,0.0,0.0,327.0,843.0,0.0
08.03.2025 14:30 - 08.03.2025 14:45,0.0,1075.0,0.0,0.0,0.0,0.0,0.0,328.0,891.0,0.0
08.03.2025 14:45 - 08.03.2025 15:00,0.0,782.0,0.0,0.0,0.0,0.0,0.0,296.0,945.0,0.0
08.03.2025 15:00 - 08.03.2025 15:15,0.0,273.0,0.0,0.0,0.0,0.0,0.0,286.0,1712.0,0.0
08.03.2025 15:00 - 08.03.2025 16:00,0.0,0.0,0.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0
08.03.2025 15:15 - 08.03.2025 15:30,0.0,173.0,0.0,0.0,0.0,0.0,0.0,297.0,1912.0,0.0
08.03.2025 15:30 - 08.03.2025 15:45,0.0,145.0,0.0,0.0,0.0,0.0,0.0,316.0,1903.0,0.0
08.03.2025 15:45 - 08.03.2025 16:00,0.0,65.0,0.0,0.0,0.0,0.0,0.0,336.0,1891.0,0.0
08.03.2025 16:00 - 08.03.2025 16:15,0.0,0.0,0.0,0.0,0.0,0.0,246.0,294.0,1986.0,0.0
08.03.2025 16:00 - 08.03.2025 17:00,0.0,0.0,0.0,0.0,778.0,0.0,0.0,0.0,0.0,0.0
08.03.2025 16:15 - 08.03.2025 16:30,0.0,0.0,0.0,0.0,0.0,0.0,433.0,297.0,2007.0,0.0
08.03.2025 16:30 - 08.03.2025 16:45,0.0,0.0,0.0,0.0,0.0,0.0,378.0,317.0,1985.0,0.0
08.03.2025 16:45 - 08.03.2025 17:00,0.0,0.0,0.0,0.0,0.0,0.0,536.0,305.0,1963.0,0.0
08.03.2025 17:00 - 08.03.2025 17:15,0.0,0.0,0.0,0.0,0.0,0.0,680.0,260.0,2172.0,0.0
08.03.2025 17:00 - 08.03.2025 18:00,0.0,0.0,0.0,0.0,1278.0,0.0,0.0,0.0,0.0,0.0
08.03.2025 17:15 - 08.03.2025 17:30,0.0,0.0,0.0,0.0,0.0,0.0,732.0,264.0,2222.0,0.0
08.03.2025 17:30 - 08.03.2025 17:45,0.0,0.0,0.0,0.0,0.0,0.0,846.0,250.0,2298.0,0.0
08.03.2025 17:45 - 08.03.2025 18:00,0.0,0.0,0.0,0.0,0.0,0.0,821.0,263.0,2373.0,0.0
08.03.2025 18:00 - 08.03.2025 18:15,0.0,0.0,0.0,0.0,0.0,0.0,557.0,267.0,2549.0,0.0
08.03.2025 18:00 - 08.03.2025 19:00,0.0,0.0,0.0,0.0,1300.0,0.0,0.0,0.0,0.0,0.0
08.03.2025 18:15 - 08.03.2025 18:30,0.0,0.0,0.0,0.0,0.0,0.0,548.0,275.0,2600.0,0.0
08.03.2025 18:30 - 08.03.2025 18:45,0.0,0.0,0.0,0.0,0.0,0.0,603.0,268.0,2573.0,0.0
08.03.2025 18:45 - 08.03.2025 19:00,0.0,0.0,0.0,0.0,0.0,0.0,628.0,268.0,2525.0,0.0
08.03.2025 19:00 - 08.03.2025 19:15,0.0,0.0,0.0,0.0,0.0,0.0,578.0,270.0,2570.0,0.0
08.03.2025 19:00 - 08.03.2025 20:00,0.0,0.0,0.0,0.0,1322.0,0.0,0.0,0.0,0.0,0.0
08.03.2025 19:15 - 08.03.2025 19:30,0.0,0.0,0.0,0.0,0.0,0.0,585.0,269.0,2602.0,0.0
08.03.2025 19:30 - 08.03.2025 19:45,0.0,0.0,0.0,0.0,0.0,0.0,564.0,266.0,2572.0,0.0
08.03.2025 19:45 - 08.03.2025 20:00,0.0,0.0,0.0,0.0,0.0,0.0,572.0,259.0,2527.0,0.0
08.03.2025 20:00 - 08.03.2025 20:15,0.0,0.0,0.0,0.0,0.0,0.0,512.0,269.0,2389.0,0.0
08.03.2025 20:00 - 08.03.2025 21:00,0.0,0.0,0.0,0.0,1158.0,0.0,0.0,0.0,0.0,0.0
08.03.2025 20:15 - 08.03.2025 20:30,0.0,0.0,0.0,0.0,0.0,0.0,551.0,271.0,2310.0,0.0
08.03.2025 20:30 - 08.03.2025 20:45,0.0,0.0,0.0,0.0,0.0,0.0,573.0,280.0,2202.0,0.0
08.03.2025 20:45 - 08.03.2025 21:00,0.0,0.0,0.0,0.0,0.0,0.0,627.0,269.0,2121.0,0.0
08.03.2025 21:00 - 08.03.2025 21:15,0.0,0.0,0.0,0.0,0.0,0.0,436.0,298.0,2003.0,0.0
08.03.2025 21:00 - 08.03.2025 22:00,0.0,0.0,0.0,0.0,792.0,0.0,0.0,0.0,0.0,0.0
08.03.2025 21:15 - 08.03.2025 21:30,0.0,0.0,0.0,0.0,0.0,0.0,400.0,301.0,1988.0,0.0
08.03.2025 21:30 - 08.03.2025 21:45,0.0,0.0,0.0,0.0,0.0,0.0,247.0,324.0,1949.0,0.0
08.03.2025 21:45 - 08.03.2025 22:00,0.0,0.0,0.0,0.0,0.0,0.0,253.0,317.0,1966.0,0.0
08.03.2025 22:00 - 08.03.2025 22:15,0.0,5.0,0.0,0.0,0.0,0.0,0.0,337.0,2018.0,0.0
08.03.2025 22:00 - 08.03.2025 23:00,0.0,0.0,0.0,0.0,468.0,0.0,0.0,0.0,0.0,0.0
08.03.2025 22:15 - 08.03.2025 22:30,0.0,86.0,0.0,0.0,0.0,0.0,0.0,338.0,2008.0,0.0
08.03.2025 22:30 - 08.03.2025 22:45,0.0,128.0,0.0,0.0,0.0,0.0,0.0,362.0,1950.0,0.0
08.03.2025 22:45 - 08.03.2025 23:00,0.0,94.0,0.0,0.0,0.0,0.0,0.0,356.0,1917.0,0.0
08.03.2025 23:00 - 08.03.2025 23:15,0.0,229.0,0.0,0.0,0.0,0.0,0.0,338.0,1991.0,0.0
08.03.2025 23:00 - 09.03.2025 00:00,0.0,0.0,0.0,0.0,335.0,0.0,0.0,0.0,0.0,0.0
08.03.2025 23:15 - 08.03.2025 23:30,0.0,269.0,0.0,0.0,0.0,0.0,0.0,317.0,2039.0,0.0
08.03.2025 23:30 - 08.03.2025 23:45,0.0,465.0,0.0,0.0,0.0,0.0,0.0,321.0,2061.0,0.0
08.03.2025 23:45 - 09.03.2025 00:00,0.0,489.0,0.0,0.0,0.0,0.0,0.0,339.0,1973.0,0.0
09.03.2025 00:00 - 09.03.2025 00:15,0.0,531.0,0.0,0.0,0.0,0.0,0.0,357.0,1870.0,0.0
09.03.2025 00:00 - 09.03.2025 01:00,0.0,0.0,0.0,0.0,227.0,0.0,0.0,0.0,0.0,0.0
09.03.2025 00:15 - 09.03.2025 00:30,0.0,467.0,0.0,0.0,0.0,0.0,0.0,349.0,1860.0,0.0
09.03.2025 00:30 - 09.03.2025 00:45,0.0,534.0,0.0,0.0,0.0,0.0,0.0,343.0,1941.0,0.0
09.03.2025 00:45 - 09.03.2025 01:00,0.0,605.0,0.0,0.0,0.0,0.0,0.0,358.0,1899.0,0.0
09.03.2025 01:00 - 09.03.2025 01:15,0.0,654.0,0.0,0.0,0.0,0.0,0.0,370.0,1808.0,0.0
09.03.2025 01:00 - 09.03.2025 02:00,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0
09.03.2025 01:15 - 09.03.2025 01:30,0.0,661.0,0.0,0.0,0.0,0.0,0.0,358.0,1831.0,0.0
09.03.2025 01:30 - 09.03.2025 01:45,0.0,702.0,0.0,0.0,0.0,0.0,0.0,347.0,1829.0,0.0
09.03.2025 01:45 - 09.03.2025 02:00,0.0,746.0,0.0,0.0,0.0,0.0,0.0,339.0,1812.0,0.0
09.03.2025 02:00 - 09.03.2025 02:15,0.0,707.0,0.0,0.0,0.0,0.0,0.0,325.0,1754.0,0.0
09.03.2025 02:00 - 09.03.2025 03:00,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0
09.03.2025 02:15 - 09.03.2025 02:30,0.0,710.0,0.0,0.0,0.0,0.0,0.0,323.0,1733.0,0.0
09.03.2025 02:30 - 09.03.2025 02:45,0.0,707.0,0.0,0.0,0.0,0.0,0.0,313.0,1774.0,0.0
09.03.2025 02:45 - 09.03.2025 03:00,0.0,756.0,0.0,0.0,0.0,0.0,0.0,326.0,1702.0,0.0
09.03.2025 03:00 - 09.03.2025 03:15,0.0,878.0,0.0,0.0,0.0,0.0,0.0,351.0,1643.0,0.0
09.03.2025 03:00 - 09.03.2025 04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0
09.03.2025 03:15 - 09.03.2025 03:30,0.0,850.0,0.0,0.0,0.0,0.0,0.0,328.0,1693.0,0.0
09.03.2025 03:30 - 09.03.2025 03:45,0.0,856.0,0.0,0.0,0.0,0.0,0.0,325.0,1715.0,0.0
09.03.2025 03:45 - 09.03.2025 04:00,0.0,914.0,0.0,0.0,0.0,0.0,0.0,341.0,1699.0,0.0
09.03.2025 04:00 - 09.03.2025 04:15,0.0,969.0,0.0,0.0,0.0,0.0,0.0,349.0,1711.0,0.0
09.03.2025 04:00 - 09.03.2025 05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0
09.03.2025 04:15 - 09.03.2025 04:30,0.0,968.0,0.0,0.0,0.0,0.0,0.0,344.0,1720.0,0.0
09.03.2025 04:30 - 09.03.2025 04:45,0.0,934.0,0.0,0.0,0.0,0.0,0.0,342.0,1777.0,0.0
09.03.2025 04:45 - 09.03.2025 05:00,0.0,966.0,0.0,0.0,0.0,0.0,0.0,349.0,1779.0,0.0
09.03.2025 05:00 - 09.03.2025 05:15,0.0,967.0,0.0,0.0,0.0,0.0,0.0,357.0,1868.0,0.0
09.03.2025 05:00 - 09.03.2025 06:00,0.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0
09.03.2025 05:15 - 09.03.2025 05:30,0.0,911.0,0.0,0.0,0.0,0.0,0.0,337.0,1956.0,0.0
09.03.2025 05:30 - 09.03.2025 05:45,0.0,967.0,0.0,0.0,0.0,0.0,0.0,361.0,1901.0,0.0
09.03.2025 05:45 - 09.03.2025 06:00,0.0,942.0,0.0,0.0,0.0,0.0,0.0,368.0,1884.0,0.0
09.03.2025 06:00 - 09.03.2025 06:15,0.0,948.0,0.0,0.0,0.0,0.0,0.0,374.0,1838.0,0.0
09.03.2025 06:00 - 09.03.2025 07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0
09.03.2025 06:15 - 09.03.2025 06:30,0.0,953.0,0.0,0.0,0.0,0.0,0.0,385.0,1808.0,0.0
09.03.2025 06:30 - 09.03.2025 06:45,0.0,931.0,0.0,0.0,0.0,0.0,0.0,384.0,1816.0,0.0
09.03.2025 06:45 - 09.03.2025 07:00,0.0,932.0,0.0,0.0,0.0,0.0,0.0,386.0,1803.0,0.0
09.03.2025 07:00 - 09.03.2025 07:15,0.0,790.0,0.0,0.0,0.0,0.0,0.0,356.0,1877.0,0.0
09.03.2025 07:00 - 09.03.2025 08:00,0.0,0.0,0.0,0.0,234.0,0.0,0.0,0.0,0.0,0.0
09.03.2025 07:15 - 09.03.2025 07:30,0.0,750.0,0.0,0.0,0.0,0.0,0.0,338.0,1961.0,0.0
09.03.2025 07:30 - 09.03.2025 07:45,0.0,728.0,0.0,0.0,0.0,0.0,0.0,321.0,2012.0,0.0
09.03.2025 07:45 - 09.03.2025 08:00,0.0,782.0,0.0,0.0,0.0,0.0,0.0,347.0,1961.0,0.0
09.03.2025 08:00 - 09.03.2025 08:15,0.0,604.0,0.0,0.0,0.0,0.0,0.0,374.0,1899.0,0.0
09.03.2025 08:00 - 09.03.2025 09:00,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
09.03.2025 08:15 - 09.03.2025 08:30,0.0,521.0,0.0,0.0,0.0,0.0,0.0,362.0,1859.0,0.0
09.03.2025 08:30 - 09.03.2025 08:45,0.0,541.0,0.0,0.0,0.0,0.0,0.0,368.0,1898.0,0.0
09.03.2025 08:45 - 09.03.2025 09:00,0.0,539.0,0.0,0.0,0.0,0.0,0.0,363.0,1833.0,0.0
09.03.2025 09:00 - 09.03.2025 09:15,0.0,500.0,0.0,0.0,0.0,0.0,0.0,356.0,1372.0,0.0
09.03.2025 09:00 - 09.03.2025 10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,905.0
09.03.2025 09:15 - 09.03.2025 09:30,0.0,538.0,0.0,0.0,0.0,0.0,0.0,335.0,1286.0,0.0
09.03.2025 09:30 - 09.03.2025 09:45,0.0,567.0,0.0,0.0,0.0,0.0,0.0,320.0,1368.0,0.0
09.03.2025 09:45 - 09.03.2025 10:00,0.0,489.0,0.0,0.0,0.0,0.0,0.0,300.0,1336.0,0.0
09.03.2025 10:00 - 09.03.2025 10:15,0.0,879.0,0.0,0.0,0.0,0.0,0.0,341.0,996.0,0.0
09.03.2025 10:00 - 09.03.2025 11:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1847.0
09.03.2025 10:15 - 09.03.2025 10:30,0.0,938.0,0.0,0.0,0.0,0.0,0.0,352.0,902.0,0.0
09.03.2025 10:30 - 09.03.2025 10:45,0.0,895.0,0.0,0.0,0.0,0.0,0.0,336.0,951.0,0.0
09.03.2025 10:45 - 09.03.2025 11:00,0.0,695.0,0.0,0.0,0.0,0.0,0.0,314.0,1054.0,0.0
09.03.2025 11:00 - 09.03.2025 11:15,0.0,484.0,0.0,0.0,0.0,0.0,0.0,330.0,879.0,0.0
09.03.2025 11:00 - 09.03.2025 12:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1630.0
09.03.2025 11:15 - 09.03.2025 11:30,0.0,457.0,0.0,0.0,0.0,0.0,0.0,322.0,813.0,0.0
09.03.2025 11:30 - 09.03.2025 11:45,0.0,425.0,0.0,0.0,0.0,0.0,0.0,305.0,796.0,0.0
09.03.2025 11:45 - 09.03.2025 12:00,0.0,310.0,0.0,0.0,0.0,0.0,0.0,286.0,768.0,0.0
09.03.2025 12:00 - 09.03.2025 12:15,0.0,319.0,0.0,0.0,0.0,0.0,0.0,297.0,809.0,0.0
09.03.2025 12:00 - 09.03.2025 13:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1515.0
09.03.2025 12:15 - 09.03.2025 12:30,0.0,334.0,0.0,0.0,0.0,0.0,0.0,298.0,814.0,0.0
09.03.2025 12:30 - 09.03.2025 12:45,0.0,310.0,0.0,0.0,0.0,0.0,0.0,282.0,847.0,0.0
09.03.2025 12:45 - 09.03.2025 13:00,0.0,472.0,0.0,0.0,0.0,0.0,0.0,277.0,894.0,0.0
09.03.2025 13:00 - 09.03.2025 13:15,0.0,705.0,0.0,0.0,0.0,0.0,0.0,294.0,874.0,0.0
09.03.2025 13:00 - 09.03.2025 14:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1890.0
09.03.2025 13:15 - 09.03.2025 13:30,0.0,739.0,0.0,0.0,0.0,0.0,0.0,290.0,885.0,0.0
09.03.2025 13:30 - 09.03.2025 13:45,0.0,839.0,0.0,0.0,0.0,0.0,0.0,313.0,766.0,0.0
09.03.2025 13:45 - 09.03.2025 14:00,0.0,978.0,0.0,0.0,0.0,0.0,0.0,319.0,811.0,0.0
09.03.2025 14:00 - 09.03.2025 14:15,0.0,985.0,0.0,0.0,0.0,0.0,0.0,331.0,919.0,0.0
09.03.2025 14:00 - 09.03.2025 15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1976.0
09.03.2025 14:15 - 09.03.2025 14:30,0.0,1140.0,0.0,0.0,0.0,0.0,0.0,330.0,1003.0,0.0
09.03.2025 14:30 - 09.03.2025 14:45,0.0,1090.0,0.0,0.0,0.0,0.0,0.0,339.0,922.0,0.0
09.03.2025 14:45 - 09.03.2025 15:00,0.0,1146.0,0.0,0.0,0.0,0.0,0.0,327.0,1090.0,0.0
09.03.2025 15:00 - 09.03.2025 15:15,0.0,857.0,0.0,0.0,0.0,0.0,0.0,303.0,1588.0,0.0
09.03.2025 15:00 - 09.03.2025 16:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,805.0
09.03.2025 15:15 - 09.03.2025 15:30,0.0,692.0,0.0,0.0,0.0,0.0,0.0,262.0,1799.0,0.0
09.03.2025 15:30 - 09.03.2025 15:45,0.0,863.0,0.0,0.0,0.0,0.0,0.0,290.0,1730.0,0.0
09.03.2025 15:45 - 09.03.2025 16:00,0.0,490.0,0.0,0.0,0.0,0.0,0.0,308.0,1652.0,0.0
09.03.2025 16:00 - 09.03.2025 16:15,0.0,9.0,0.0,0.0,0.0,0.0,0.0,292.0,2178.0,0.0
09.03.2025 16:00 - 09.03.2025 17:00,0.0,0.0,0.0,0.0,811.0,0.0,0.0,0.0,0.0,0.0
09.03.2025 16:15 - 09.03.2025 16:30,0.0,0.0,0.0,0.0,0.0,0.0,170.0,289.0,2461.0,0.0
09.03.2025 16:30 - 09.03.2025 16:45,0.0,0.0,0.0,0.0,0.0,0.0,232.0,302.0,2494.0,0.0
09.03.2025 16:45 - 09.03.2025 17:00,0.0,0.0,0.0,0.0,0.0,0.0,490.0,272.0,2456.0,0.0
09.03.2025 17:00 - 09.03.2025 17:15,0.0,0.0,0.0,0.0,0.0,0.0,881.0,299.0,2296.0,0.0
09.03.2025 17:00 - 09.03.2025 18:00,0.0,0.0,0.0,0.0,1243.0,0.0,0.0,0.0,0.0,0.0
09.03.2025 17:15 - 09.03.2025 17:30,0.0,0.0,0.0,0.0,0.0,0.0,890.0,314.0,2300.0,0.0
