EicCode;EicDisplayName;EicLongName;EicParent;EicResponsibleParty;EicStatus;MarketParticipantPostalCode;MarketParticipantIsoCountryCode;MarketParticipantVatCode;EicTypeFunctionList;type
11XBLE---------B;BLE;Burgenland Energie GmbH;;;Active;;;DE261642073;Balance Responsible Party;X
11XBMKLUENENGMBX;BMK-LUENEN;BMK Biomassekraftwerk Lünen GmbH;;;Active;;;DE238280999;Balance Responsible Party;X
11XBMPGREENGAS-I;BMP;bmp greengas GmbH;;;Active;;;DE813775762;Balance Responsible Party;X
11XBMRSERVICE--2;BMRSERVICE;Maschinenringe Deutschland GmbH;;;Active;;;DE185445580;Balance Responsible Party;X
11XBNETZA------F;BNETZA;Bundesnetzagentur für Elektrizität, Gas, Telekommunikation und Post;;;Active;;;DE811318584;Balance Responsible Party;X
11XBN-NETZ-KWK-L;BN-NETZ-KWK;badenovaNETZE GmbH;;;Active;;;DE204437532;Balance Responsible Party;X
11XBNPPARIBAS125;BNP_PARIBAS;BNP Paribas;;;Active;;;FR76662042449;Balance Responsible Party;X
11XBONUSSTROM--W;BONUS-STROM;Bonus Strom GmbH;;;Active;;;DE249449534;Balance Responsible Party;X
11XBPGAS-------E;BPGAS;BP Gas Marketing Limited;;;Active;;;GB365678995;Balance Responsible Party;X
11XDONG-PT-----2;DONGPOWERTRADING;Orsted Salg & Service A /S;;;Active;;;DK36213728;Balance Responsible Party;X
11XBTB-NETZ03019;BTB_BERLIN;BTB Blockheizkraftwerks- Träger- und Betreibergesellschaft mbH Berlin;;;Active;;;DE136561825;Balance Responsible Party;X
11XBTT-WO------U;BTT-WO;BTT Bauteam Tretzel GmbH;;;Active;;;DE133698212;Balance Responsible Party;X
11XBUTENDIEK---5;OWP-BU;OWP Butendiek GmbH & Co. KG;;;Active;;;DE278473503;Balance Responsible Party;X
11XBVAG-H------S;BVAG_H;Braunschweiger Versorgungs-Aktiengesellschaft & Co. KG;;;Active;;;DE811653468;Balance Responsible Party;X
11XCEZ-CZ------1;CEZ_CZ;CEZ, a.s.;;;Active;;;CZ45274649;Balance Responsible Party;X
11XCITIGLOBMKT-Z;CGML;Citigroup Global Markets Limited;;;Active;;;GB429625629;Balance Responsible Party;X
11XCITIWORKS-H-U;CWH;citiworks AG;;;Active;;;DE813213670;Balance Responsible Party;X
11XCNR-DDSVE-FOO;CNR;Compagnie Nationale du Rhône;;;Active;;;DE813871435;Balance Responsible Party;X
11XCOGAS-------D;COGAS;Cogas Holding N.V.;;;Active;;;NL809328458B01;Balance Responsible Party;X
11XCOMPENSATION1;COMPENSATION;Amprion GmbH;;;Active;;;DE813761356;Grid Operator;X
11X-CUT-ENERGY-X;CUT-1;CUT! Energy GmbH;;;Active;;;DE285821246;Balance Responsible Party;X
11XCZECH-KARBOND;CZECH-KARBON;Veolia Komodity CR, s.r.o.;;;Active;;;CZ25846159;Balance Responsible Party;X
11XDANSKECOM---P;DANSKECOM;Danske Commodities A/S;;;Active;;;DK28113951;Balance Responsible Party;X
11XDBA-NNG1----H;NNG1-DBA;N-ERGIE Netz GmbH;;;Active;;;DE251589629;Balance Responsible Party;X
11XDBENERGIE-EDD;DBENERGIE_EDL;DB Energie GmbH;;;Active;;;DE192729381;Balance Responsible Party;X
11XDBS-DE-NL---6;DBS-DE-NL;Amprion GmbH;;;Active;;;DE813761356;Transmission Capacity Allocator;X
11XDEESA-18----J;MUNDT;DeESA GmbH;;;Active;;;DE272091722;Trade Responsible Party;X
11XDEESA-------D;DEESA;DeESA GmbH;;;Active;;;DE272091722;Balance Responsible Party;X
11XDEGUSSA-----I;DEGUSSA;Evonik Operations GmbH;;;Active;;;DE114138241;Balance Responsible Party;X
11XDEH-S-------Y;DEH;DEH Deutsche Energiehandels GmbH;;;Active;;;DE242728081;Balance Responsible Party;X
11XDE-TSO-MOLS-Y;MOL_SERVER;Amprion GmbH;;;Active;;;DE813761356;Grid Operator;X
11XDEV001---W--B;DEV-001;SENEC GmbH;;;Active;;;DE277104253;Balance Responsible Party;X
11XDEW21-EINKF-I;DEW21-EINKF;Dortmunder Energie- und Wasserversorgung GmbH;;;Active;;;DE162978188;Balance Responsible Party;X
11XD-EW-MONHEIME;D_EW_MONHEIM;MEGA Monheimer Elektrizitäts- und Gasversorgung GmbH;;;Active;;;DE811257596;Trade Responsible Party;X
11XDEZ007668-0-N;EVP-DEZ;Stadtwerke Pirna Energie GmbH;;;Active;;;DE161425941;Balance Responsible Party;X
11XDIF-EWFNETZ-E;EWF-DIF;Energie Waldeck-Frankenberg GmbH;;;Active;;;DE113089011;Balance Responsible Party;X
11XDIF-HNG-----I;HNG-DIF;Hanau Netz GmbH;;;Active;;;DE286770211;Balance Responsible Party;X
11XDIF-NRM-FFM-A;NRM-FFM-DIF;NRM Netzdienste Rhein-Main GmbH;;;Active;;;DE814437976;Balance Responsible Party;X
11XDIGI-ENERGY-6;DIGI-ENERGY;Energy Market Solutions GmbH;;;Active;;;DE338957974;Balance Responsible Party;X
11XDISAM-------V;DISAM;Mind Energy A/S;;;Active;;;DK17225898;Balance Responsible Party;X
11XDL--SWENETZ-Z;SWE-NETZ-DL;SWE Netz GmbH;;;Active;;;DE252354629;Balance Responsible Party;X
11XDL-SWM------8;SWM-DL;Netze Magdeburg GmbH;;;Active;;;DE252343843;Balance Responsible Party;X
11XDOW---------A;DOWOLEFIN;Industrienetzgesellschaft Schkopau mbH;;;Active;;;DE335736427;Balance Responsible Party;X
11XDREISCHTROM-1;DREISCHTROM;Dreischtrom GmbH;;;Active;;;DE274122726;Balance Responsible Party;X
11XDREWAG------E;DREWAG;DREWAG - Stadtwerke Dresden GmbH;;;Active;;;DE161410766;Balance Responsible Party;X
11XDREWAG-NETZ-B;DREWAGNETZ;SachsenNetze GmbH;;;Active;;;DE258395586;Balance Responsible Party;X
11XDSO-EON-AVA-Y;EON-AVACON-DSO;Avacon Netz GmbH;;;Active;;;DE281304797;Balance Responsible Party;X
11XDSV---------A;DSV;Dessauer Stromversorgung GmbH;;;Active;;;DE244370628;Balance Responsible Party;X
11XD-SWFLENS-T-Y;SWFLENSBURG_T;Stadtwerke Flensburg GmbH;;;Active;;;DE134645304;Balance Responsible Party;X
11XDVV-DUISBURGR;DVV-DUISBURG;Duisburger Versorgungs- und Verkehrsgesellschaft mbH;;;Active;;;DE119554655;Balance Responsible Party;X
11XDYNAMIC-----L;DYNAMIC_ENERGY;Dynamic Energy ApS;;;Active;;;DK32302157;Balance Responsible Party;X
11XE2MHANDEL---9;E2M-HANDEL;Energy2market GmbH;;;Active;;;DE266047759;Balance Responsible Party;X
11XEAB---------Q;EAB;Energieallianz Bayern GmbH & Co. KG;;;Active;;;DE264603870;Balance Responsible Party;X
11XEBLD--------N;EBLD;EBLD Schweiz Strom GmbH;;;Active;;;DE268638180;Balance Responsible Party;X
11XECCAG-DAXB--C;ECC-DAXB;European Commodity Clearing AG;;;Active;;;DE248156757;Balance Responsible Party;X
11XECOSWITCH-AG7;ECOSWITCH_AG;ecoSWITCH AG;;;Active;;;DE205866487;Balance Responsible Party;X
11XEDAG--------G;EDAG;ENGIE Deutschland GmbH;;;Active;;;DE811124529;Balance Responsible Party;X
11XEDEKA-VG----P;EDEKA;EDEKA Versorgungsgesellschaft mbH;;;Active;;;DE814349192;Balance Responsible Party;X
11XEDFTRADING--G;EDFTRADING;EDF TRADING Ltd;;;Active;;;GB735547907;Balance Responsible Party;X
11XEDFTRADINGNLB;EDFTRADING_NEA;EDF TRADING Ltd;;;Active;;;GB735547907;Balance Responsible Party;X
11XEDFTRADINGRED;EDFTRADINGREEN;EDF TRADING Ltd;;;Active;;;GB735547907;Balance Responsible Party;X
11XED-H-GENERA-3;ED_H;naturenergie holding AG;;;Active;;;DE142693600;Balance Responsible Party;X
11XEDISSERVICESA;EDIS-SERVICES;E.DIS Netz GmbH;;;Active;;;DE285351013;Balance Responsible Party;X
11XEEG-ISW-----T;ISW-REDISPATCH-2;InfraServ GmbH & Co. Wiesbaden KG;;;Active;;;DE812134836;Balance Responsible Party;X
11XEEGJSG1-----F;JSG;Jura Smart Grid GmbH & Co. KG;;;Active;;;DE290812616;Balance Responsible Party;X
11XEEW-1-------P;EEW_1;EEW Energy from Waste GmbH;;;Active;;;DE811136532;Balance Responsible Party;X
11XEEWDUD------U;EEW-NETZ;Eichsfelder Energie- und Wasserversorgungsgesellschaft mbH;;;Active;;;DE116204857;Balance Responsible Party;X
11XEEX--MIA----J;EEX-MIA;European Energy Exchange AG;;;Active;;;DE222118427;Balance Responsible Party;X
11XEGEFFELTRICHJ;EGEFFELTRICH;Elektra-Genossenschaft Effeltrich eG;;;Active;;;DE229225638;Balance Responsible Party;X
11XEG-FACTORY--8;EGF;eg factory GmbH;;;Active;;;DE263083778;Balance Responsible Party;X
11XEGG---------A;EGG;Energieversorgung Gera GmbH;;;Active;;;DE150518454;Balance Responsible Party;X
11XEGG-HANDEL--B;EGG-HANDEL;Energieerzeugungsgesellschaft Greifswald GmbH;;;Active;;;DE278201797;Balance Responsible Party;X
11XEGTENERGIE--1;EGTENERGIE;EGT Energie GmbH;;;Active;;;DE197253712;Balance Responsible Party;X
11XEGTHANDEL---N;EGTHANDEL;EGT Energiehandel GmbH;;;Active;;;DE218343170;Balance Responsible Party;X
11XEGU---------4;EGU;Elektrizitätsgenossenschaft Unterneukirchen eG;;;Active;;;DE129267800;Balance Responsible Party;X
11XEHA---------R;EHA;-EHA- Energie-Handels-Gesellschaft mbH & Co. KG;;;Active;;;DE198317413;Balance Responsible Party;X
11XEHAWXEIGENX1H;EHAW;HanseWerk Natur GmbH;;;Active;;;DE118509805;Balance Responsible Party;X
11XEHDRESDEN---1;EHDD;Energiehaus Dresden eG;;;Active;;;DE255437233;Balance Responsible Party;X
11XEHG-S-------X;EHG;EHG Energie Handel GmbH;;;Active;;;DE192893942;Balance Responsible Party;X
11XEHW---------7;EHW;Energiehandelsgesellschaft West mbH;;;Active;;;DE197852696;Balance Responsible Party;X
11XEIB000730---3;TEN-EIB;TEN Thüringer Energienetze GmbH & Co. KG;;;Active;;;DE206810190;Balance Responsible Party;X
11XEL-DIREKT---Z;EL-DIREKT;EnergyLink Direkt GmbH & Co. KG;;;Active;;;DE270821846;Balance Responsible Party;X
11XELE---------9;ELE;Emscher Lippe Energie GmbH;;;Active;;;DE812627834;Balance Responsible Party;X
11XELECTRABELEMI;ELECTRABELEM;ELECTRABEL SA;;;Active;;;BE0403170701;Balance Responsible Party;X
11XELECTRABEL--Z;ELECTRABEL;ELECTRABEL SA;;;Active;;;BE0403170701;Balance Responsible Party;X
11XELN-JAHRES--8;ELN-JAHR;ENRO Ludwigsfelde Netz GmbH;;;Active;;;DE161088920;Balance Responsible Party;X
11XEMB-GMBH----J;EMB-GMBH;EMB Energie Brandenburg GmbH;;;Active;;;DE138404753;Balance Responsible Party;X
11XEMGMGCOKG---R;EMGMGCOKG;ExxonMobil Gas Marketing Deutschland GmbH & Co. KG;;;Active;;;DE232838695;Balance Responsible Party;X
11XEMGMGGMBH---L;EMGMGGMBH;Mobil Erdgas-Erdöl GmbH;;;Active;;;DE811140133;Balance Responsible Party;X
11XEMSERV002---8;EMSERV;Scholt Energy Deutschland GmbH;;;Active;;;DE268629584;Balance Responsible Party;X
11XENAGISME----J;ENAGISME;Energie AG Iserlohn;;;Active;;;DE161581272;Balance Responsible Party;X
11XENBW-H------P;ENBW_H;EnBW Energie Baden-Württemberg AG;;;Active;;;DE812334050;Balance Responsible Party;X
11XENBW-N------E;TNG_N;TransnetBW GmbH;;;Active;;;DE191008872;Trade Responsible Party;X
11XENBW-N-EEG--3;TNG_N_EEG;TransnetBW GmbH;;;Active;;;DE191008872;Trade Responsible Party;X
11XENBW-N-GKM--B;TNG_N_GKMPW;TransnetBW GmbH;;;Active;;;DE191008872;Production Responsible Party;X
11XENBW-N-MR---W;TNG_N_MR;TransnetBW GmbH;;;Active;;;DE191008872;Trade Responsible Party;X
11XENBW-N-SR---X;TNG_N_SR;TransnetBW GmbH;;;Active;;;DE191008872;Trade Responsible Party;X
11XENBW-N-VERL-D;TNG_N_VERL;TransnetBW GmbH;;;Active;;;DE191008872;Trade Responsible Party;X
11XENBW-PV-EX--7;TNG_PV_EX;TransnetBW GmbH;;;Active;;;DE191008872;Trade Responsible Party;X
11XENBW-PV-IM--V;TNG_PV-HOBA;TransnetBW GmbH;;;Active;;;DE191008872;Trade Responsible Party;X
11XENBW-REG-KWKV;ENBW_REG_KWKG;Netze BW GmbH;;;Active;;;DE200335418;Trade Responsible Party;X
11XENBW-WIND-EX0;TNG_WIND_EX;TransnetBW GmbH;;;Active;;;DE191008872;Production Responsible Party;X
11XENBW-WIND-IMA;TNG_WIND_IM;TransnetBW GmbH;;;Active;;;DE191008872;Production Responsible Party;X
11XENCW--------A;ENCW;Energie Calw GmbH;;;Active;;;DE244010754;Balance Responsible Party;X
11XENDANET-----6;ENDANET;En/Da/Net GmbH;;;Active;;;DE209329836;Balance Responsible Party;X
11XENECO-------0;ENECO;Eneco Energy Trade B.V.;;;Active;;;NL809784051B01;Balance Responsible Party;X
11XENEL-H------S;ENELT;Enel Global Trading S.P.A.;;;Active;;;IT15844561009;Balance Responsible Party;X
11XENE-MAX-----7;EEG-MV_ENE-MAX;Energieeinkaufs- und -handelsgesellschaft Mecklenburg-Vorpommern mbH;;;Active;;;DE196761024;Balance Responsible Party;X
11XENERGIEGUT--S;SWDU-ENERGIEGUT;energieGUT GmbH;;;Active;;;DE812805240;Trade Responsible Party;X
11XENERGIEPLUS-2;ENERGIEPLUS;SWU Energie GmbH;;;Active;;;DE227275487;Balance Responsible Party;X
11XENERGIEUNIONB;ENERGIEUNION;ENERGIEUNION GmbH;;;Active;;;DE180553418;Balance Responsible Party;X
11XENERGIEVORSOO;DEVO;die energievorsorger GmbH;;;Active;;;DE252511556;Balance Responsible Party;X
11XENERGYMORE--J;ENERGYMORE;Energy & More Energiebroker GmbH und Co.KG;;;Active;;;DE201691829;Balance Responsible Party;X
11XENERMOREMGT-Y;EUM_MGT_GMBH;Energy & More Management GmbH;;;Active;;;DE815350912;Balance Responsible Party;X
11XENERPARC----Y;ESI9;Sunnic Lighthouse GmbH;;;Active;;;DE276731735;Balance Responsible Party;X
11XENEXION-00--M;ENEXION-00;Enexion GmbH;;;Active;;;DE260459436;Balance Responsible Party;X
11XENNI--------T;ENNI;ENNI Energie & Umwelt Niederrhein GmbH;;;Active;;;DE120250609;Balance Responsible Party;X
11XENROREGLEIST3;ENRO-ENERGIE;e.distherm Energielösungen GmbH;;;Active;;;DE138459033;Balance Responsible Party;X
11XEN-ROTTWEIL-1;EN_ROTTWEIL;ENRW Energieversorgung Rottweil GmbH & Co. KG;;;Active;;;DE200387156;Trade Responsible Party;X
11XENRWROTTWEIL9;ENRWROTTWEIL;ENRW Energieversorgung Rottweil GmbH & Co. KG;;;Active;;;DE200387156;Balance Responsible Party;X
11XENSTROGA-AG-K;ENSTROG-AG;EnStroGa AG;;;Active;;;DE282856944;Balance Responsible Party;X
11XENSYS-------Y;ENSYS;Ensys GmbH;;;Active;;;DE202192243;Balance Responsible Party;X
11XENTEGA--RLM-K;ENTEGA-RLM;ENTEGA Plus GmbH;;;Active;;;DE813810149;Balance Responsible Party;X
11XENTEGASTEAG-N;ENTEGA-STEAG;Entega Iqony Wärme GmbH;;;Active;;;DE301519190;Balance Responsible Party;X
11XENTELIOS----7;ENTELIOSAG;Entelios AG;;;Active;;;DE273357894;Balance Responsible Party;X
11XENUP--------U;CEAG;Care-Energy AG;;;Active;;;DE296540284;Balance Responsible Party;X
11XENVIAMBILANZD;ENVIAM;envia Mitteldeutsche Energie AG;;;Active;;;DE813427980;Balance Responsible Party;X
11XENWBONN-----7;ENW-BONN;Energie- und Wasserversorgung Bonn/Rhein-Sieg GmbH;;;Active;;;DE812757353;Balance Responsible Party;X
11XENWOR-------P;ENWOR;STAWAG - Stadt- und Städteregionswerke Aachen AG;;;Active;;;DE811163786;Trade Responsible Party;X
11XEON-080000--U;EON-080000--;E WIE EINFACH GmbH;;;Active;;;DE229960178;Balance Responsible Party;X
11XEON-BAY-RESIX;BAYERNWERK-RESI;Bayernwerk Netz GmbH;;;Active;;;DE129273785;Balance Responsible Party;X
11XEON-H-------8;EON_H;Uniper Global Commodities SE;;;Active;;;DE192205313;Balance Responsible Party;X
11XEONHANSE-KWKW;EONHANSE-KWK;Schleswig-Holstein Netz AG;;;Active;;;DE267393355;Trade Responsible Party;X
11XEONHANSE-RES5;EONHANSE-RES;Schleswig-Holstein Netz GmbH;;;Active;;;DE366371470;Balance Responsible Party;X
11XEON-M-------0;EON_M;E.ON Energie Deutschland GmbH;;;Active;;;DE259922663;Balance Responsible Party;X
11XEONMITTERESIE;EONMITTE-RESI;EAM Netz GmbH;;;Active;;;DE813586727;Balance Responsible Party;X
11XEON-S-------K;EON_S;Uniper Energy Sales GmbH;;;Active;;;DE229960186;Balance Responsible Party;X
11XE-OPTIMUMEG1E;EOP;e.optimum AG;;;Active;;;DE265921888;Balance Responsible Party;X
11XERN---------N;ERN;ERN- Energiedienstleistungen Rhein-Neckar GmbH;;;Active;;;DE232911904;Balance Responsible Party;X
11XEROL12STROM-K;EROL;Stadtwerkenergie Ostwestfalen-Lippe GmbH;;;Active;;;DE262753341;Balance Responsible Party;X
11XESAG--------L;ENSO;SachsenEnergie AG;;;Active;;;DE140293195;Balance Responsible Party;X
11XESAUGSBURG01A;ESAUGSBURGSTROM;energie schwaben gmbh;;;Active;;;DE127478947;Balance Responsible Party;X
11XESFORIN-----H;ESFORIN;ES FOR IN SE;;;Active;;;DE297556466;Balance Responsible Party;X
11XESLL--------Z;ESLL;Energie SaarLorLux AG;;;Active;;;DE204366919;Balance Responsible Party;X
11XESM-SELB----7;ESM;Energieversorgung Selb - Marktredwitz GmbH;;;Active;;;DE132949588;Balance Responsible Party;X
11XESSENGSCS---R;ESSENGSCS;Essener Versorgungs- und Verkehrsgesellschaft mbH (EVV);;;Active;;;DE119818281;Balance Responsible Party;X
11XESWEVERSORWIG;ESWE;ESWE Versorgungs AG;;;Active;;;DE113822541;Balance Responsible Party;X
11XETC---------9;ETC;ENERGY TRADING COMPANY, j. s. a.;;;Active;;;SK2021589955;Balance Responsible Party;X
11XEUROKOM-EN--8;EUROKOM-EN;MVE Eurokom Gesellschaft für Energie und Kommunikationsleistungen mbH;;;Active;;;DE202103400;Trade Responsible Party;X
11XEUROKOM-RW--I;EUROKOM-RW;MVE Eurokom Gesellschaft für Energie und Kommunikationsleistungen mbH;;;Active;;;DE202103400;Trade Responsible Party;X
11XEUROKOM-----V;EUROKOM;MVE Eurokom Gesellschaft für Energie und Kommunikationsleistungen mbH;;;Active;;;DE202103400;Balance Responsible Party;X
11XEVA---------7;EVA;Elektrizitätsgenossenschaft Vogling & Angrenzer eG;;;Active;;;DE131565637;Balance Responsible Party;X
11XEVAPOLDA----X;EVAPOLDA;Energieversorgung Apolda GmbH;;;Active;;;DE153913846;Balance Responsible Party;X
11XEV-BOEBING--H;EV-BOEBING;Elektrizitätsvereinigung Böbing eingetragene Genossenschaft (EVB eG);;;Active;;;DE269098844;Balance Responsible Party;X
11XEVDNEWERT---M;EVDNEWERT;Energie Vertrieb Deutschland EVD GmbH;;;Active;;;DE294252455;Balance Responsible Party;X
11XEVD-STROM--09;EVD;EVD EnergieVersorgung Deutschland GmbH;;;Active;;;DE815377995;Balance Responsible Party;X
11XEV-FILSTAL--K;EVF;Energieversorgung Filstal GmbH & Co. KG;;;Active;;;DE217384669;Balance Responsible Party;X
11XEVHALLE-747-Y;EVH;EVH GmbH;;;Active;;;DE156397612;Balance Responsible Party;X
11XEVITA-------1;EVITA;E.VITA GmbH;;;Active;;;DE261938943;Balance Responsible Party;X
11XEVI---------U;EVI;Energieversorgung Inselsberg GmbH;;;Active;;;DE150097697;Balance Responsible Party;X
11XEV-KS-NETZ--U;NSGKASSEL;Städtische Werke Netz + Service GmbH;;;Active;;;DE272748881;Balance Responsible Party;X
11XEV-LIMBURG--0;EVL-VERTRIEB;Energieversorgung Limburg GmbH;;;Active;;;DE113841933;Balance Responsible Party;X
11XEVNORDHAUSENQ;EVN;Energieversorgung Nordhausen GmbH;;;Active;;;DE152480907;Balance Responsible Party;X
11XEVOFFENBACH-R;EVOFFENBACH;Energieversorgung Offenbach AG;;;Active;;;DE113545362;Balance Responsible Party;X
11XEVR-NETZ----K;EVR_NETZ;Energieversorgung Rüsselsheim GmbH;;;Active;;;DE220280572;Trade Responsible Party;X
11XEVRVERTRIEB-F;EVR_VERTRIEB;Energieversorgung Rüsselsheim GmbH;;;Active;;;DE220280572;Balance Responsible Party;X
11XEVSYLT------K;EV-SYLT;Energieversorgung Sylt GmbH;;;Active;;;DE134653722;Balance Responsible Party;X
11XEWAES-KWK---M;EWAES;Energieservice Westfalen Weser GmbH;;;Active;;;DE814619783;Balance Responsible Party;X
11XEWANETZE----0;EWANETZE;e.wa riss Netze GmbH;;;Active;;;DE252858545;Balance Responsible Party;X
11XEWARISS-BC--X;EWA-RISS;e.wa riss GmbH & Co. KG;;;Active;;;DE213464374;Balance Responsible Party;X
11XEW-DIESSEN--P;EW-DIESSEN;Elektrizitätswerk Diessen Stadler GmbH;;;Active;;;DE813237468;Balance Responsible Party;X
11XEWERKEHANIELW;EWERKEHANIEL;E-Werke Haniel Haimhausen GmbH & Co. KG;;;Active;;;DE203048277;Balance Responsible Party;X
11XEWERK-R-W---9;ERW;e-werk Sachsenwald GmbH;;;Active;;;DE135095897;Balance Responsible Party;X
11XE-WERK-STERNP;E-WERK-STERN;Elektrizitätswerk Stern KG Bad Endorf;;;Active;;;DE131156035;Balance Responsible Party;X
11X-EWERK-SW---W;E-WERK-SW;e-werk Sachsenwald GmbH;;;Active;;;DE135095897;Trade Responsible Party;X
11XEWETRADING--L;EWETRADING;EWE TRADING GmbH;;;Active;;;DE281787265;Balance Responsible Party;X
11XEWEVERTRIEB-Z;EWEVERTRIEB;EWE VERTRIEB GmbH;;;Active;;;DE207614424;Balance Responsible Party;X
11XEW-FISCHER--I;E-WERK-FISCHER;FischerStrom KG;;;Active;;;15621720535;Balance Responsible Party;X
11XEW-GEIGER---D;EW-GEIGER;EW Geiger GmbH;;;Active;;;DE274278655;Balance Responsible Party;X
11XEWM-HANDEL--C;EWM-HANDEL;Elektrizitätswerk Mittelbaden AG & Co. KG;;;Active;;;DE814101932;Balance Responsible Party;X
11XEWMR--------R;EWMR;Energie- und Wasserversorgung Mittleres Ruhrgebiet GmbH;;;Active;;;DE812658174;Balance Responsible Party;X
11XEW-O--------E;EW-OTTENHOEFEN;Elektrizitätswerk Ottenhöfen Moser GmbH & Co. KG;;;Active;;;DE313520576;Balance Responsible Party;X
11XEWO---------Q;EWO;Elektrizitätswerk Oberwössen eG;;;Active;;;DE131565688;Balance Responsible Party;X
11XEWP---------F;EWP;Energie und Wasser Potsdam GmbH;;;Active;;;DE138406802;Balance Responsible Party;X
11XFREEPOINT---N;FREEPOINT;Freepoint Commodities Europe LLP;;;Active;;;GB115163840;Balance Responsible Party;X
11XEW-REMSCHEID0;EW_REMSCHEID;EWR GmbH;;;Active;;;DE814198104;Balance Responsible Party;X
11X-EWRHEINE---R;EW-RHEINE;Energie- und Wasserversorgung Rheine GmbH;;;Active;;;DE811212082;Balance Responsible Party;X
11XEWRNETZE----Z;EWRNETZE;EWR Netze GmbH;;;Active;;;DE255506169;Balance Responsible Party;X
11XEWROTHMOSER-O;ROTHMOSER;Rothmoser GmbH & Co. KG;;;Active;;;DE127914968;Balance Responsible Party;X
11XEWRWEST-----B;EWRWEST;Westenthanner Energieversorgung GmbH;;;Active;;;DE306804818;Balance Responsible Party;X
11XEW-SCHMID---Y;EW-SCHMID;EW Schmid GmbH;;;Active;;;DE268978491;Balance Responsible Party;X
11XEWSIMBACH---L;EWSIMBACH;Elektrizitätswerk Simbach GmbH;;;Active;;;DE811854601;Balance Responsible Party;X
11XEWTEGERNSEE-V;EWT;Elektrizitätswerk Tegernsee Vertriebs- und Service-KG;;;Active;;;DE313735090;Balance Responsible Party;X
11XEWV---------N;EWV;EWV Energie- und Wasser-Versorgung GmbH;;;Active;;;DE121742793;Balance Responsible Party;X
11XEWWANFRIED--5;EW_WANFRIED;E-Werk Wanfried von Scharfenberg GmbH & Co KG;;;Active;;;DE111823183;Balance Responsible Party;X
11XEXTRASNET00-6;EXTRASTROM;ExtraEnergie GmbH;;;Active;;;DE261170732;Balance Responsible Party;X
11XEZPADAHANDELC;EZPADAHANDEL;Ezpada s.r.o.;;;Active;;;CZ27129136;Balance Responsible Party;X
11XEZPADA------P;EZPADA_AG;Ezpada AG;;;Active;;;CHE110624390;Balance Responsible Party;X
11XFAIRENERGIE1U;FAIRENERGIE;FairEnergie GmbH;;;Active;;;DE197553266;Balance Responsible Party;X
11XFEDERALMOGULF;FEDERALMOGUL;Federal-Mogul Burscheid GmbH;;;Active;;;DE811547835;Balance Responsible Party;X
11XFEG0001-----H;FEG;Freiberger Erdgas GmbH;;;Active;;;DE151838865;Balance Responsible Party;X
11XFFEW--------Y;FFEW;Fürstlich Fugger v. Glött'sche E-Werks GmbH & Co. KG;;;Active;;;DE283220124;Balance Responsible Party;X
11XFH-KOELNBONN1;FKB;Flughafen Köln/Bonn GmbH;;;Active;;;DE121965746;Balance Responsible Party;X
11XFHSASSNITZ--6;FHSASSNITZ;Fährhafen Sassnitz Gesellschaft mit beschränkter Haftung;;;Active;;;DE137555680;Balance Responsible Party;X
11XFIRSTCON-DE-Q;FIRSTCON;Firstcon GmbH;;;Active;;;DE265897832;Balance Responsible Party;X
11XFLUGHAFENNUE6;FNEG;Flughafen Nürnberg Energie GmbH;;;Active;;;DE133515425;Balance Responsible Party;X
11XFRIESEN-----W;FRIESEN;FriesenEnergie GmbH;;;Active;;;DE271001700;Balance Responsible Party;X
11XFUENFWERKE--N;FUENFWERKE;fünfwerke GmbH & CO. KG;;;Active;;;DE272633789;Balance Responsible Party;X
11XFUXX-SPAREN-U;FUXX;Fuxx - Die Sparenergie GmbH;;;Active;;;DE292091738;Balance Responsible Party;X
11XFWG-STROM---R;FW_GREIFSWALD;Stadtwerke Greifswald Gesellschaft mit beschränkter Haftung;;;Active;;;DE137582842;Trade Responsible Party;X
11XGAGSTROM20105;GAG;Stadtwerke Ahrensburg GmbH;;;Active;;;DE232822211;Balance Responsible Party;X
11XGAZPROM-MT--Y;SEFEMT;SEFE MARKETING & TRADING LIMITED;;;Active;;;GB927405129;Balance Responsible Party;X
11XGEGMOEHLAU01P;ENERGIE-GEG;Gas- und Energiegenossenschaft Ost- und Mitteldeutschland eG (GEG);;;Active;;;DE253707312;Balance Responsible Party;X
11XGELSENWASSER9;GELSENWASSER9;GELSENWASSER AG;;;Active;;;DE124978719;Balance Responsible Party;X
11XGEON--------D;GEON;GEON Gesellschaft für energieoptimierte Nutzung GmbH;;;Active;;;DE217103297;Balance Responsible Party;X
11XGETEC-------5;GETEC;GETEC ENERGIE GmbH;;;Active;;;DE813164073;Balance Responsible Party;X
11XGETEC-HOME--Z;GETECHOME;GETEC Energy Management;;;Active;;;DE319760199;Balance Responsible Party;X
11X-GETEC-NET-1B;GETECNETAG;GETEC net GmbH;;;Active;;;DE221916337;Balance Responsible Party;X
11XGEWI-01-----R;GEWI-01;GEWI GmbH;;;Active;;;DE267752484;Trade Responsible Party;X
11XGEWI--------C;GEWI;GEWI GmbH;;;Active;;;DE267752484;Balance Responsible Party;X
11XGEW-WHV-----I;GEW-WHV;GEW Wilhelmshaven GmbH;;;Active;;;DE811339741;Balance Responsible Party;X
11XGFM-ENERGIE-C;GFM;GfM Gesellschaft für Messdienstleistungen mbH;;;Active;;;DE290606225;Balance Responsible Party;X
