"Time (CET/CEST)","BZN|NO5 > BZN|NO1 [MW]","BZN|NO1 > BZN|NO5 [MW]"
"09.03.2025 00:00 - 09.03.2025 00:15","1870","0"
"09.03.2025 00:15 - 09.03.2025 00:30","1860","0"
"09.03.2025 00:30 - 09.03.2025 00:45","1941","0"
"09.03.2025 00:45 - 09.03.2025 01:00","1899","0"
"09.03.2025 01:00 - 09.03.2025 01:15","1808","0"
"09.03.2025 01:15 - 09.03.2025 01:30","1831","0"
"09.03.2025 01:30 - 09.03.2025 01:45","1829","0"
"09.03.2025 01:45 - 09.03.2025 02:00","1812","0"
"09.03.2025 02:00 - 09.03.2025 02:15","1754","0"
"09.03.2025 02:15 - 09.03.2025 02:30","1733","0"
"09.03.2025 02:30 - 09.03.2025 02:45","1774","0"
"09.03.2025 02:45 - 09.03.2025 03:00","1702","0"
"09.03.2025 03:00 - 09.03.2025 03:15","1643","0"
"09.03.2025 03:15 - 09.03.2025 03:30","1693","0"
"09.03.2025 03:30 - 09.03.2025 03:45","1715","0"
"09.03.2025 03:45 - 09.03.2025 04:00","1699","0"
"09.03.2025 04:00 - 09.03.2025 04:15","1711","0"
"09.03.2025 04:15 - 09.03.2025 04:30","1720","0"
"09.03.2025 04:30 - 09.03.2025 04:45","1777","0"
"09.03.2025 04:45 - 09.03.2025 05:00","1779","0"
"09.03.2025 05:00 - 09.03.2025 05:15","1868","0"
"09.03.2025 05:15 - 09.03.2025 05:30","1956","0"
"09.03.2025 05:30 - 09.03.2025 05:45","1901","0"
"09.03.2025 05:45 - 09.03.2025 06:00","1884","0"
"09.03.2025 06:00 - 09.03.2025 06:15","1838","0"
"09.03.2025 06:15 - 09.03.2025 06:30","1808","0"
"09.03.2025 06:30 - 09.03.2025 06:45","1816","0"
"09.03.2025 06:45 - 09.03.2025 07:00","1803","0"
"09.03.2025 07:00 - 09.03.2025 07:15","1877","0"
"09.03.2025 07:15 - 09.03.2025 07:30","1961","0"
"09.03.2025 07:30 - 09.03.2025 07:45","2012","0"
"09.03.2025 07:45 - 09.03.2025 08:00","1961","0"
"09.03.2025 08:00 - 09.03.2025 08:15","1899","0"
"09.03.2025 08:15 - 09.03.2025 08:30","1859","0"
"09.03.2025 08:30 - 09.03.2025 08:45","1898","0"
"09.03.2025 08:45 - 09.03.2025 09:00","1833","0"
"09.03.2025 09:00 - 09.03.2025 09:15","1372","0"
"09.03.2025 09:15 - 09.03.2025 09:30","1286","0"
"09.03.2025 09:30 - 09.03.2025 09:45","1368","0"
"09.03.2025 09:45 - 09.03.2025 10:00","1336","0"
"09.03.2025 10:00 - 09.03.2025 10:15","996","0"
"09.03.2025 10:15 - 09.03.2025 10:30","902","0"
"09.03.2025 10:30 - 09.03.2025 10:45","951","0"
