"Time (CET/CEST)","BZN|NO2 > BZN|NO1 [MW]","BZN|NO1 > BZN|NO2 [MW]"
"01.03.2025 00:00 - 01.03.2025 00:15","0","774"
"01.03.2025 00:15 - 01.03.2025 00:30","0","749"
"01.03.2025 00:30 - 01.03.2025 00:45","0","745"
"01.03.2025 00:45 - 01.03.2025 01:00","0","799"
"01.03.2025 01:00 - 01.03.2025 01:15","0","1081"
"01.03.2025 01:15 - 01.03.2025 01:30","0","1079"
"01.03.2025 01:30 - 01.03.2025 01:45","0","1051"
"01.03.2025 01:45 - 01.03.2025 02:00","0","1048"
"01.03.2025 02:00 - 01.03.2025 02:15","0","1112"
"01.03.2025 02:15 - 01.03.2025 02:30","0","1112"
"01.03.2025 02:30 - 01.03.2025 02:45","0","1105"
"01.03.2025 02:45 - 01.03.2025 03:00","0","1120"
"01.03.2025 03:00 - 01.03.2025 03:15","0","1135"
"01.03.2025 03:15 - 01.03.2025 03:30","0","1094"
"01.03.2025 03:30 - 01.03.2025 03:45","0","1140"
"01.03.2025 03:45 - 01.03.2025 04:00","0","1131"
"01.03.2025 04:00 - 01.03.2025 04:15","0","1085"
"01.03.2025 04:15 - 01.03.2025 04:30","0","1110"
"01.03.2025 04:30 - 01.03.2025 04:45","0","1130"
"01.03.2025 04:45 - 01.03.2025 05:00","0","1125"
"01.03.2025 05:00 - 01.03.2025 05:15","0","1060"
"01.03.2025 05:15 - 01.03.2025 05:30","0","1015"
"01.03.2025 05:30 - 01.03.2025 05:45","0","1004"
"01.03.2025 05:45 - 01.03.2025 06:00","0","987"
"01.03.2025 06:00 - 01.03.2025 06:15","0","930"
"01.03.2025 06:15 - 01.03.2025 06:30","0","855"
"01.03.2025 06:30 - 01.03.2025 06:45","0","813"
"01.03.2025 06:45 - 01.03.2025 07:00","0","764"
"01.03.2025 07:00 - 01.03.2025 07:15","0","702"
"01.03.2025 07:15 - 01.03.2025 07:30","0","643"
"01.03.2025 07:30 - 01.03.2025 07:45","0","596"
"01.03.2025 07:45 - 01.03.2025 08:00","0","615"
"01.03.2025 08:00 - 01.03.2025 08:15","0","437"
"01.03.2025 08:15 - 01.03.2025 08:30","0","201"
"01.03.2025 08:30 - 01.03.2025 08:45","0","256"
"01.03.2025 08:45 - 01.03.2025 09:00","0","279"
"01.03.2025 09:00 - 01.03.2025 09:15","0","70"
"01.03.2025 09:15 - 01.03.2025 09:30","0","63"
"01.03.2025 09:30 - 01.03.2025 09:45","0","50"
"01.03.2025 09:45 - 01.03.2025 10:00","0","35"
"01.03.2025 10:00 - 01.03.2025 10:15","0","129"
"01.03.2025 10:15 - 01.03.2025 10:30","0","373"
"01.03.2025 10:30 - 01.03.2025 10:45","0","397"
"01.03.2025 10:45 - 01.03.2025 11:00","0","426"
"01.03.2025 11:00 - 01.03.2025 11:15","0","696"
"01.03.2025 11:15 - 01.03.2025 11:30","0","720"
"01.03.2025 11:30 - 01.03.2025 11:45","0","705"
"01.03.2025 11:45 - 01.03.2025 12:00","0","690"
"01.03.2025 12:00 - 01.03.2025 12:15","0","764"
"01.03.2025 12:15 - 01.03.2025 12:30","0","850"
"01.03.2025 12:30 - 01.03.2025 12:45","0","889"
"01.03.2025 12:45 - 01.03.2025 13:00","0","966"
"01.03.2025 13:00 - 01.03.2025 13:15","0","1063"
"01.03.2025 13:15 - 01.03.2025 13:30","0","1135"
"01.03.2025 13:30 - 01.03.2025 13:45","0","1149"
"01.03.2025 13:45 - 01.03.2025 14:00","0","1167"
"01.03.2025 14:00 - 01.03.2025 14:15","0","1327"
"01.03.2025 14:15 - 01.03.2025 14:30","0","1351"
"01.03.2025 14:30 - 01.03.2025 14:45","0","1392"
"01.03.2025 14:45 - 01.03.2025 15:00","0","1400"
"01.03.2025 15:00 - 01.03.2025 15:15","0","1414"
"01.03.2025 15:15 - 01.03.2025 15:30","0","1417"
"01.03.2025 15:30 - 01.03.2025 15:45","0","1435"
"01.03.2025 15:45 - 01.03.2025 16:00","0","1407"
"01.03.2025 16:00 - 01.03.2025 16:15","0","1442"
"01.03.2025 16:15 - 01.03.2025 16:30","0","1457"
"01.03.2025 16:30 - 01.03.2025 16:45","0","1383"
"01.03.2025 16:45 - 01.03.2025 17:00","0","1308"
"01.03.2025 17:00 - 01.03.2025 17:15","0","934"
"01.03.2025 17:15 - 01.03.2025 17:30","0","901"
"01.03.2025 17:30 - 01.03.2025 17:45","0","921"
"01.03.2025 17:45 - 01.03.2025 18:00","0","972"
"01.03.2025 18:00 - 01.03.2025 18:15","0","970"
"01.03.2025 18:15 - 01.03.2025 18:30","0","974"
"01.03.2025 18:30 - 01.03.2025 18:45","0","1085"
"01.03.2025 18:45 - 01.03.2025 19:00","0","1149"
"01.03.2025 19:00 - 01.03.2025 19:15","0","1218"
"01.03.2025 19:15 - 01.03.2025 19:30","0","1309"
"01.03.2025 19:30 - 01.03.2025 19:45","0","1282"
"01.03.2025 19:45 - 01.03.2025 20:00","0","1297"
"01.03.2025 20:00 - 01.03.2025 20:15","0","1222"
"01.03.2025 20:15 - 01.03.2025 20:30","0","1197"
"01.03.2025 20:30 - 01.03.2025 20:45","0","1275"
"01.03.2025 20:45 - 01.03.2025 21:00","0","1341"
"01.03.2025 21:00 - 01.03.2025 21:15","0","1241"
"01.03.2025 21:15 - 01.03.2025 21:30","0","1148"
"01.03.2025 21:30 - 01.03.2025 21:45","0","1168"
"01.03.2025 21:45 - 01.03.2025 22:00","0","1158"
"01.03.2025 22:00 - 01.03.2025 22:15","0","1077"
"01.03.2025 22:15 - 01.03.2025 22:30","0","1029"
"01.03.2025 22:30 - 01.03.2025 22:45","0","944"
"01.03.2025 22:45 - 01.03.2025 23:00","0","915"
"01.03.2025 23:00 - 01.03.2025 23:15","0","998"
"01.03.2025 23:15 - 01.03.2025 23:30","0","1025"
"01.03.2025 23:30 - 01.03.2025 23:45","0","1057"
"01.03.2025 23:45 - 02.03.2025 00:00","0","1137"
