"Time (CET/CEST)","BZN|NO5 > BZN|NO1 [MW]","BZN|NO1 > BZN|NO5 [MW]"
"28.03.2025 00:00 - 28.03.2025 00:15","1521","0"
"28.03.2025 00:15 - 28.03.2025 00:30","1437","0"
"28.03.2025 00:30 - 28.03.2025 00:45","1375","0"
"28.03.2025 00:45 - 28.03.2025 01:00","1297","0"
"28.03.2025 01:00 - 28.03.2025 01:15","1127","0"
"28.03.2025 01:15 - 28.03.2025 01:30","1060","0"
"28.03.2025 01:30 - 28.03.2025 01:45","1023","0"
"28.03.2025 01:45 - 28.03.2025 02:00","1021","0"
"28.03.2025 02:00 - 28.03.2025 02:15","1047","0"
"28.03.2025 02:15 - 28.03.2025 02:30","1088","0"
"28.03.2025 02:30 - 28.03.2025 02:45","1097","0"
"28.03.2025 02:45 - 28.03.2025 03:00","1107","0"
"28.03.2025 03:00 - 28.03.2025 03:15","1124","0"
"28.03.2025 03:15 - 28.03.2025 03:30","1126","0"
"28.03.2025 03:30 - 28.03.2025 03:45","1111","0"
"28.03.2025 03:45 - 28.03.2025 04:00","1104","0"
"28.03.2025 04:00 - 28.03.2025 04:15","1197","0"
"28.03.2025 04:15 - 28.03.2025 04:30","1222","0"
"28.03.2025 04:30 - 28.03.2025 04:45","1251","0"
"28.03.2025 04:45 - 28.03.2025 05:00","1257","0"
"28.03.2025 05:00 - 28.03.2025 05:15","1363","0"
"28.03.2025 05:15 - 28.03.2025 05:30","1405","0"
"28.03.2025 05:30 - 28.03.2025 05:45","1357","0"
"28.03.2025 05:45 - 28.03.2025 06:00","1370","0"
"28.03.2025 06:00 - 28.03.2025 06:15","1605","0"
"28.03.2025 06:15 - 28.03.2025 06:30","1633","0"
"28.03.2025 06:30 - 28.03.2025 06:45","1652","0"
"28.03.2025 06:45 - 28.03.2025 07:00","1720","0"
"28.03.2025 07:00 - 28.03.2025 07:15","1674","0"
"28.03.2025 07:15 - 28.03.2025 07:30","1667","0"
"28.03.2025 07:30 - 28.03.2025 07:45","1745","0"
"28.03.2025 07:45 - 28.03.2025 08:00","1747","0"
"28.03.2025 08:00 - 28.03.2025 08:15","1723","0"
"28.03.2025 08:15 - 28.03.2025 08:30","1701","0"
"28.03.2025 08:30 - 28.03.2025 08:45","1668","0"
"28.03.2025 08:45 - 28.03.2025 09:00","1578","0"
"28.03.2025 09:00 - 28.03.2025 09:15","1511","0"
"28.03.2025 09:15 - 28.03.2025 09:30","1466","0"
"28.03.2025 09:30 - 28.03.2025 09:45","1483","0"
"28.03.2025 09:45 - 28.03.2025 10:00","1321","0"
"28.03.2025 10:00 - 28.03.2025 10:15","1239","0"
"28.03.2025 10:15 - 28.03.2025 10:30","1227","0"
"28.03.2025 10:30 - 28.03.2025 10:45","1093","0"
"28.03.2025 10:45 - 28.03.2025 11:00","1170","0"
"28.03.2025 11:00 - 28.03.2025 11:15","928","0"
"28.03.2025 11:15 - 28.03.2025 11:30","750","0"
"28.03.2025 11:30 - 28.03.2025 11:45","708","0"
"28.03.2025 11:45 - 28.03.2025 12:00","786","0"
"28.03.2025 12:00 - 28.03.2025 12:15","915","0"
"28.03.2025 12:15 - 28.03.2025 12:30","768","0"
"28.03.2025 12:30 - 28.03.2025 12:45","672","0"
"28.03.2025 12:45 - 28.03.2025 13:00","665","0"
"28.03.2025 13:00 - 28.03.2025 13:15","673","0"
"28.03.2025 13:15 - 28.03.2025 13:30","674","0"
"28.03.2025 13:30 - 28.03.2025 13:45","717","0"
"28.03.2025 13:45 - 28.03.2025 14:00","811","0"
"28.03.2025 14:00 - 28.03.2025 14:15","940","0"
"28.03.2025 14:15 - 28.03.2025 14:30","1078","0"
"28.03.2025 14:30 - 28.03.2025 14:45","1037","0"
"28.03.2025 14:45 - 28.03.2025 15:00","1141","0"
"28.03.2025 15:00 - 28.03.2025 15:15","1175","0"
"28.03.2025 15:15 - 28.03.2025 15:30","1229","0"
"28.03.2025 15:30 - 28.03.2025 15:45","1244","0"
"28.03.2025 15:45 - 28.03.2025 16:00","1373","0"
"28.03.2025 16:00 - 28.03.2025 16:15","1617","0"
"28.03.2025 16:15 - 28.03.2025 16:30","1679","0"
"28.03.2025 16:30 - 28.03.2025 16:45","1695","0"
"28.03.2025 16:45 - 28.03.2025 17:00","1776","0"
"28.03.2025 17:00 - 28.03.2025 17:15","1691","0"
"28.03.2025 17:15 - 28.03.2025 17:30","1772","0"
"28.03.2025 17:30 - 28.03.2025 17:45","1887","0"
"28.03.2025 17:45 - 28.03.2025 18:00","1848","0"
"28.03.2025 18:00 - 28.03.2025 18:15","1605","0"
"28.03.2025 18:15 - 28.03.2025 18:30","1614","0"
"28.03.2025 18:30 - 28.03.2025 18:45","1681","0"
"28.03.2025 18:45 - 28.03.2025 19:00","1664","0"
"28.03.2025 19:00 - 28.03.2025 19:15","1794","0"
"28.03.2025 19:15 - 28.03.2025 19:30","2005","0"
"28.03.2025 19:30 - 28.03.2025 19:45","1994","0"
"28.03.2025 19:45 - 28.03.2025 20:00","1779","0"
"28.03.2025 20:00 - 28.03.2025 20:15","1672","0"
"28.03.2025 20:15 - 28.03.2025 20:30","1724","0"
"28.03.2025 20:30 - 28.03.2025 20:45","1691","0"
"28.03.2025 20:45 - 28.03.2025 21:00","1658","0"
"28.03.2025 21:00 - 28.03.2025 21:15","1403","0"
"28.03.2025 21:15 - 28.03.2025 21:30","1296","0"
"28.03.2025 21:30 - 28.03.2025 21:45","1573","0"
"28.03.2025 21:45 - 28.03.2025 22:00","1511","0"
"28.03.2025 22:00 - 28.03.2025 22:15","1402","0"
"28.03.2025 22:15 - 28.03.2025 22:30","1401","0"
"28.03.2025 22:30 - 28.03.2025 22:45","1336","0"
"28.03.2025 22:45 - 28.03.2025 23:00","1209","0"
"28.03.2025 23:00 - 28.03.2025 23:15","1103","0"
"28.03.2025 23:15 - 28.03.2025 23:30","1032","0"
"28.03.2025 23:30 - 28.03.2025 23:45","1011","0"
"28.03.2025 23:45 - 29.03.2025 00:00","990","0"
