"Time (CET/CEST)","BZN|NO2 > BZN|NO1 [MW]","BZN|NO1 > BZN|NO2 [MW]"
"06.03.2025 00:00 - 06.03.2025 00:15","0","1451"
"06.03.2025 00:15 - 06.03.2025 00:30","0","1507"
"06.03.2025 00:30 - 06.03.2025 00:45","0","1508"
"06.03.2025 00:45 - 06.03.2025 01:00","0","1610"
"06.03.2025 01:00 - 06.03.2025 01:15","0","1666"
"06.03.2025 01:15 - 06.03.2025 01:30","0","1704"
"06.03.2025 01:30 - 06.03.2025 01:45","0","1710"
"06.03.2025 01:45 - 06.03.2025 02:00","0","1749"
"06.03.2025 02:00 - 06.03.2025 02:15","0","1699"
"06.03.2025 02:15 - 06.03.2025 02:30","0","1668"
"06.03.2025 02:30 - 06.03.2025 02:45","0","1606"
"06.03.2025 02:45 - 06.03.2025 03:00","0","1562"
"06.03.2025 03:00 - 06.03.2025 03:15","0","1547"
"06.03.2025 03:15 - 06.03.2025 03:30","0","1598"
"06.03.2025 03:30 - 06.03.2025 03:45","0","1665"
"06.03.2025 03:45 - 06.03.2025 04:00","0","1634"
"06.03.2025 04:00 - 06.03.2025 04:15","0","1392"
"06.03.2025 04:15 - 06.03.2025 04:30","0","1385"
"06.03.2025 04:30 - 06.03.2025 04:45","0","1365"
"06.03.2025 04:45 - 06.03.2025 05:00","0","1416"
"06.03.2025 05:00 - 06.03.2025 05:15","0","1204"
"06.03.2025 05:15 - 06.03.2025 05:30","0","1334"
"06.03.2025 05:30 - 06.03.2025 05:45","0","1353"
"06.03.2025 05:45 - 06.03.2025 06:00","0","1308"
"06.03.2025 06:00 - 06.03.2025 06:15","0","1255"
"06.03.2025 06:15 - 06.03.2025 06:30","0","1300"
"06.03.2025 06:30 - 06.03.2025 06:45","0","1318"
"06.03.2025 06:45 - 06.03.2025 07:00","0","1009"
"06.03.2025 07:00 - 06.03.2025 07:15","0","935"
"06.03.2025 07:15 - 06.03.2025 07:30","0","879"
"06.03.2025 07:30 - 06.03.2025 07:45","0","892"
"06.03.2025 07:45 - 06.03.2025 08:00","0","872"
"06.03.2025 08:00 - 06.03.2025 08:15","0","1041"
"06.03.2025 08:15 - 06.03.2025 08:30","0","1006"
"06.03.2025 08:30 - 06.03.2025 08:45","0","1048"
"06.03.2025 08:45 - 06.03.2025 09:00","0","1003"
"06.03.2025 09:00 - 06.03.2025 09:15","0","1091"
"06.03.2025 09:15 - 06.03.2025 09:30","0","1281"
"06.03.2025 09:30 - 06.03.2025 09:45","0","1093"
"06.03.2025 09:45 - 06.03.2025 10:00","0","1048"
"06.03.2025 10:00 - 06.03.2025 10:15","0","1084"
"06.03.2025 10:15 - 06.03.2025 10:30","0","1106"
"06.03.2025 10:30 - 06.03.2025 10:45","0","1027"
"06.03.2025 10:45 - 06.03.2025 11:00","0","1085"
"06.03.2025 11:00 - 06.03.2025 11:15","0","879"
"06.03.2025 11:15 - 06.03.2025 11:30","0","904"
"06.03.2025 11:30 - 06.03.2025 11:45","0","899"
"06.03.2025 11:45 - 06.03.2025 12:00","0","1036"
"06.03.2025 12:00 - 06.03.2025 12:15","0","820"
"06.03.2025 12:15 - 06.03.2025 12:30","0","790"
"06.03.2025 12:30 - 06.03.2025 12:45","0","747"
"06.03.2025 12:45 - 06.03.2025 13:00","0","821"
"06.03.2025 13:00 - 06.03.2025 13:15","0","986"
"06.03.2025 13:15 - 06.03.2025 13:30","0","982"
"06.03.2025 13:30 - 06.03.2025 13:45","0","989"
"06.03.2025 13:45 - 06.03.2025 14:00","0","1157"
"06.03.2025 14:00 - 06.03.2025 14:15","0","1170"
"06.03.2025 14:15 - 06.03.2025 14:30","0","1287"
"06.03.2025 14:30 - 06.03.2025 14:45","0","1112"
"06.03.2025 14:45 - 06.03.2025 15:00","0","1234"
"06.03.2025 15:00 - 06.03.2025 15:15","0","1176"
"06.03.2025 15:15 - 06.03.2025 15:30","0","1009"
"06.03.2025 15:30 - 06.03.2025 15:45","0","1122"
"06.03.2025 15:45 - 06.03.2025 16:00","0","905"
"06.03.2025 16:00 - 06.03.2025 16:15","0","676"
"06.03.2025 16:15 - 06.03.2025 16:30","0","743"
"06.03.2025 16:30 - 06.03.2025 16:45","0","1199"
"06.03.2025 16:45 - 06.03.2025 17:00","0","1198"
"06.03.2025 17:00 - 06.03.2025 17:15","0","1037"
"06.03.2025 17:15 - 06.03.2025 17:30","0","913"
"06.03.2025 17:30 - 06.03.2025 17:45","0","887"
"06.03.2025 17:45 - 06.03.2025 18:00","0","794"
"06.03.2025 18:00 - 06.03.2025 18:15","0","863"
"06.03.2025 18:15 - 06.03.2025 18:30","0","919"
"06.03.2025 18:30 - 06.03.2025 18:45","0","921"
"06.03.2025 18:45 - 06.03.2025 19:00","0","885"
"06.03.2025 19:00 - 06.03.2025 19:15","0","804"
"06.03.2025 19:15 - 06.03.2025 19:30","0","713"
"06.03.2025 19:30 - 06.03.2025 19:45","0","751"
"06.03.2025 19:45 - 06.03.2025 20:00","0","662"
"06.03.2025 20:00 - 06.03.2025 20:15","0","656"
"06.03.2025 20:15 - 06.03.2025 20:30","0","685"
"06.03.2025 20:30 - 06.03.2025 20:45","0","682"
"06.03.2025 20:45 - 06.03.2025 21:00","0","673"
"06.03.2025 21:00 - 06.03.2025 21:15","0","839"
"06.03.2025 21:15 - 06.03.2025 21:30","0","828"
"06.03.2025 21:30 - 06.03.2025 21:45","0","898"
"06.03.2025 21:45 - 06.03.2025 22:00","0","899"
"06.03.2025 22:00 - 06.03.2025 22:15","0","1144"
"06.03.2025 22:15 - 06.03.2025 22:30","0","1249"
"06.03.2025 22:30 - 06.03.2025 22:45","0","1292"
"06.03.2025 22:45 - 06.03.2025 23:00","0","1317"
"06.03.2025 23:00 - 06.03.2025 23:15","0","1287"
"06.03.2025 23:15 - 06.03.2025 23:30","0","1365"
"06.03.2025 23:30 - 06.03.2025 23:45","0","1405"
"06.03.2025 23:45 - 07.03.2025 00:00","0","1426"
