"Time (CET/CEST)","BZN|NO2 > BZN|NO1 [MW]","BZN|NO1 > BZN|NO2 [MW]"
"22.03.2025 00:00 - 22.03.2025 00:15","0","459"
"22.03.2025 00:15 - 22.03.2025 00:30","0","673"
"22.03.2025 00:30 - 22.03.2025 00:45","0","736"
"22.03.2025 00:45 - 22.03.2025 01:00","0","723"
"22.03.2025 01:00 - 22.03.2025 01:15","0","370"
"22.03.2025 01:15 - 22.03.2025 01:30","0","329"
"22.03.2025 01:30 - 22.03.2025 01:45","0","337"
"22.03.2025 01:45 - 22.03.2025 02:00","0","280"
"22.03.2025 02:00 - 22.03.2025 02:15","0","60"
"22.03.2025 02:15 - 22.03.2025 02:30","0","143"
"22.03.2025 02:30 - 22.03.2025 02:45","0","154"
"22.03.2025 02:45 - 22.03.2025 03:00","0","114"
"22.03.2025 03:00 - 22.03.2025 03:15","0","33"
"22.03.2025 03:15 - 22.03.2025 03:30","9","0"
"22.03.2025 03:30 - 22.03.2025 03:45","0","54"
"22.03.2025 03:45 - 22.03.2025 04:00","0","8"
"22.03.2025 04:00 - 22.03.2025 04:15","3","0"
"22.03.2025 04:15 - 22.03.2025 04:30","0","6"
"22.03.2025 04:30 - 22.03.2025 04:45","13","0"
"22.03.2025 04:45 - 22.03.2025 05:00","39","0"
"22.03.2025 05:00 - 22.03.2025 05:15","228","0"
"22.03.2025 05:15 - 22.03.2025 05:30","250","0"
"22.03.2025 05:30 - 22.03.2025 05:45","255","0"
"22.03.2025 05:45 - 22.03.2025 06:00","298","0"
"22.03.2025 06:00 - 22.03.2025 06:15","381","0"
"22.03.2025 06:15 - 22.03.2025 06:30","444","0"
"22.03.2025 06:30 - 22.03.2025 06:45","476","0"
"22.03.2025 06:45 - 22.03.2025 07:00","477","0"
"22.03.2025 07:00 - 22.03.2025 07:15","622","0"
"22.03.2025 07:15 - 22.03.2025 07:30","614","0"
"22.03.2025 07:30 - 22.03.2025 07:45","611","0"
"22.03.2025 07:45 - 22.03.2025 08:00","575","0"
"22.03.2025 08:00 - 22.03.2025 08:15","143","0"
"22.03.2025 08:15 - 22.03.2025 08:30","199","0"
"22.03.2025 08:30 - 22.03.2025 08:45","305","0"
"22.03.2025 08:45 - 22.03.2025 09:00","278","0"
"22.03.2025 09:00 - 22.03.2025 09:15","300","0"
"22.03.2025 09:15 - 22.03.2025 09:30","215","0"
"22.03.2025 09:30 - 22.03.2025 09:45","201","0"
"22.03.2025 09:45 - 22.03.2025 10:00","277","0"
"22.03.2025 10:00 - 22.03.2025 10:15","396","0"
"22.03.2025 10:15 - 22.03.2025 10:30","342","0"
"22.03.2025 10:30 - 22.03.2025 10:45","279","0"
"22.03.2025 10:45 - 22.03.2025 11:00","318","0"
"22.03.2025 11:00 - 22.03.2025 11:15","193","0"
"22.03.2025 11:15 - 22.03.2025 11:30","126","0"
"22.03.2025 11:30 - 22.03.2025 11:45","40","0"
"22.03.2025 11:45 - 22.03.2025 12:00","0","35"
"22.03.2025 12:00 - 22.03.2025 12:15","134","0"
"22.03.2025 12:15 - 22.03.2025 12:30","151","0"
"22.03.2025 12:30 - 22.03.2025 12:45","125","0"
"22.03.2025 12:45 - 22.03.2025 13:00","88","0"
"22.03.2025 13:00 - 22.03.2025 13:15","32","0"
"22.03.2025 13:15 - 22.03.2025 13:30","27","0"
"22.03.2025 13:30 - 22.03.2025 13:45","11","0"
"22.03.2025 13:45 - 22.03.2025 14:00","51","0"
"22.03.2025 14:00 - 22.03.2025 14:15","29","0"
"22.03.2025 14:15 - 22.03.2025 14:30","0","21"
"22.03.2025 14:30 - 22.03.2025 14:45","33","0"
"22.03.2025 14:45 - 22.03.2025 15:00","0","33"
"22.03.2025 15:00 - 22.03.2025 15:15","0","210"
"22.03.2025 15:15 - 22.03.2025 15:30","0","226"
"22.03.2025 15:30 - 22.03.2025 15:45","8","0"
"22.03.2025 15:45 - 22.03.2025 16:00","0","104"
"22.03.2025 16:00 - 22.03.2025 16:15","0","300"
"22.03.2025 16:15 - 22.03.2025 16:30","0","313"
"22.03.2025 16:30 - 22.03.2025 16:45","0","104"
"22.03.2025 16:45 - 22.03.2025 17:00","0","112"
"22.03.2025 17:00 - 22.03.2025 17:15","0","208"
"22.03.2025 17:15 - 22.03.2025 17:30","0","261"
"22.03.2025 17:30 - 22.03.2025 17:45","0","248"
"22.03.2025 17:45 - 22.03.2025 18:00","0","316"
"22.03.2025 18:00 - 22.03.2025 18:15","0","383"
"22.03.2025 18:15 - 22.03.2025 18:30","0","434"
"22.03.2025 18:30 - 22.03.2025 18:45","0","448"
"22.03.2025 18:45 - 22.03.2025 19:00","0","424"
"22.03.2025 19:00 - 22.03.2025 19:15","0","524"
"22.03.2025 19:15 - 22.03.2025 19:30","0","455"
"22.03.2025 19:30 - 22.03.2025 19:45","0","451"
"22.03.2025 19:45 - 22.03.2025 20:00","0","422"
"22.03.2025 20:00 - 22.03.2025 20:15","0","594"
"22.03.2025 20:15 - 22.03.2025 20:30","0","594"
"22.03.2025 20:30 - 22.03.2025 20:45","0","582"
"22.03.2025 20:45 - 22.03.2025 21:00","0","590"
"22.03.2025 21:00 - 22.03.2025 21:15","0","666"
"22.03.2025 21:15 - 22.03.2025 21:30","0","679"
"22.03.2025 21:30 - 22.03.2025 21:45","0","672"
"22.03.2025 21:45 - 22.03.2025 22:00","0","768"
"22.03.2025 22:00 - 22.03.2025 22:15","0","761"
"22.03.2025 22:15 - 22.03.2025 22:30","0","766"
"22.03.2025 22:30 - 22.03.2025 22:45","0","718"
"22.03.2025 22:45 - 22.03.2025 23:00","0","777"
"22.03.2025 23:00 - 22.03.2025 23:15","0","830"
"22.03.2025 23:15 - 22.03.2025 23:30","0","799"
"22.03.2025 23:30 - 22.03.2025 23:45","0","766"
"22.03.2025 23:45 - 23.03.2025 00:00","0","792"
