"Time (CET/CEST)","BZN|NO5 > BZN|NO1 [MW]","BZN|NO1 > BZN|NO5 [MW]"
"10.03.2025 00:00 - 10.03.2025 00:15","2108","0"
"10.03.2025 00:15 - 10.03.2025 00:30","2092","0"
"10.03.2025 00:30 - 10.03.2025 00:45","2071","0"
"10.03.2025 00:45 - 10.03.2025 01:00","2013","0"
"10.03.2025 01:00 - 10.03.2025 01:15","2009","0"
"10.03.2025 01:15 - 10.03.2025 01:30","1969","0"
"10.03.2025 01:30 - 10.03.2025 01:45","1982","0"
"10.03.2025 01:45 - 10.03.2025 02:00","1914","0"
"10.03.2025 02:00 - 10.03.2025 02:15","1848","0"
"10.03.2025 02:15 - 10.03.2025 02:30","1841","0"
"10.03.2025 02:30 - 10.03.2025 02:45","1800","0"
"10.03.2025 02:45 - 10.03.2025 03:00","1800","0"
"10.03.2025 03:00 - 10.03.2025 03:15","1798","0"
"10.03.2025 03:15 - 10.03.2025 03:30","1824","0"
"10.03.2025 03:30 - 10.03.2025 03:45","1809","0"
"10.03.2025 03:45 - 10.03.2025 04:00","1809","0"
"10.03.2025 04:00 - 10.03.2025 04:15","1724","0"
"10.03.2025 04:15 - 10.03.2025 04:30","1744","0"
"10.03.2025 04:30 - 10.03.2025 04:45","1749","0"
"10.03.2025 04:45 - 10.03.2025 05:00","1745","0"
"10.03.2025 05:00 - 10.03.2025 05:15","1782","0"
"10.03.2025 05:15 - 10.03.2025 05:30","1858","0"
"10.03.2025 05:30 - 10.03.2025 05:45","1922","0"
"10.03.2025 05:45 - 10.03.2025 06:00","2022","0"
"10.03.2025 06:00 - 10.03.2025 06:15","2425","0"
"10.03.2025 06:15 - 10.03.2025 06:30","2578","0"
"10.03.2025 06:30 - 10.03.2025 06:45","2671","0"
"10.03.2025 06:45 - 10.03.2025 07:00","2804","0"
"10.03.2025 07:00 - 10.03.2025 07:15","2821","0"
"10.03.2025 07:15 - 10.03.2025 07:30","2807","0"
"10.03.2025 07:30 - 10.03.2025 07:45","2842","0"
"10.03.2025 07:45 - 10.03.2025 08:00","2874","0"
"10.03.2025 08:00 - 10.03.2025 08:15","2558","0"
"10.03.2025 08:15 - 10.03.2025 08:30","2516","0"
"10.03.2025 08:30 - 10.03.2025 08:45","2506","0"
"10.03.2025 08:45 - 10.03.2025 09:00","2457","0"
"10.03.2025 09:00 - 10.03.2025 09:15","2437","0"
"10.03.2025 09:15 - 10.03.2025 09:30","2423","0"
"10.03.2025 09:30 - 10.03.2025 09:45","2421","0"
"10.03.2025 09:45 - 10.03.2025 10:00","2455","0"
"10.03.2025 10:00 - 10.03.2025 10:15","2672","0"
"10.03.2025 10:15 - 10.03.2025 10:30","2696","0"
"10.03.2025 10:30 - 10.03.2025 10:45","2619","0"
"10.03.2025 10:45 - 10.03.2025 11:00","2559","0"
"10.03.2025 11:00 - 10.03.2025 11:15","2500","0"
"10.03.2025 11:15 - 10.03.2025 11:30","2552","0"
"10.03.2025 11:30 - 10.03.2025 11:45","2553","0"
"10.03.2025 11:45 - 10.03.2025 12:00","2568","0"
"10.03.2025 12:00 - 10.03.2025 12:15","2573","0"
"10.03.2025 12:15 - 10.03.2025 12:30","2538","0"
"10.03.2025 12:30 - 10.03.2025 12:45","2478","0"
"10.03.2025 12:45 - 10.03.2025 13:00","2436","0"
"10.03.2025 13:00 - 10.03.2025 13:15","2440","0"
"10.03.2025 13:15 - 10.03.2025 13:30","2455","0"
"10.03.2025 13:30 - 10.03.2025 13:45","2485","0"
"10.03.2025 13:45 - 10.03.2025 14:00","2424","0"
"10.03.2025 14:00 - 10.03.2025 14:15","2552","0"
