"Time (CET/CEST)","BZN|NO2 > BZN|NO1 [MW]","BZN|NO1 > BZN|NO2 [MW]"
"10.03.2025 00:00 - 10.03.2025 00:15","0","73"
"10.03.2025 00:15 - 10.03.2025 00:30","0","25"
"10.03.2025 00:30 - 10.03.2025 00:45","0","72"
"10.03.2025 00:45 - 10.03.2025 01:00","0","63"
"10.03.2025 01:00 - 10.03.2025 01:15","0","83"
"10.03.2025 01:15 - 10.03.2025 01:30","0","94"
"10.03.2025 01:30 - 10.03.2025 01:45","0","95"
"10.03.2025 01:45 - 10.03.2025 02:00","0","111"
"10.03.2025 02:00 - 10.03.2025 02:15","0","203"
"10.03.2025 02:15 - 10.03.2025 02:30","0","206"
"10.03.2025 02:30 - 10.03.2025 02:45","0","218"
"10.03.2025 02:45 - 10.03.2025 03:00","0","198"
"10.03.2025 03:00 - 10.03.2025 03:15","0","66"
"10.03.2025 03:15 - 10.03.2025 03:30","0","78"
"10.03.2025 03:30 - 10.03.2025 03:45","0","70"
"10.03.2025 03:45 - 10.03.2025 04:00","0","50"
"10.03.2025 04:00 - 10.03.2025 04:15","175","0"
"10.03.2025 04:15 - 10.03.2025 04:30","169","0"
"10.03.2025 04:30 - 10.03.2025 04:45","96","0"
"10.03.2025 04:45 - 10.03.2025 05:00","84","0"
"10.03.2025 05:00 - 10.03.2025 05:15","409","0"
"10.03.2025 05:15 - 10.03.2025 05:30","419","0"
"10.03.2025 05:30 - 10.03.2025 05:45","393","0"
"10.03.2025 05:45 - 10.03.2025 06:00","432","0"
"10.03.2025 06:00 - 10.03.2025 06:15","703","0"
"10.03.2025 06:15 - 10.03.2025 06:30","640","0"
"10.03.2025 06:30 - 10.03.2025 06:45","649","0"
"10.03.2025 06:45 - 10.03.2025 07:00","690","0"
"10.03.2025 07:00 - 10.03.2025 07:15","944","0"
"10.03.2025 07:15 - 10.03.2025 07:30","947","0"
"10.03.2025 07:30 - 10.03.2025 07:45","938","0"
"10.03.2025 07:45 - 10.03.2025 08:00","950","0"
"10.03.2025 08:00 - 10.03.2025 08:15","809","0"
"10.03.2025 08:15 - 10.03.2025 08:30","735","0"
"10.03.2025 08:30 - 10.03.2025 08:45","730","0"
"10.03.2025 08:45 - 10.03.2025 09:00","686","0"
"10.03.2025 09:00 - 10.03.2025 09:15","636","0"
"10.03.2025 09:15 - 10.03.2025 09:30","652","0"
"10.03.2025 09:30 - 10.03.2025 09:45","659","0"
"10.03.2025 09:45 - 10.03.2025 10:00","647","0"
"10.03.2025 10:00 - 10.03.2025 10:15","580","0"
"10.03.2025 10:15 - 10.03.2025 10:30","564","0"
"10.03.2025 10:30 - 10.03.2025 10:45","534","0"
"10.03.2025 10:45 - 10.03.2025 11:00","483","0"
"10.03.2025 11:00 - 10.03.2025 11:15","532","0"
"10.03.2025 11:15 - 10.03.2025 11:30","598","0"
"10.03.2025 11:30 - 10.03.2025 11:45","612","0"
"10.03.2025 11:45 - 10.03.2025 12:00","583","0"
"10.03.2025 12:00 - 10.03.2025 12:15","561","0"
"10.03.2025 12:15 - 10.03.2025 12:30","540","0"
"10.03.2025 12:30 - 10.03.2025 12:45","579","0"
"10.03.2025 12:45 - 10.03.2025 13:00","569","0"
"10.03.2025 13:00 - 10.03.2025 13:15","480","0"
"10.03.2025 13:15 - 10.03.2025 13:30","451","0"
"10.03.2025 13:30 - 10.03.2025 13:45","477","0"
"10.03.2025 13:45 - 10.03.2025 14:00","422","0"
"10.03.2025 14:00 - 10.03.2025 14:15","161","0"
"10.03.2025 14:15 - 10.03.2025 14:30","107","0"
"10.03.2025 14:30 - 10.03.2025 14:45","130","0"
"10.03.2025 14:45 - 10.03.2025 15:00","176","0"
"10.03.2025 15:00 - 10.03.2025 15:15","466","0"
"10.03.2025 15:15 - 10.03.2025 15:30","401","0"
"10.03.2025 15:30 - 10.03.2025 15:45","328","0"
"10.03.2025 15:45 - 10.03.2025 16:00","352","0"
"10.03.2025 16:00 - 10.03.2025 16:15","685","0"
"10.03.2025 16:15 - 10.03.2025 16:30","691","0"
"10.03.2025 16:30 - 10.03.2025 16:45","698","0"
"10.03.2025 16:45 - 10.03.2025 17:00","637","0"
"10.03.2025 17:00 - 10.03.2025 17:15","699","0"
"10.03.2025 17:15 - 10.03.2025 17:30","648","0"
"10.03.2025 17:30 - 10.03.2025 17:45","646","0"
"10.03.2025 17:45 - 10.03.2025 18:00","663","0"
"10.03.2025 18:00 - 10.03.2025 18:15","598","0"
"10.03.2025 18:15 - 10.03.2025 18:30","586","0"
"10.03.2025 18:30 - 10.03.2025 18:45","581","0"
"10.03.2025 18:45 - 10.03.2025 19:00","600","0"
"10.03.2025 19:00 - 10.03.2025 19:15","622","0"
"10.03.2025 19:15 - 10.03.2025 19:30","733","0"
"10.03.2025 19:30 - 10.03.2025 19:45","781","0"
"10.03.2025 19:45 - 10.03.2025 20:00","800","0"
"10.03.2025 20:00 - 10.03.2025 20:15","532","0"
"10.03.2025 20:15 - 10.03.2025 20:30","511","0"
"10.03.2025 20:30 - 10.03.2025 20:45","602","0"
"10.03.2025 20:45 - 10.03.2025 21:00","648","0"
"10.03.2025 21:00 - 10.03.2025 21:15","343","0"
"10.03.2025 21:15 - 10.03.2025 21:30","324","0"
"10.03.2025 21:30 - 10.03.2025 21:45","245","0"
"10.03.2025 21:45 - 10.03.2025 22:00","167","0"
"10.03.2025 22:00 - 10.03.2025 22:15","0","29"
"10.03.2025 22:15 - 10.03.2025 22:30","0","46"
"10.03.2025 22:30 - 10.03.2025 22:45","0","58"
"10.03.2025 22:45 - 10.03.2025 23:00","0","74"
"10.03.2025 23:00 - 10.03.2025 23:15","0","28"
"10.03.2025 23:15 - 10.03.2025 23:30","32","0"
"10.03.2025 23:30 - 10.03.2025 23:45","0","80"
"10.03.2025 23:45 - 11.03.2025 00:00","0","112"
