"Time (CET/CEST)","BZN|NO2 > BZN|NO1 [MW]","BZN|NO1 > BZN|NO2 [MW]"
"12.03.2025 00:00 - 12.03.2025 00:15","494","0"
"12.03.2025 00:15 - 12.03.2025 00:30","521","0"
"12.03.2025 00:30 - 12.03.2025 00:45","511","0"
"12.03.2025 00:45 - 12.03.2025 01:00","473","0"
"12.03.2025 01:00 - 12.03.2025 01:15","509","0"
"12.03.2025 01:15 - 12.03.2025 01:30","473","0"
"12.03.2025 01:30 - 12.03.2025 01:45","471","0"
"12.03.2025 01:45 - 12.03.2025 02:00","479","0"
"12.03.2025 02:00 - 12.03.2025 02:15","456","0"
"12.03.2025 02:15 - 12.03.2025 02:30","472","0"
"12.03.2025 02:30 - 12.03.2025 02:45","473","0"
"12.03.2025 02:45 - 12.03.2025 03:00","448","0"
"12.03.2025 03:00 - 12.03.2025 03:15","360","0"
"12.03.2025 03:15 - 12.03.2025 03:30","433","0"
"12.03.2025 03:30 - 12.03.2025 03:45","452","0"
"12.03.2025 03:45 - 12.03.2025 04:00","419","0"
"12.03.2025 04:00 - 12.03.2025 04:15","508","0"
"12.03.2025 04:15 - 12.03.2025 04:30","490","0"
"12.03.2025 04:30 - 12.03.2025 04:45","537","0"
"12.03.2025 04:45 - 12.03.2025 05:00","536","0"
"12.03.2025 05:00 - 12.03.2025 05:15","688","0"
"12.03.2025 05:15 - 12.03.2025 05:30","698","0"
"12.03.2025 05:30 - 12.03.2025 05:45","676","0"
"12.03.2025 05:45 - 12.03.2025 06:00","702","0"
"12.03.2025 06:00 - 12.03.2025 06:15","747","0"
"12.03.2025 06:15 - 12.03.2025 06:30","742","0"
"12.03.2025 06:30 - 12.03.2025 06:45","700","0"
"12.03.2025 06:45 - 12.03.2025 07:00","731","0"
"12.03.2025 07:00 - 12.03.2025 07:15","799","0"
"12.03.2025 07:15 - 12.03.2025 07:30","911","0"
"12.03.2025 07:30 - 12.03.2025 07:45","851","0"
"12.03.2025 07:45 - 12.03.2025 08:00","876","0"
"12.03.2025 08:00 - 12.03.2025 08:15","891","0"
"12.03.2025 08:15 - 12.03.2025 08:30","815","0"
"12.03.2025 08:30 - 12.03.2025 08:45","789","0"
"12.03.2025 08:45 - 12.03.2025 09:00","783","0"
"12.03.2025 09:00 - 12.03.2025 09:15","523","0"
"12.03.2025 09:15 - 12.03.2025 09:30","460","0"
"12.03.2025 09:30 - 12.03.2025 09:45","477","0"
"12.03.2025 09:45 - 12.03.2025 10:00","500","0"
"12.03.2025 10:00 - 12.03.2025 10:15","556","0"
"12.03.2025 10:15 - 12.03.2025 10:30","535","0"
"12.03.2025 10:30 - 12.03.2025 10:45","506","0"
"12.03.2025 10:45 - 12.03.2025 11:00","650","0"
"12.03.2025 11:00 - 12.03.2025 11:15","1023","0"
"12.03.2025 11:15 - 12.03.2025 11:30","853","0"
"12.03.2025 11:30 - 12.03.2025 11:45","781","0"
"12.03.2025 11:45 - 12.03.2025 12:00","812","0"
"12.03.2025 12:00 - 12.03.2025 12:15","905","0"
"12.03.2025 12:15 - 12.03.2025 12:30","884","0"
"12.03.2025 12:30 - 12.03.2025 12:45","814","0"
"12.03.2025 12:45 - 12.03.2025 13:00","783","0"
"12.03.2025 13:00 - 12.03.2025 13:15","773","0"
"12.03.2025 13:15 - 12.03.2025 13:30","787","0"
"12.03.2025 13:30 - 12.03.2025 13:45","795","0"
"12.03.2025 13:45 - 12.03.2025 14:00","788","0"
"12.03.2025 14:00 - 12.03.2025 14:15","718","0"
"12.03.2025 14:15 - 12.03.2025 14:30","647","0"
"12.03.2025 14:30 - 12.03.2025 14:45","651","0"
"12.03.2025 14:45 - 12.03.2025 15:00","713","0"
"12.03.2025 15:00 - 12.03.2025 15:15","719","0"
"12.03.2025 15:15 - 12.03.2025 15:30","603","0"
"12.03.2025 15:30 - 12.03.2025 15:45","640","0"
"12.03.2025 15:45 - 12.03.2025 16:00","612","0"
"12.03.2025 16:00 - 12.03.2025 16:15","600","0"
"12.03.2025 16:15 - 12.03.2025 16:30","654","0"
"12.03.2025 16:30 - 12.03.2025 16:45","693","0"
"12.03.2025 16:45 - 12.03.2025 17:00","789","0"
"12.03.2025 17:00 - 12.03.2025 17:15","848","0"
"12.03.2025 17:15 - 12.03.2025 17:30","938","0"
"12.03.2025 17:30 - 12.03.2025 17:45","1001","0"
"12.03.2025 17:45 - 12.03.2025 18:00","954","0"
"12.03.2025 18:00 - 12.03.2025 18:15","818","0"
"12.03.2025 18:15 - 12.03.2025 18:30","893","0"
"12.03.2025 18:30 - 12.03.2025 18:45","898","0"
"12.03.2025 18:45 - 12.03.2025 19:00","872","0"
"12.03.2025 19:00 - 12.03.2025 19:15","838","0"
"12.03.2025 19:15 - 12.03.2025 19:30","828","0"
"12.03.2025 19:30 - 12.03.2025 19:45","803","0"
"12.03.2025 19:45 - 12.03.2025 20:00","772","0"
"12.03.2025 20:00 - 12.03.2025 20:15","912","0"
"12.03.2025 20:15 - 12.03.2025 20:30","913","0"
"12.03.2025 20:30 - 12.03.2025 20:45","862","0"
"12.03.2025 20:45 - 12.03.2025 21:00","859","0"
"12.03.2025 21:00 - 12.03.2025 21:15","842","0"
"12.03.2025 21:15 - 12.03.2025 21:30","835","0"
"12.03.2025 21:30 - 12.03.2025 21:45","815","0"
"12.03.2025 21:45 - 12.03.2025 22:00","806","0"
"12.03.2025 22:00 - 12.03.2025 22:15","763","0"
"12.03.2025 22:15 - 12.03.2025 22:30","787","0"
"12.03.2025 22:30 - 12.03.2025 22:45","773","0"
"12.03.2025 22:45 - 12.03.2025 23:00","750","0"
"12.03.2025 23:00 - 12.03.2025 23:15","796","0"
"12.03.2025 23:15 - 12.03.2025 23:30","796","0"
"12.03.2025 23:30 - 12.03.2025 23:45","806","0"
