"Time (CET/CEST)","BZN|NO3 > BZN|NO1 [MW]","BZN|NO1 > BZN|NO3 [MW]"
"26.03.2025 00:00 - 26.03.2025 00:15","270","0"
"26.03.2025 00:15 - 26.03.2025 00:30","318","0"
"26.03.2025 00:30 - 26.03.2025 00:45","296","0"
"26.03.2025 00:45 - 26.03.2025 01:00","274","0"
"26.03.2025 01:00 - 26.03.2025 01:15","310","0"
"26.03.2025 01:15 - 26.03.2025 01:30","312","0"
"26.03.2025 01:30 - 26.03.2025 01:45","317","0"
"26.03.2025 01:45 - 26.03.2025 02:00","336","0"
"26.03.2025 02:00 - 26.03.2025 02:15","335","0"
"26.03.2025 02:15 - 26.03.2025 02:30","345","0"
"26.03.2025 02:30 - 26.03.2025 02:45","363","0"
"26.03.2025 02:45 - 26.03.2025 03:00","352","0"
"26.03.2025 03:00 - 26.03.2025 03:15","341","0"
"26.03.2025 03:15 - 26.03.2025 03:30","349","0"
"26.03.2025 03:30 - 26.03.2025 03:45","349","0"
"26.03.2025 03:45 - 26.03.2025 04:00","350","0"
"26.03.2025 04:00 - 26.03.2025 04:15","348","0"
"26.03.2025 04:15 - 26.03.2025 04:30","344","0"
"26.03.2025 04:30 - 26.03.2025 04:45","351","0"
"26.03.2025 04:45 - 26.03.2025 05:00","358","0"
"26.03.2025 05:00 - 26.03.2025 05:15","293","0"
"26.03.2025 05:15 - 26.03.2025 05:30","301","0"
"26.03.2025 05:30 - 26.03.2025 05:45","327","0"
"26.03.2025 05:45 - 26.03.2025 06:00","313","0"
"26.03.2025 06:00 - 26.03.2025 06:15","122","0"
"26.03.2025 06:15 - 26.03.2025 06:30","121","0"
"26.03.2025 06:30 - 26.03.2025 06:45","129","0"
"26.03.2025 06:45 - 26.03.2025 07:00","181","0"
"26.03.2025 07:00 - 26.03.2025 07:15","120","0"
"26.03.2025 07:15 - 26.03.2025 07:30","118","0"
"26.03.2025 07:30 - 26.03.2025 07:45","135","0"
"26.03.2025 07:45 - 26.03.2025 08:00","145","0"
"26.03.2025 08:00 - 26.03.2025 08:15","187","0"
"26.03.2025 08:15 - 26.03.2025 08:30","208","0"
"26.03.2025 08:30 - 26.03.2025 08:45","200","0"
"26.03.2025 08:45 - 26.03.2025 09:00","188","0"
"26.03.2025 09:00 - 26.03.2025 09:15","255","0"
"26.03.2025 09:15 - 26.03.2025 09:30","253","0"
"26.03.2025 09:30 - 26.03.2025 09:45","259","0"
"26.03.2025 09:45 - 26.03.2025 10:00","255","0"
"26.03.2025 10:00 - 26.03.2025 10:15","298","0"
"26.03.2025 10:15 - 26.03.2025 10:30","286","0"
"26.03.2025 10:30 - 26.03.2025 10:45","283","0"
"26.03.2025 10:45 - 26.03.2025 11:00","277","0"
"26.03.2025 11:00 - 26.03.2025 11:15","322","0"
"26.03.2025 11:15 - 26.03.2025 11:30","318","0"
"26.03.2025 11:30 - 26.03.2025 11:45","308","0"
"26.03.2025 11:45 - 26.03.2025 12:00","301","0"
"26.03.2025 12:00 - 26.03.2025 12:15","287","0"
"26.03.2025 12:15 - 26.03.2025 12:30","266","0"
"26.03.2025 12:30 - 26.03.2025 12:45","283","0"
"26.03.2025 12:45 - 26.03.2025 13:00","295","0"
"26.03.2025 13:00 - 26.03.2025 13:15","306","0"
"26.03.2025 13:15 - 26.03.2025 13:30","314","0"
"26.03.2025 13:30 - 26.03.2025 13:45","334","0"
"26.03.2025 13:45 - 26.03.2025 14:00","331","0"
"26.03.2025 14:00 - 26.03.2025 14:15","296","0"
"26.03.2025 14:15 - 26.03.2025 14:30","294","0"
"26.03.2025 14:30 - 26.03.2025 14:45","292","0"
"26.03.2025 14:45 - 26.03.2025 15:00","303","0"
"26.03.2025 15:00 - 26.03.2025 15:15","289","0"
"26.03.2025 15:15 - 26.03.2025 15:30","268","0"
"26.03.2025 15:30 - 26.03.2025 15:45","263","0"
"26.03.2025 15:45 - 26.03.2025 16:00","261","0"
"26.03.2025 16:00 - 26.03.2025 16:15","226","0"
"26.03.2025 16:15 - 26.03.2025 16:30","254","0"
"26.03.2025 16:30 - 26.03.2025 16:45","255","0"
"26.03.2025 16:45 - 26.03.2025 17:00","257","0"
"26.03.2025 17:00 - 26.03.2025 17:15","49","0"
"26.03.2025 17:15 - 26.03.2025 17:30","25","0"
"26.03.2025 17:30 - 26.03.2025 17:45","34","0"
"26.03.2025 17:45 - 26.03.2025 18:00","37","0"
"26.03.2025 18:00 - 26.03.2025 18:15","0","51"
"26.03.2025 18:15 - 26.03.2025 18:30","0","33"
"26.03.2025 18:30 - 26.03.2025 18:45","0","30"
"26.03.2025 18:45 - 26.03.2025 19:00","0","44"
"26.03.2025 19:00 - 26.03.2025 19:15","0","70"
"26.03.2025 19:15 - 26.03.2025 19:30","0","67"
"26.03.2025 19:30 - 26.03.2025 19:45","0","54"
"26.03.2025 19:45 - 26.03.2025 20:00","0","64"
"26.03.2025 20:00 - 26.03.2025 20:15","0","63"
"26.03.2025 20:15 - 26.03.2025 20:30","0","50"
"26.03.2025 20:30 - 26.03.2025 20:45","0","44"
"26.03.2025 20:45 - 26.03.2025 21:00","0","56"
"26.03.2025 21:00 - 26.03.2025 21:15","57","0"
"26.03.2025 21:15 - 26.03.2025 21:30","59","0"
"26.03.2025 21:30 - 26.03.2025 21:45","51","0"
"26.03.2025 21:45 - 26.03.2025 22:00","52","0"
"26.03.2025 22:00 - 26.03.2025 22:15","241","0"
"26.03.2025 22:15 - 26.03.2025 22:30","255","0"
"26.03.2025 22:30 - 26.03.2025 22:45","218","0"
"26.03.2025 22:45 - 26.03.2025 23:00","217","0"
"26.03.2025 23:00 - 26.03.2025 23:15","271","0"
"26.03.2025 23:15 - 26.03.2025 23:30","262","0"
"26.03.2025 23:30 - 26.03.2025 23:45","262","0"
"26.03.2025 23:45 - 27.03.2025 00:00","233","0"
