"Time (CET/CEST)","BZN|NO5 > BZN|NO1 [MW]","BZN|NO1 > BZN|NO5 [MW]"
"25.03.2025 00:00 - 25.03.2025 00:15","1881","0"
"25.03.2025 00:15 - 25.03.2025 00:30","1804","0"
"25.03.2025 00:30 - 25.03.2025 00:45","1867","0"
"25.03.2025 00:45 - 25.03.2025 01:00","1838","0"
"25.03.2025 01:00 - 25.03.2025 01:15","1752","0"
"25.03.2025 01:15 - 25.03.2025 01:30","1713","0"
"25.03.2025 01:30 - 25.03.2025 01:45","1621","0"
"25.03.2025 01:45 - 25.03.2025 02:00","1675","0"
"25.03.2025 02:00 - 25.03.2025 02:15","1689","0"
"25.03.2025 02:15 - 25.03.2025 02:30","1658","0"
"25.03.2025 02:30 - 25.03.2025 02:45","1584","0"
"25.03.2025 02:45 - 25.03.2025 03:00","1659","0"
"25.03.2025 03:00 - 25.03.2025 03:15","1694","0"
"25.03.2025 03:15 - 25.03.2025 03:30","1664","0"
"25.03.2025 03:30 - 25.03.2025 03:45","1705","0"
"25.03.2025 03:45 - 25.03.2025 04:00","1695","0"
"25.03.2025 04:00 - 25.03.2025 04:15","1784","0"
"25.03.2025 04:15 - 25.03.2025 04:30","1835","0"
"25.03.2025 04:30 - 25.03.2025 04:45","1821","0"
"25.03.2025 04:45 - 25.03.2025 05:00","1912","0"
"25.03.2025 05:00 - 25.03.2025 05:15","1955","0"
"25.03.2025 05:15 - 25.03.2025 05:30","1948","0"
"25.03.2025 05:30 - 25.03.2025 05:45","2086","0"
"25.03.2025 05:45 - 25.03.2025 06:00","2142","0"
"25.03.2025 06:00 - 25.03.2025 06:15","2296","0"
"25.03.2025 06:15 - 25.03.2025 06:30","2318","0"
"25.03.2025 06:30 - 25.03.2025 06:45","2402","0"
"25.03.2025 06:45 - 25.03.2025 07:00","2525","0"
"25.03.2025 07:00 - 25.03.2025 07:15","2519","0"
"25.03.2025 07:15 - 25.03.2025 07:30","2553","0"
"25.03.2025 07:30 - 25.03.2025 07:45","2658","0"
"25.03.2025 07:45 - 25.03.2025 08:00","2686","0"
"25.03.2025 08:00 - 25.03.2025 08:15","2661","0"
"25.03.2025 08:15 - 25.03.2025 08:30","2676","0"
"25.03.2025 08:30 - 25.03.2025 08:45","2673","0"
"25.03.2025 08:45 - 25.03.2025 09:00","2712","0"
"25.03.2025 09:00 - 25.03.2025 09:15","2672","0"
"25.03.2025 09:15 - 25.03.2025 09:30","2706","0"
"25.03.2025 09:30 - 25.03.2025 09:45","2701","0"
"25.03.2025 09:45 - 25.03.2025 10:00","2683","0"
"25.03.2025 10:00 - 25.03.2025 10:15","2663","0"
"25.03.2025 10:15 - 25.03.2025 10:30","2669","0"
"25.03.2025 10:30 - 25.03.2025 10:45","2575","0"
"25.03.2025 10:45 - 25.03.2025 11:00","2588","0"
"25.03.2025 11:00 - 25.03.2025 11:15","2509","0"
"25.03.2025 11:15 - 25.03.2025 11:30","2501","0"
"25.03.2025 11:30 - 25.03.2025 11:45","2497","0"
"25.03.2025 11:45 - 25.03.2025 12:00","2411","0"
"25.03.2025 12:00 - 25.03.2025 12:15","2408","0"
"25.03.2025 12:15 - 25.03.2025 12:30","2317","0"
"25.03.2025 12:30 - 25.03.2025 12:45","2141","0"
"25.03.2025 12:45 - 25.03.2025 13:00","2082","0"
"25.03.2025 13:00 - 25.03.2025 13:15","2091","0"
"25.03.2025 13:15 - 25.03.2025 13:30","2087","0"
"25.03.2025 13:30 - 25.03.2025 13:45","2086","0"
"25.03.2025 13:45 - 25.03.2025 14:00","2081","0"
"25.03.2025 14:00 - 25.03.2025 14:15","1994","0"
"25.03.2025 14:15 - 25.03.2025 14:30","2233","0"
"25.03.2025 14:30 - 25.03.2025 14:45","2317","0"
"25.03.2025 14:45 - 25.03.2025 15:00","2276","0"
"25.03.2025 15:00 - 25.03.2025 15:15","2286","0"
"25.03.2025 15:15 - 25.03.2025 15:30","2288","0"
"25.03.2025 15:30 - 25.03.2025 15:45","2280","0"
"25.03.2025 15:45 - 25.03.2025 16:00","2255","0"
"25.03.2025 16:00 - 25.03.2025 16:15","2267","0"
"25.03.2025 16:15 - 25.03.2025 16:30","2287","0"
"25.03.2025 16:30 - 25.03.2025 16:45","2296","0"
"25.03.2025 16:45 - 25.03.2025 17:00","2288","0"
"25.03.2025 17:00 - 25.03.2025 17:15","2171","0"
"25.03.2025 17:15 - 25.03.2025 17:30","2194","0"
"25.03.2025 17:30 - 25.03.2025 17:45","2260","0"
"25.03.2025 17:45 - 25.03.2025 18:00","2324","0"
"25.03.2025 18:00 - 25.03.2025 18:15","2340","0"
"25.03.2025 18:15 - 25.03.2025 18:30","2344","0"
"25.03.2025 18:30 - 25.03.2025 18:45","2409","0"
"25.03.2025 18:45 - 25.03.2025 19:00","2384","0"
"25.03.2025 19:00 - 25.03.2025 19:15","2138","0"
"25.03.2025 19:15 - 25.03.2025 19:30","2044","0"
"25.03.2025 19:30 - 25.03.2025 19:45","2013","0"
"25.03.2025 19:45 - 25.03.2025 20:00","1936","0"
"25.03.2025 20:00 - 25.03.2025 20:15","1995","0"
"25.03.2025 20:15 - 25.03.2025 20:30","1993","0"
"25.03.2025 20:30 - 25.03.2025 20:45","1978","0"
"25.03.2025 20:45 - 25.03.2025 21:00","1864","0"
"25.03.2025 21:00 - 25.03.2025 21:15","1992","0"
"25.03.2025 21:15 - 25.03.2025 21:30","2035","0"
"25.03.2025 21:30 - 25.03.2025 21:45","2071","0"
"25.03.2025 21:45 - 25.03.2025 22:00","2087","0"
"25.03.2025 22:00 - 25.03.2025 22:15","2294","0"
"25.03.2025 22:15 - 25.03.2025 22:30","2279","0"
"25.03.2025 22:30 - 25.03.2025 22:45","2204","0"
"25.03.2025 22:45 - 25.03.2025 23:00","2183","0"
"25.03.2025 23:00 - 25.03.2025 23:15","2330","0"
"25.03.2025 23:15 - 25.03.2025 23:30","2327","0"
"25.03.2025 23:30 - 25.03.2025 23:45","2264","0"
"25.03.2025 23:45 - 26.03.2025 00:00","2239","0"
