"Time (CET/CEST)","BZN|NO3 > BZN|NO1 [MW]","BZN|NO1 > BZN|NO3 [MW]"
"24.03.2025 13:00 - 24.03.2025 13:15","204","0"
"24.03.2025 13:15 - 24.03.2025 13:30","169","0"
"24.03.2025 13:30 - 24.03.2025 13:45","171","0"
"24.03.2025 13:45 - 24.03.2025 14:00","179","0"
"24.03.2025 14:00 - 24.03.2025 14:15","164","0"
"24.03.2025 14:15 - 24.03.2025 14:30","169","0"
"24.03.2025 14:30 - 24.03.2025 14:45","162","0"
"24.03.2025 14:45 - 24.03.2025 15:00","137","0"
"24.03.2025 15:00 - 24.03.2025 15:15","144","0"
"24.03.2025 15:15 - 24.03.2025 15:30","156","0"
"24.03.2025 15:30 - 24.03.2025 15:45","162","0"
"24.03.2025 15:45 - 24.03.2025 16:00","167","0"
"24.03.2025 16:00 - 24.03.2025 16:15","55","0"
"24.03.2025 16:15 - 24.03.2025 16:30","52","0"
"24.03.2025 16:30 - 24.03.2025 16:45","67","0"
"24.03.2025 16:45 - 24.03.2025 17:00","80","0"
"24.03.2025 17:00 - 24.03.2025 17:15","34","0"
"24.03.2025 17:15 - 24.03.2025 17:30","27","0"
"24.03.2025 17:30 - 24.03.2025 17:45","36","0"
"24.03.2025 17:45 - 24.03.2025 18:00","48","0"
"24.03.2025 18:00 - 24.03.2025 18:15","27","0"
"24.03.2025 18:15 - 24.03.2025 18:30","2","0"
"24.03.2025 18:30 - 24.03.2025 18:45","0","27"
"24.03.2025 18:45 - 24.03.2025 19:00","0","38"
"24.03.2025 19:00 - 24.03.2025 19:15","0","26"
"24.03.2025 19:15 - 24.03.2025 19:30","0","11"
"24.03.2025 19:30 - 24.03.2025 19:45","0","13"
"24.03.2025 19:45 - 24.03.2025 20:00","0","7"
"24.03.2025 20:00 - 24.03.2025 20:15","39","0"
"24.03.2025 20:15 - 24.03.2025 20:30","38","0"
"24.03.2025 20:30 - 24.03.2025 20:45","0","3"
"24.03.2025 20:45 - 24.03.2025 21:00","0","24"
"24.03.2025 21:00 - 24.03.2025 21:15","147","0"
"24.03.2025 21:15 - 24.03.2025 21:30","152","0"
"24.03.2025 21:30 - 24.03.2025 21:45","144","0"
"24.03.2025 21:45 - 24.03.2025 22:00","159","0"
"24.03.2025 22:00 - 24.03.2025 22:15","190","0"
"24.03.2025 22:15 - 24.03.2025 22:30","179","0"
"24.03.2025 22:30 - 24.03.2025 22:45","186","0"
"24.03.2025 22:45 - 24.03.2025 23:00","187","0"
"24.03.2025 23:00 - 24.03.2025 23:15","213","0"
"24.03.2025 23:15 - 24.03.2025 23:30","198","0"
"24.03.2025 23:30 - 24.03.2025 23:45","194","0"
"24.03.2025 23:45 - 25.03.2025 00:00","199","0"
