"Time (CET/CEST)","BZN|NO5 > BZN|NO1 [MW]","BZN|NO1 > BZN|NO5 [MW]"
"03.03.2025 00:00 - 03.03.2025 00:15","1431","0"
"03.03.2025 00:15 - 03.03.2025 00:30","1410","0"
"03.03.2025 00:30 - 03.03.2025 00:45","1388","0"
"03.03.2025 00:45 - 03.03.2025 01:00","1375","0"
"03.03.2025 01:00 - 03.03.2025 01:15","1403","0"
"03.03.2025 01:15 - 03.03.2025 01:30","1420","0"
"03.03.2025 01:30 - 03.03.2025 01:45","1350","0"
"03.03.2025 01:45 - 03.03.2025 02:00","1310","0"
"03.03.2025 02:00 - 03.03.2025 02:15","1298","0"
"03.03.2025 02:15 - 03.03.2025 02:30","1279","0"
"03.03.2025 02:30 - 03.03.2025 02:45","1233","0"
"03.03.2025 02:45 - 03.03.2025 03:00","1229","0"
"03.03.2025 03:00 - 03.03.2025 03:15","1330","0"
"03.03.2025 03:15 - 03.03.2025 03:30","1310","0"
"03.03.2025 03:30 - 03.03.2025 03:45","1302","0"
"03.03.2025 03:45 - 03.03.2025 04:00","1310","0"
"03.03.2025 04:00 - 03.03.2025 04:15","1353","0"
"03.03.2025 04:15 - 03.03.2025 04:30","1376","0"
"03.03.2025 04:30 - 03.03.2025 04:45","1389","0"
"03.03.2025 04:45 - 03.03.2025 05:00","1396","0"
"03.03.2025 05:00 - 03.03.2025 05:15","1389","0"
"03.03.2025 05:15 - 03.03.2025 05:30","1403","0"
"03.03.2025 05:30 - 03.03.2025 05:45","1408","0"
"03.03.2025 05:45 - 03.03.2025 06:00","1502","0"
"03.03.2025 06:00 - 03.03.2025 06:15","1809","0"
"03.03.2025 06:15 - 03.03.2025 06:30","1856","0"
"03.03.2025 06:30 - 03.03.2025 06:45","1888","0"
"03.03.2025 06:45 - 03.03.2025 07:00","1963","0"
"03.03.2025 07:00 - 03.03.2025 07:15","1968","0"
"03.03.2025 07:15 - 03.03.2025 07:30","1949","0"
"03.03.2025 07:30 - 03.03.2025 07:45","1918","0"
"03.03.2025 07:45 - 03.03.2025 08:00","1915","0"
"03.03.2025 08:00 - 03.03.2025 08:15","1925","0"
"03.03.2025 08:15 - 03.03.2025 08:30","1966","0"
"03.03.2025 08:30 - 03.03.2025 08:45","1945","0"
"03.03.2025 08:45 - 03.03.2025 09:00","1920","0"
"03.03.2025 09:00 - 03.03.2025 09:15","1848","0"
"03.03.2025 09:15 - 03.03.2025 09:30","1820","0"
"03.03.2025 09:30 - 03.03.2025 09:45","1783","0"
"03.03.2025 09:45 - 03.03.2025 10:00","1760","0"
"03.03.2025 10:00 - 03.03.2025 10:15","1477","0"
"03.03.2025 10:15 - 03.03.2025 10:30","1378","0"
"03.03.2025 10:30 - 03.03.2025 10:45","1364","0"
