"Time (CET/CEST)","BZN|NO2 > BZN|NO1 [MW]","BZN|NO1 > BZN|NO2 [MW]"
"17.03.2025 00:00 - 17.03.2025 00:15","0","605"
"17.03.2025 00:15 - 17.03.2025 00:30","0","581"
"17.03.2025 00:30 - 17.03.2025 00:45","0","578"
"17.03.2025 00:45 - 17.03.2025 01:00","0","633"
"17.03.2025 01:00 - 17.03.2025 01:15","0","516"
"17.03.2025 01:15 - 17.03.2025 01:30","0","468"
"17.03.2025 01:30 - 17.03.2025 01:45","0","488"
"17.03.2025 01:45 - 17.03.2025 02:00","0","514"
"17.03.2025 02:00 - 17.03.2025 02:15","0","424"
"17.03.2025 02:15 - 17.03.2025 02:30","0","432"
"17.03.2025 02:30 - 17.03.2025 02:45","0","509"
"17.03.2025 02:45 - 17.03.2025 03:00","0","552"
"17.03.2025 03:00 - 17.03.2025 03:15","0","477"
"17.03.2025 03:15 - 17.03.2025 03:30","0","511"
"17.03.2025 03:30 - 17.03.2025 03:45","0","524"
"17.03.2025 03:45 - 17.03.2025 04:00","0","523"
"17.03.2025 04:00 - 17.03.2025 04:15","0","394"
"17.03.2025 04:15 - 17.03.2025 04:30","0","373"
"17.03.2025 04:30 - 17.03.2025 04:45","0","323"
"17.03.2025 04:45 - 17.03.2025 05:00","0","271"
"17.03.2025 05:00 - 17.03.2025 05:15","0","146"
"17.03.2025 05:15 - 17.03.2025 05:30","0","122"
"17.03.2025 05:30 - 17.03.2025 05:45","0","42"
"17.03.2025 05:45 - 17.03.2025 06:00","64","0"
"17.03.2025 06:00 - 17.03.2025 06:15","306","0"
"17.03.2025 06:15 - 17.03.2025 06:30","398","0"
"17.03.2025 06:30 - 17.03.2025 06:45","481","0"
"17.03.2025 06:45 - 17.03.2025 07:00","541","0"
"17.03.2025 07:00 - 17.03.2025 07:15","362","0"
"17.03.2025 07:15 - 17.03.2025 07:30","365","0"
"17.03.2025 07:30 - 17.03.2025 07:45","461","0"
"17.03.2025 07:45 - 17.03.2025 08:00","409","0"
"17.03.2025 08:00 - 17.03.2025 08:15","226","0"
"17.03.2025 08:15 - 17.03.2025 08:30","174","0"
"17.03.2025 08:30 - 17.03.2025 08:45","296","0"
"17.03.2025 08:45 - 17.03.2025 09:00","346","0"
"17.03.2025 09:00 - 17.03.2025 09:15","154","0"
"17.03.2025 09:15 - 17.03.2025 09:30","147","0"
"17.03.2025 09:30 - 17.03.2025 09:45","173","0"
"17.03.2025 09:45 - 17.03.2025 10:00","169","0"
"17.03.2025 10:00 - 17.03.2025 10:15","0","101"
"17.03.2025 10:15 - 17.03.2025 10:30","0","88"
"17.03.2025 10:30 - 17.03.2025 10:45","67","0"
"17.03.2025 10:45 - 17.03.2025 11:00","157","0"
"17.03.2025 11:00 - 17.03.2025 11:15","134","0"
"17.03.2025 11:15 - 17.03.2025 11:30","107","0"
"17.03.2025 11:30 - 17.03.2025 11:45","169","0"
"17.03.2025 11:45 - 17.03.2025 12:00","232","0"
"17.03.2025 12:00 - 17.03.2025 12:15","44","0"
"17.03.2025 12:15 - 17.03.2025 12:30","0","56"
"17.03.2025 12:30 - 17.03.2025 12:45","0","52"
"17.03.2025 12:45 - 17.03.2025 13:00","0","162"
"17.03.2025 13:00 - 17.03.2025 13:15","0","254"
"17.03.2025 13:15 - 17.03.2025 13:30","0","302"
"17.03.2025 13:30 - 17.03.2025 13:45","0","238"
"17.03.2025 13:45 - 17.03.2025 14:00","0","219"
"17.03.2025 14:00 - 17.03.2025 14:15","0","224"
"17.03.2025 14:15 - 17.03.2025 14:30","0","227"
"17.03.2025 14:30 - 17.03.2025 14:45","0","228"
"17.03.2025 14:45 - 17.03.2025 15:00","0","266"
"17.03.2025 15:00 - 17.03.2025 15:15","0","204"
"17.03.2025 15:15 - 17.03.2025 15:30","0","247"
"17.03.2025 15:30 - 17.03.2025 15:45","0","263"
"17.03.2025 15:45 - 17.03.2025 16:00","0","311"
"17.03.2025 16:00 - 17.03.2025 16:15","0","182"
"17.03.2025 16:15 - 17.03.2025 16:30","0","135"
"17.03.2025 16:30 - 17.03.2025 16:45","0","165"
"17.03.2025 16:45 - 17.03.2025 17:00","0","23"
"17.03.2025 17:00 - 17.03.2025 17:15","742","0"
"17.03.2025 17:15 - 17.03.2025 17:30","822","0"
"17.03.2025 17:30 - 17.03.2025 17:45","724","0"
"17.03.2025 17:45 - 17.03.2025 18:00","764","0"
"17.03.2025 18:00 - 17.03.2025 18:15","959","0"
"17.03.2025 18:15 - 17.03.2025 18:30","933","0"
"17.03.2025 18:30 - 17.03.2025 18:45","986","0"
"17.03.2025 18:45 - 17.03.2025 19:00","946","0"
"17.03.2025 19:00 - 17.03.2025 19:15","978","0"
"17.03.2025 19:15 - 17.03.2025 19:30","977","0"
"17.03.2025 19:30 - 17.03.2025 19:45","951","0"
"17.03.2025 19:45 - 17.03.2025 20:00","1052","0"
"17.03.2025 20:00 - 17.03.2025 20:15","524","0"
"17.03.2025 20:15 - 17.03.2025 20:30","274","0"
"17.03.2025 20:30 - 17.03.2025 20:45","211","0"
"17.03.2025 20:45 - 17.03.2025 21:00","290","0"
"17.03.2025 21:00 - 17.03.2025 21:15","12","0"
"17.03.2025 21:15 - 17.03.2025 21:30","53","0"
"17.03.2025 21:30 - 17.03.2025 21:45","0","27"
"17.03.2025 21:45 - 17.03.2025 22:00","0","84"
"17.03.2025 22:00 - 17.03.2025 22:15","0","313"
"17.03.2025 22:15 - 17.03.2025 22:30","0","486"
"17.03.2025 22:30 - 17.03.2025 22:45","0","552"
"17.03.2025 22:45 - 17.03.2025 23:00","0","568"
"17.03.2025 23:00 - 17.03.2025 23:15","0","772"
"17.03.2025 23:15 - 17.03.2025 23:30","0","769"
"17.03.2025 23:30 - 17.03.2025 23:45","0","743"
"17.03.2025 23:45 - 18.03.2025 00:00","0","754"
