"Time (CET/CEST)","BZN|NO2 > BZN|NO1 [MW]","BZN|NO1 > BZN|NO2 [MW]"
"04.03.2025 00:00 - 04.03.2025 00:15","0","1742"
"04.03.2025 00:15 - 04.03.2025 00:30","0","1727"
"04.03.2025 00:30 - 04.03.2025 00:45","0","1723"
"04.03.2025 00:45 - 04.03.2025 01:00","0","1721"
"04.03.2025 01:00 - 04.03.2025 01:15","0","1677"
"04.03.2025 01:15 - 04.03.2025 01:30","0","1682"
"04.03.2025 01:30 - 04.03.2025 01:45","0","1718"
"04.03.2025 01:45 - 04.03.2025 02:00","0","1734"
"04.03.2025 02:00 - 04.03.2025 02:15","0","1674"
"04.03.2025 02:15 - 04.03.2025 02:30","0","1683"
"04.03.2025 02:30 - 04.03.2025 02:45","0","1644"
"04.03.2025 02:45 - 04.03.2025 03:00","0","1645"
"04.03.2025 03:00 - 04.03.2025 03:15","0","1603"
"04.03.2025 03:15 - 04.03.2025 03:30","0","1580"
"04.03.2025 03:30 - 04.03.2025 03:45","0","1526"
"04.03.2025 03:45 - 04.03.2025 04:00","0","1524"
"04.03.2025 04:00 - 04.03.2025 04:15","0","1449"
"04.03.2025 04:15 - 04.03.2025 04:30","0","1437"
"04.03.2025 04:30 - 04.03.2025 04:45","0","1448"
"04.03.2025 04:45 - 04.03.2025 05:00","0","1411"
"04.03.2025 05:00 - 04.03.2025 05:15","0","1368"
"04.03.2025 05:15 - 04.03.2025 05:30","0","1317"
"04.03.2025 05:30 - 04.03.2025 05:45","0","1208"
"04.03.2025 05:45 - 04.03.2025 06:00","0","1257"
"04.03.2025 06:00 - 04.03.2025 06:15","0","1439"
"04.03.2025 06:15 - 04.03.2025 06:30","0","1391"
"04.03.2025 06:30 - 04.03.2025 06:45","0","1422"
"04.03.2025 06:45 - 04.03.2025 07:00","0","1382"
"04.03.2025 07:00 - 04.03.2025 07:15","0","1412"
"04.03.2025 07:15 - 04.03.2025 07:30","0","1438"
"04.03.2025 07:30 - 04.03.2025 07:45","0","1407"
"04.03.2025 07:45 - 04.03.2025 08:00","0","1412"
"04.03.2025 08:00 - 04.03.2025 08:15","0","1334"
"04.03.2025 08:15 - 04.03.2025 08:30","0","1246"
"04.03.2025 08:30 - 04.03.2025 08:45","0","1260"
"04.03.2025 08:45 - 04.03.2025 09:00","0","1277"
"04.03.2025 09:00 - 04.03.2025 09:15","0","1318"
"04.03.2025 09:15 - 04.03.2025 09:30","0","1423"
"04.03.2025 09:30 - 04.03.2025 09:45","0","1441"
"04.03.2025 09:45 - 04.03.2025 10:00","0","1435"
"04.03.2025 10:00 - 04.03.2025 10:15","0","1293"
"04.03.2025 10:15 - 04.03.2025 10:30","0","1153"
"04.03.2025 10:30 - 04.03.2025 10:45","0","1124"
"04.03.2025 10:45 - 04.03.2025 11:00","0","1057"
"04.03.2025 11:00 - 04.03.2025 11:15","0","748"
"04.03.2025 11:15 - 04.03.2025 11:30","0","784"
"04.03.2025 11:30 - 04.03.2025 11:45","0","789"
"04.03.2025 11:45 - 04.03.2025 12:00","0","722"
"04.03.2025 12:00 - 04.03.2025 12:15","0","459"
"04.03.2025 12:15 - 04.03.2025 12:30","0","448"
"04.03.2025 12:30 - 04.03.2025 12:45","0","412"
"04.03.2025 12:45 - 04.03.2025 13:00","0","359"
"04.03.2025 13:00 - 04.03.2025 13:15","0","307"
"04.03.2025 13:15 - 04.03.2025 13:30","0","332"
"04.03.2025 13:30 - 04.03.2025 13:45","0","356"
"04.03.2025 13:45 - 04.03.2025 14:00","0","403"
"04.03.2025 14:00 - 04.03.2025 14:15","0","660"
"04.03.2025 14:15 - 04.03.2025 14:30","0","841"
"04.03.2025 14:30 - 04.03.2025 14:45","0","785"
"04.03.2025 14:45 - 04.03.2025 15:00","0","921"
"04.03.2025 15:00 - 04.03.2025 15:15","0","1029"
"04.03.2025 15:15 - 04.03.2025 15:30","0","1022"
"04.03.2025 15:30 - 04.03.2025 15:45","0","947"
"04.03.2025 15:45 - 04.03.2025 16:00","0","1021"
"04.03.2025 16:00 - 04.03.2025 16:15","0","1082"
"04.03.2025 16:15 - 04.03.2025 16:30","0","1234"
"04.03.2025 16:30 - 04.03.2025 16:45","0","1241"
"04.03.2025 16:45 - 04.03.2025 17:00","0","1219"
"04.03.2025 17:00 - 04.03.2025 17:15","0","1220"
"04.03.2025 17:15 - 04.03.2025 17:30","0","1177"
"04.03.2025 17:30 - 04.03.2025 17:45","0","1135"
"04.03.2025 17:45 - 04.03.2025 18:00","0","1163"
"04.03.2025 18:00 - 04.03.2025 18:15","0","1358"
"04.03.2025 18:15 - 04.03.2025 18:30","0","1530"
"04.03.2025 18:30 - 04.03.2025 18:45","0","1502"
"04.03.2025 18:45 - 04.03.2025 19:00","0","1291"
"04.03.2025 19:00 - 04.03.2025 19:15","0","1347"
"04.03.2025 19:15 - 04.03.2025 19:30","0","1356"
"04.03.2025 19:30 - 04.03.2025 19:45","0","1229"
"04.03.2025 19:45 - 04.03.2025 20:00","0","1262"
"04.03.2025 20:00 - 04.03.2025 20:15","0","1149"
"04.03.2025 20:15 - 04.03.2025 20:30","0","1254"
"04.03.2025 20:30 - 04.03.2025 20:45","0","1300"
"04.03.2025 20:45 - 04.03.2025 21:00","0","1263"
