"Time (CET/CEST)","BZN|NO2 > BZN|NO1 [MW]","BZN|NO1 > BZN|NO2 [MW]"
"07.03.2025 00:00 - 07.03.2025 00:15","0","1501"
"07.03.2025 00:15 - 07.03.2025 00:30","0","1556"
"07.03.2025 00:30 - 07.03.2025 00:45","0","1613"
"07.03.2025 00:45 - 07.03.2025 01:00","0","1639"
"07.03.2025 01:00 - 07.03.2025 01:15","0","1678"
"07.03.2025 01:15 - 07.03.2025 01:30","0","1636"
"07.03.2025 01:30 - 07.03.2025 01:45","0","1644"
"07.03.2025 01:45 - 07.03.2025 02:00","0","1612"
"07.03.2025 02:00 - 07.03.2025 02:15","0","1668"
"07.03.2025 02:15 - 07.03.2025 02:30","0","1659"
"07.03.2025 02:30 - 07.03.2025 02:45","0","1619"
"07.03.2025 02:45 - 07.03.2025 03:00","0","1621"
"07.03.2025 03:00 - 07.03.2025 03:15","0","1690"
"07.03.2025 03:15 - 07.03.2025 03:30","0","1703"
"07.03.2025 03:30 - 07.03.2025 03:45","0","1703"
"07.03.2025 03:45 - 07.03.2025 04:00","0","1756"
"07.03.2025 04:00 - 07.03.2025 04:15","0","1499"
"07.03.2025 04:15 - 07.03.2025 04:30","0","1417"
"07.03.2025 04:30 - 07.03.2025 04:45","0","1351"
"07.03.2025 04:45 - 07.03.2025 05:00","0","1365"
"07.03.2025 05:00 - 07.03.2025 05:15","0","1170"
"07.03.2025 05:15 - 07.03.2025 05:30","0","1150"
"07.03.2025 05:30 - 07.03.2025 05:45","0","1229"
"07.03.2025 05:45 - 07.03.2025 06:00","0","1127"
"07.03.2025 06:00 - 07.03.2025 06:15","0","583"
"07.03.2025 06:15 - 07.03.2025 06:30","0","568"
"07.03.2025 06:30 - 07.03.2025 06:45","0","697"
"07.03.2025 06:45 - 07.03.2025 07:00","0","534"
"07.03.2025 07:00 - 07.03.2025 07:15","0","230"
"07.03.2025 07:15 - 07.03.2025 07:30","0","47"
"07.03.2025 07:30 - 07.03.2025 07:45","42","0"
"07.03.2025 07:45 - 07.03.2025 08:00","175","0"
"07.03.2025 08:00 - 07.03.2025 08:15","258","0"
"07.03.2025 08:15 - 07.03.2025 08:30","241","0"
"07.03.2025 08:30 - 07.03.2025 08:45","186","0"
"07.03.2025 08:45 - 07.03.2025 09:00","158","0"
"07.03.2025 09:00 - 07.03.2025 09:15","102","0"
"07.03.2025 09:15 - 07.03.2025 09:30","112","0"
"07.03.2025 09:30 - 07.03.2025 09:45","70","0"
"07.03.2025 09:45 - 07.03.2025 10:00","85","0"
"07.03.2025 10:00 - 07.03.2025 10:15","0","213"
"07.03.2025 10:15 - 07.03.2025 10:30","0","247"
"07.03.2025 10:30 - 07.03.2025 10:45","0","338"
"07.03.2025 10:45 - 07.03.2025 11:00","0","271"
"07.03.2025 11:00 - 07.03.2025 11:15","0","310"
"07.03.2025 11:15 - 07.03.2025 11:30","0","336"
"07.03.2025 11:30 - 07.03.2025 11:45","0","539"
"07.03.2025 11:45 - 07.03.2025 12:00","0","533"
"07.03.2025 12:00 - 07.03.2025 12:15","0","850"
"07.03.2025 12:15 - 07.03.2025 12:30","0","910"
"07.03.2025 12:30 - 07.03.2025 12:45","0","868"
"07.03.2025 12:45 - 07.03.2025 13:00","0","931"
"07.03.2025 13:00 - 07.03.2025 13:15","0","938"
"07.03.2025 13:15 - 07.03.2025 13:30","0","1014"
"07.03.2025 13:30 - 07.03.2025 13:45","0","1178"
"07.03.2025 13:45 - 07.03.2025 14:00","0","1090"
"07.03.2025 14:00 - 07.03.2025 14:15","0","884"
"07.03.2025 14:15 - 07.03.2025 14:30","0","1018"
"07.03.2025 14:30 - 07.03.2025 14:45","0","1059"
"07.03.2025 14:45 - 07.03.2025 15:00","0","1225"
"07.03.2025 15:00 - 07.03.2025 15:15","0","1207"
"07.03.2025 15:15 - 07.03.2025 15:30","0","1064"
"07.03.2025 15:30 - 07.03.2025 15:45","0","979"
"07.03.2025 15:45 - 07.03.2025 16:00","0","978"
"07.03.2025 16:00 - 07.03.2025 16:15","0","775"
"07.03.2025 16:15 - 07.03.2025 16:30","0","725"
"07.03.2025 16:30 - 07.03.2025 16:45","0","736"
"07.03.2025 16:45 - 07.03.2025 17:00","0","750"
"07.03.2025 17:00 - 07.03.2025 17:15","0","505"
"07.03.2025 17:15 - 07.03.2025 17:30","0","412"
"07.03.2025 17:30 - 07.03.2025 17:45","0","384"
"07.03.2025 17:45 - 07.03.2025 18:00","0","336"
"07.03.2025 18:00 - 07.03.2025 18:15","0","258"
"07.03.2025 18:15 - 07.03.2025 18:30","0","265"
"07.03.2025 18:30 - 07.03.2025 18:45","0","312"
"07.03.2025 18:45 - 07.03.2025 19:00","0","349"
"07.03.2025 19:00 - 07.03.2025 19:15","0","488"
"07.03.2025 19:15 - 07.03.2025 19:30","0","561"
"07.03.2025 19:30 - 07.03.2025 19:45","0","592"
"07.03.2025 19:45 - 07.03.2025 20:00","0","533"
"07.03.2025 20:00 - 07.03.2025 20:15","0","675"
"07.03.2025 20:15 - 07.03.2025 20:30","0","636"
"07.03.2025 20:30 - 07.03.2025 20:45","0","780"
"07.03.2025 20:45 - 07.03.2025 21:00","0","860"
"07.03.2025 21:00 - 07.03.2025 21:15","0","1122"
"07.03.2025 21:15 - 07.03.2025 21:30","0","1124"
"07.03.2025 21:30 - 07.03.2025 21:45","0","1150"
"07.03.2025 21:45 - 07.03.2025 22:00","0","1115"
"07.03.2025 22:00 - 07.03.2025 22:15","0","1125"
"07.03.2025 22:15 - 07.03.2025 22:30","0","1156"
"07.03.2025 22:30 - 07.03.2025 22:45","0","1178"
"07.03.2025 22:45 - 07.03.2025 23:00","0","1192"
"07.03.2025 23:00 - 07.03.2025 23:15","0","1389"
"07.03.2025 23:15 - 07.03.2025 23:30","0","1444"
"07.03.2025 23:30 - 07.03.2025 23:45","0","1495"
"07.03.2025 23:45 - 08.03.2025 00:00","0","1379"
