"Time (CET/CEST)","BZN|NO3 > BZN|NO1 [MW]","BZN|NO1 > BZN|NO3 [MW]"
"31.03.2025 00:00 - 31.03.2025 00:15","321","0"
"31.03.2025 00:15 - 31.03.2025 00:30","322","0"
"31.03.2025 00:30 - 31.03.2025 00:45","339","0"
"31.03.2025 00:45 - 31.03.2025 01:00","330","0"
"31.03.2025 01:00 - 31.03.2025 01:15","356","0"
"31.03.2025 01:15 - 31.03.2025 01:30","342","0"
"31.03.2025 01:30 - 31.03.2025 01:45","350","0"
"31.03.2025 01:45 - 31.03.2025 02:00","370","0"
"31.03.2025 02:00 - 31.03.2025 02:15","364","0"
"31.03.2025 02:15 - 31.03.2025 02:30","366","0"
"31.03.2025 02:30 - 31.03.2025 02:45","363","0"
"31.03.2025 02:45 - 31.03.2025 03:00","364","0"
"31.03.2025 03:00 - 31.03.2025 03:15","350","0"
"31.03.2025 03:15 - 31.03.2025 03:30","329","0"
"31.03.2025 03:30 - 31.03.2025 03:45","378","0"
"31.03.2025 03:45 - 31.03.2025 04:00","366","0"
"31.03.2025 04:00 - 31.03.2025 04:15","352","0"
"31.03.2025 04:15 - 31.03.2025 04:30","333","0"
"31.03.2025 04:30 - 31.03.2025 04:45","344","0"
"31.03.2025 04:45 - 31.03.2025 05:00","351","0"
"31.03.2025 05:00 - 31.03.2025 05:15","321","0"
"31.03.2025 05:15 - 31.03.2025 05:30","321","0"
"31.03.2025 05:30 - 31.03.2025 05:45","315","0"
"31.03.2025 05:45 - 31.03.2025 06:00","322","0"
"31.03.2025 06:00 - 31.03.2025 06:15","152","0"
"31.03.2025 06:15 - 31.03.2025 06:30","167","0"
"31.03.2025 06:30 - 31.03.2025 06:45","216","0"
"31.03.2025 06:45 - 31.03.2025 07:00","233","0"
"31.03.2025 07:00 - 31.03.2025 07:15","124","0"
"31.03.2025 07:15 - 31.03.2025 07:30","107","0"
"31.03.2025 07:30 - 31.03.2025 07:45","112","0"
"31.03.2025 07:45 - 31.03.2025 08:00","108","0"
"31.03.2025 08:00 - 31.03.2025 08:15","68","0"
"31.03.2025 08:15 - 31.03.2025 08:30","90","0"
"31.03.2025 08:30 - 31.03.2025 08:45","108","0"
"31.03.2025 08:45 - 31.03.2025 09:00","137","0"
"31.03.2025 09:00 - 31.03.2025 09:15","145","0"
"31.03.2025 09:15 - 31.03.2025 09:30","154","0"
"31.03.2025 09:30 - 31.03.2025 09:45","147","0"
"31.03.2025 09:45 - 31.03.2025 10:00","151","0"
"31.03.2025 10:00 - 31.03.2025 10:15","267","0"
"31.03.2025 10:15 - 31.03.2025 10:30","273","0"
"31.03.2025 10:30 - 31.03.2025 10:45","247","0"
"31.03.2025 10:45 - 31.03.2025 11:00","247","0"
"31.03.2025 11:00 - 31.03.2025 11:15","274","0"
"31.03.2025 11:15 - 31.03.2025 11:30","264","0"
"31.03.2025 11:30 - 31.03.2025 11:45","286","0"
"31.03.2025 11:45 - 31.03.2025 12:00","309","0"
"31.03.2025 12:00 - 31.03.2025 12:15","313","0"
"31.03.2025 12:15 - 31.03.2025 12:30","296","0"
"31.03.2025 12:30 - 31.03.2025 12:45","282","0"
"31.03.2025 12:45 - 31.03.2025 13:00","291","0"
"31.03.2025 13:00 - 31.03.2025 13:15","276","0"
"31.03.2025 13:15 - 31.03.2025 13:30","246","0"
"31.03.2025 13:30 - 31.03.2025 13:45","273","0"
"31.03.2025 13:45 - 31.03.2025 14:00","281","0"
"31.03.2025 14:00 - 31.03.2025 14:15","290","0"
"31.03.2025 14:15 - 31.03.2025 14:30","281","0"
"31.03.2025 14:30 - 31.03.2025 14:45","274","0"
"31.03.2025 14:45 - 31.03.2025 15:00","244","0"
"31.03.2025 15:00 - 31.03.2025 15:15","255","0"
"31.03.2025 15:15 - 31.03.2025 15:30","268","0"
"31.03.2025 15:30 - 31.03.2025 15:45","275","0"
"31.03.2025 15:45 - 31.03.2025 16:00","252","0"
"31.03.2025 16:00 - 31.03.2025 16:15","209","0"
"31.03.2025 16:15 - 31.03.2025 16:30","226","0"
"31.03.2025 16:30 - 31.03.2025 16:45","228","0"
"31.03.2025 16:45 - 31.03.2025 17:00","270","0"
"31.03.2025 17:00 - 31.03.2025 17:15","238","0"
"31.03.2025 17:15 - 31.03.2025 17:30","203","0"
"31.03.2025 17:30 - 31.03.2025 17:45","212","0"
"31.03.2025 17:45 - 31.03.2025 18:00","233","0"
"31.03.2025 18:00 - 31.03.2025 18:15","204","0"
"31.03.2025 18:15 - 31.03.2025 18:30","237","0"
"31.03.2025 18:30 - 31.03.2025 18:45","230","0"
"31.03.2025 18:45 - 31.03.2025 19:00","217","0"
"31.03.2025 19:00 - 31.03.2025 19:15","206","0"
"31.03.2025 19:15 - 31.03.2025 19:30","247","0"
"31.03.2025 19:30 - 31.03.2025 19:45","250","0"
"31.03.2025 19:45 - 31.03.2025 20:00","232","0"
"31.03.2025 20:00 - 31.03.2025 20:15","150","0"
"31.03.2025 20:15 - 31.03.2025 20:30","141","0"
"31.03.2025 20:30 - 31.03.2025 20:45","147","0"
"31.03.2025 20:45 - 31.03.2025 21:00","154","0"
"31.03.2025 21:00 - 31.03.2025 21:15","204","0"
"31.03.2025 21:15 - 31.03.2025 21:30","210","0"
"31.03.2025 21:30 - 31.03.2025 21:45","202","0"
"31.03.2025 21:45 - 31.03.2025 22:00","210","0"
"31.03.2025 22:00 - 31.03.2025 22:15","268","0"
"31.03.2025 22:15 - 31.03.2025 22:30","267","0"
"31.03.2025 22:30 - 31.03.2025 22:45","265","0"
"31.03.2025 22:45 - 31.03.2025 23:00","246","0"
"31.03.2025 23:00 - 31.03.2025 23:15","317","0"
"31.03.2025 23:15 - 31.03.2025 23:30","312","0"
"31.03.2025 23:30 - 31.03.2025 23:45","318","0"
"31.03.2025 23:45 - 01.04.2025 00:00","352","0"
