"Time (CET/CEST)","BZN|NO5 > BZN|NO1 [MW]","BZN|NO1 > BZN|NO5 [MW]"
"30.03.2025 00:00 - 30.03.2025 00:15","1157","0"
"30.03.2025 00:15 - 30.03.2025 00:30","977","0"
"30.03.2025 00:30 - 30.03.2025 00:45","962","0"
"30.03.2025 00:45 - 30.03.2025 01:00","922","0"
"30.03.2025 01:00 - 30.03.2025 01:15","899","0"
"30.03.2025 01:15 - 30.03.2025 01:30","898","0"
"30.03.2025 01:30 - 30.03.2025 01:45","792","0"
"30.03.2025 01:45 - 30.03.2025 02:00","752","0"
"30.03.2025 02:00 - 30.03.2025 02:15","",""
"30.03.2025 02:15 - 30.03.2025 02:30","",""
"30.03.2025 02:30 - 30.03.2025 02:45","",""
"30.03.2025 02:45 - 30.03.2025 03:00","",""
"30.03.2025 03:00 - 30.03.2025 03:15","625","0"
"30.03.2025 03:15 - 30.03.2025 03:30","619","0"
"30.03.2025 03:30 - 30.03.2025 03:45","573","0"
"30.03.2025 03:45 - 30.03.2025 04:00","566","0"
"30.03.2025 04:00 - 30.03.2025 04:15","610","0"
"30.03.2025 04:15 - 30.03.2025 04:30","553","0"
"30.03.2025 04:30 - 30.03.2025 04:45","505","0"
"30.03.2025 04:45 - 30.03.2025 05:00","389","0"
"30.03.2025 05:00 - 30.03.2025 05:15","481","0"
"30.03.2025 05:15 - 30.03.2025 05:30","549","0"
"30.03.2025 05:30 - 30.03.2025 05:45","622","0"
"30.03.2025 05:45 - 30.03.2025 06:00","631","0"
"30.03.2025 06:00 - 30.03.2025 06:15","412","0"
"30.03.2025 06:15 - 30.03.2025 06:30","169","0"
"30.03.2025 06:30 - 30.03.2025 06:45","259","0"
"30.03.2025 06:45 - 30.03.2025 07:00","393","0"
"30.03.2025 07:00 - 30.03.2025 07:15","499","0"
"30.03.2025 07:15 - 30.03.2025 07:30","521","0"
"30.03.2025 07:30 - 30.03.2025 07:45","501","0"
"30.03.2025 07:45 - 30.03.2025 08:00","576","0"
"30.03.2025 08:00 - 30.03.2025 08:15","667","0"
"30.03.2025 08:15 - 30.03.2025 08:30","670","0"
"30.03.2025 08:30 - 30.03.2025 08:45","571","0"
"30.03.2025 08:45 - 30.03.2025 09:00","613","0"
"30.03.2025 09:00 - 30.03.2025 09:15","574","0"
"30.03.2025 09:15 - 30.03.2025 09:30","530","0"
"30.03.2025 09:30 - 30.03.2025 09:45","613","0"
"30.03.2025 09:45 - 30.03.2025 10:00","588","0"
"30.03.2025 10:00 - 30.03.2025 10:15","878","0"
"30.03.2025 10:15 - 30.03.2025 10:30","979","0"
"30.03.2025 10:30 - 30.03.2025 10:45","1074","0"
"30.03.2025 10:45 - 30.03.2025 11:00","1062","0"
"30.03.2025 11:00 - 30.03.2025 11:15","1093","0"
"30.03.2025 11:15 - 30.03.2025 11:30","1097","0"
"30.03.2025 11:30 - 30.03.2025 11:45","1095","0"
"30.03.2025 11:45 - 30.03.2025 12:00","1074","0"
"30.03.2025 12:00 - 30.03.2025 12:15","1255","0"
"30.03.2025 12:15 - 30.03.2025 12:30","1309","0"
"30.03.2025 12:30 - 30.03.2025 12:45","1320","0"
"30.03.2025 12:45 - 30.03.2025 13:00","1238","0"
"30.03.2025 13:00 - 30.03.2025 13:15","534","0"
"30.03.2025 13:15 - 30.03.2025 13:30","471","0"
"30.03.2025 13:30 - 30.03.2025 13:45","484","0"
"30.03.2025 13:45 - 30.03.2025 14:00","483","0"
"30.03.2025 14:00 - 30.03.2025 14:15","438","0"
"30.03.2025 14:15 - 30.03.2025 14:30","412","0"
"30.03.2025 14:30 - 30.03.2025 14:45","448","0"
"30.03.2025 14:45 - 30.03.2025 15:00","482","0"
"30.03.2025 15:00 - 30.03.2025 15:15","534","0"
"30.03.2025 15:15 - 30.03.2025 15:30","525","0"
"30.03.2025 15:30 - 30.03.2025 15:45","561","0"
"30.03.2025 15:45 - 30.03.2025 16:00","618","0"
"30.03.2025 16:00 - 30.03.2025 16:15","722","0"
"30.03.2025 16:15 - 30.03.2025 16:30","713","0"
"30.03.2025 16:30 - 30.03.2025 16:45","692","0"
"30.03.2025 16:45 - 30.03.2025 17:00","673","0"
"30.03.2025 17:00 - 30.03.2025 17:15","688","0"
"30.03.2025 17:15 - 30.03.2025 17:30","765","0"
"30.03.2025 17:30 - 30.03.2025 17:45","778","0"
"30.03.2025 17:45 - 30.03.2025 18:00","815","0"
"30.03.2025 18:00 - 30.03.2025 18:15","1167","0"
"30.03.2025 18:15 - 30.03.2025 18:30","1425","0"
"30.03.2025 18:30 - 30.03.2025 18:45","1762","0"
"30.03.2025 18:45 - 30.03.2025 19:00","1903","0"
"30.03.2025 19:00 - 30.03.2025 19:15","1975","0"
"30.03.2025 19:15 - 30.03.2025 19:30","1974","0"
"30.03.2025 19:30 - 30.03.2025 19:45","1935","0"
"30.03.2025 19:45 - 30.03.2025 20:00","1913","0"
"30.03.2025 20:00 - 30.03.2025 20:15","1982","0"
"30.03.2025 20:15 - 30.03.2025 20:30","1959","0"
"30.03.2025 20:30 - 30.03.2025 20:45","1888","0"
"30.03.2025 20:45 - 30.03.2025 21:00","1795","0"
"30.03.2025 21:00 - 30.03.2025 21:15","1778","0"
"30.03.2025 21:15 - 30.03.2025 21:30","1750","0"
"30.03.2025 21:30 - 30.03.2025 21:45","1738","0"
"30.03.2025 21:45 - 30.03.2025 22:00","1858","0"
"30.03.2025 22:00 - 30.03.2025 22:15","2051","0"
"30.03.2025 22:15 - 30.03.2025 22:30","2214","0"
"30.03.2025 22:30 - 30.03.2025 22:45","2163","0"
"30.03.2025 22:45 - 30.03.2025 23:00","1993","0"
"30.03.2025 23:00 - 30.03.2025 23:15","1744","0"
"30.03.2025 23:15 - 30.03.2025 23:30","1724","0"
"30.03.2025 23:30 - 30.03.2025 23:45","1785","0"
"30.03.2025 23:45 - 31.03.2025 00:00","1605","0"
