"Time (CET/CEST)","BZN|NO2 > BZN|NO1 [MW]","BZN|NO1 > BZN|NO2 [MW]"
"21.03.2025 00:00 - 21.03.2025 00:15","40","0"
"21.03.2025 00:15 - 21.03.2025 00:30","85","0"
"21.03.2025 00:30 - 21.03.2025 00:45","0","146"
"21.03.2025 00:45 - 21.03.2025 01:00","0","92"
"21.03.2025 01:00 - 21.03.2025 01:15","4","0"
"21.03.2025 01:15 - 21.03.2025 01:30","11","0"
"21.03.2025 01:30 - 21.03.2025 01:45","37","0"
"21.03.2025 01:45 - 21.03.2025 02:00","46","0"
"21.03.2025 02:00 - 21.03.2025 02:15","0","84"
"21.03.2025 02:15 - 21.03.2025 02:30","0","166"
"21.03.2025 02:30 - 21.03.2025 02:45","0","193"
"21.03.2025 02:45 - 21.03.2025 03:00","0","180"
"21.03.2025 03:00 - 21.03.2025 03:15","0","253"
"21.03.2025 03:15 - 21.03.2025 03:30","0","253"
"21.03.2025 03:30 - 21.03.2025 03:45","0","275"
"21.03.2025 03:45 - 21.03.2025 04:00","0","294"
"21.03.2025 04:00 - 21.03.2025 04:15","0","255"
"21.03.2025 04:15 - 21.03.2025 04:30","0","142"
"21.03.2025 04:30 - 21.03.2025 04:45","0","40"
"21.03.2025 04:45 - 21.03.2025 05:00","0","49"
"21.03.2025 05:00 - 21.03.2025 05:15","223","0"
"21.03.2025 05:15 - 21.03.2025 05:30","316","0"
"21.03.2025 05:30 - 21.03.2025 05:45","324","0"
"21.03.2025 05:45 - 21.03.2025 06:00","432","0"
"21.03.2025 06:00 - 21.03.2025 06:15","667","0"
"21.03.2025 06:15 - 21.03.2025 06:30","744","0"
"21.03.2025 06:30 - 21.03.2025 06:45","864","0"
"21.03.2025 06:45 - 21.03.2025 07:00","900","0"
"21.03.2025 07:00 - 21.03.2025 07:15","773","0"
"21.03.2025 07:15 - 21.03.2025 07:30","694","0"
"21.03.2025 07:30 - 21.03.2025 07:45","714","0"
"21.03.2025 07:45 - 21.03.2025 08:00","778","0"
"21.03.2025 08:00 - 21.03.2025 08:15","886","0"
"21.03.2025 08:15 - 21.03.2025 08:30","954","0"
"21.03.2025 08:30 - 21.03.2025 08:45","971","0"
"21.03.2025 08:45 - 21.03.2025 09:00","1092","0"
"21.03.2025 09:00 - 21.03.2025 09:15","718","0"
"21.03.2025 09:15 - 21.03.2025 09:30","662","0"
"21.03.2025 09:30 - 21.03.2025 09:45","884","0"
"21.03.2025 09:45 - 21.03.2025 10:00","884","0"
"21.03.2025 10:00 - 21.03.2025 10:15","0","524"
"21.03.2025 10:15 - 21.03.2025 10:30","0","680"
"21.03.2025 10:30 - 21.03.2025 10:45","0","142"
"21.03.2025 10:45 - 21.03.2025 11:00","99","0"
"21.03.2025 11:00 - 21.03.2025 11:15","0","276"
"21.03.2025 11:15 - 21.03.2025 11:30","0","189"
"21.03.2025 11:30 - 21.03.2025 11:45","0","209"
"21.03.2025 11:45 - 21.03.2025 12:00","0","247"
"21.03.2025 12:00 - 21.03.2025 12:15","0","247"
"21.03.2025 12:15 - 21.03.2025 12:30","0","230"
"21.03.2025 12:30 - 21.03.2025 12:45","0","251"
"21.03.2025 12:45 - 21.03.2025 13:00","0","286"
"21.03.2025 13:00 - 21.03.2025 13:15","0","214"
"21.03.2025 13:15 - 21.03.2025 13:30","0","182"
"21.03.2025 13:30 - 21.03.2025 13:45","0","185"
"21.03.2025 13:45 - 21.03.2025 14:00","0","177"
"21.03.2025 14:00 - 21.03.2025 14:15","0","221"
"21.03.2025 14:15 - 21.03.2025 14:30","0","65"
"21.03.2025 14:30 - 21.03.2025 14:45","0","217"
"21.03.2025 14:45 - 21.03.2025 15:00","0","198"
"21.03.2025 15:00 - 21.03.2025 15:15","2","0"
"21.03.2025 15:15 - 21.03.2025 15:30","0","128"
"21.03.2025 15:30 - 21.03.2025 15:45","0","197"
"21.03.2025 15:45 - 21.03.2025 16:00","0","483"
"21.03.2025 16:00 - 21.03.2025 16:15","0","178"
"21.03.2025 16:15 - 21.03.2025 16:30","0","304"
"21.03.2025 16:30 - 21.03.2025 16:45","0","530"
"21.03.2025 16:45 - 21.03.2025 17:00","0","595"
"21.03.2025 17:00 - 21.03.2025 17:15","0","499"
"21.03.2025 17:15 - 21.03.2025 17:30","0","393"
"21.03.2025 17:30 - 21.03.2025 17:45","0","416"
"21.03.2025 17:45 - 21.03.2025 18:00","0","539"
"21.03.2025 18:00 - 21.03.2025 18:15","0","317"
"21.03.2025 18:15 - 21.03.2025 18:30","0","273"
"21.03.2025 18:30 - 21.03.2025 18:45","0","297"
"21.03.2025 18:45 - 21.03.2025 19:00","0","175"
"21.03.2025 19:00 - 21.03.2025 19:15","0","869"
"21.03.2025 19:15 - 21.03.2025 19:30","0","849"
"21.03.2025 19:30 - 21.03.2025 19:45","0","782"
"21.03.2025 19:45 - 21.03.2025 20:00","0","745"
"21.03.2025 20:00 - 21.03.2025 20:15","0","843"
"21.03.2025 20:15 - 21.03.2025 20:30","0","803"
"21.03.2025 20:30 - 21.03.2025 20:45","0","679"
"21.03.2025 20:45 - 21.03.2025 21:00","0","544"
"21.03.2025 21:00 - 21.03.2025 21:15","0","416"
"21.03.2025 21:15 - 21.03.2025 21:30","0","351"
"21.03.2025 21:30 - 21.03.2025 21:45","0","261"
"21.03.2025 21:45 - 21.03.2025 22:00","0","108"
"21.03.2025 22:00 - 21.03.2025 22:15","0","130"
"21.03.2025 22:15 - 21.03.2025 22:30","0","206"
"21.03.2025 22:30 - 21.03.2025 22:45","0","251"
"21.03.2025 22:45 - 21.03.2025 23:00","0","199"
"21.03.2025 23:00 - 21.03.2025 23:15","0","337"
"21.03.2025 23:15 - 21.03.2025 23:30","0","378"
"21.03.2025 23:30 - 21.03.2025 23:45","0","347"
"21.03.2025 23:45 - 22.03.2025 00:00","0","279"
