"Time (CET/CEST)","BZN|NO5 > BZN|NO1 [MW]","BZN|NO1 > BZN|NO5 [MW]"
"07.03.2025 00:00 - 07.03.2025 00:15","1060","0"
"07.03.2025 00:15 - 07.03.2025 00:30","1086","0"
"07.03.2025 00:30 - 07.03.2025 00:45","1134","0"
"07.03.2025 00:45 - 07.03.2025 01:00","1119","0"
"07.03.2025 01:00 - 07.03.2025 01:15","1077","0"
"07.03.2025 01:15 - 07.03.2025 01:30","1038","0"
"07.03.2025 01:30 - 07.03.2025 01:45","1012","0"
"07.03.2025 01:45 - 07.03.2025 02:00","1015","0"
"07.03.2025 02:00 - 07.03.2025 02:15","1165","0"
"07.03.2025 02:15 - 07.03.2025 02:30","1176","0"
"07.03.2025 02:30 - 07.03.2025 02:45","1191","0"
"07.03.2025 02:45 - 07.03.2025 03:00","1218","0"
"07.03.2025 03:00 - 07.03.2025 03:15","1424","0"
"07.03.2025 03:15 - 07.03.2025 03:30","1466","0"
"07.03.2025 03:30 - 07.03.2025 03:45","1474","0"
"07.03.2025 03:45 - 07.03.2025 04:00","1407","0"
"07.03.2025 04:00 - 07.03.2025 04:15","1319","0"
"07.03.2025 04:15 - 07.03.2025 04:30","1335","0"
"07.03.2025 04:30 - 07.03.2025 04:45","1447","0"
"07.03.2025 04:45 - 07.03.2025 05:00","1486","0"
"07.03.2025 05:00 - 07.03.2025 05:15","1524","0"
"07.03.2025 05:15 - 07.03.2025 05:30","1534","0"
"07.03.2025 05:30 - 07.03.2025 05:45","1612","0"
"07.03.2025 05:45 - 07.03.2025 06:00","1690","0"
"07.03.2025 06:00 - 07.03.2025 06:15","1728","0"
"07.03.2025 06:15 - 07.03.2025 06:30","1866","0"
"07.03.2025 06:30 - 07.03.2025 06:45","1932","0"
"07.03.2025 06:45 - 07.03.2025 07:00","1945","0"
"07.03.2025 07:00 - 07.03.2025 07:15","2150","0"
"07.03.2025 07:15 - 07.03.2025 07:30","2297","0"
"07.03.2025 07:30 - 07.03.2025 07:45","2283","0"
"07.03.2025 07:45 - 07.03.2025 08:00","2284","0"
"07.03.2025 08:00 - 07.03.2025 08:15","2211","0"
"07.03.2025 08:15 - 07.03.2025 08:30","2190","0"
"07.03.2025 08:30 - 07.03.2025 08:45","2231","0"
"07.03.2025 08:45 - 07.03.2025 09:00","2201","0"
"07.03.2025 09:00 - 07.03.2025 09:15","2076","0"
"07.03.2025 09:15 - 07.03.2025 09:30","2047","0"
"07.03.2025 09:30 - 07.03.2025 09:45","2063","0"
"07.03.2025 09:45 - 07.03.2025 10:00","2020","0"
"07.03.2025 10:00 - 07.03.2025 10:15","1942","0"
"07.03.2025 10:15 - 07.03.2025 10:30","1855","0"
"07.03.2025 10:30 - 07.03.2025 10:45","1831","0"
"07.03.2025 10:45 - 07.03.2025 11:00","1744","0"
"07.03.2025 11:00 - 07.03.2025 11:15","1692","0"
"07.03.2025 11:15 - 07.03.2025 11:30","1692","0"
"07.03.2025 11:30 - 07.03.2025 11:45","1729","0"
"07.03.2025 11:45 - 07.03.2025 12:00","1463","0"
"07.03.2025 12:00 - 07.03.2025 12:15","1172","0"
"07.03.2025 12:15 - 07.03.2025 12:30","1009","0"
"07.03.2025 12:30 - 07.03.2025 12:45","986","0"
"07.03.2025 12:45 - 07.03.2025 13:00","922","0"
"07.03.2025 13:00 - 07.03.2025 13:15","1090","0"
"07.03.2025 13:15 - 07.03.2025 13:30","1132","0"
"07.03.2025 13:30 - 07.03.2025 13:45","1149","0"
"07.03.2025 13:45 - 07.03.2025 14:00","1122","0"
"07.03.2025 14:00 - 07.03.2025 14:15","1471","0"
"07.03.2025 14:15 - 07.03.2025 14:30","1518","0"
"07.03.2025 14:30 - 07.03.2025 14:45","1467","0"
"07.03.2025 14:45 - 07.03.2025 15:00","1662","0"
"07.03.2025 15:00 - 07.03.2025 15:15","1770","0"
"07.03.2025 15:15 - 07.03.2025 15:30","1777","0"
"07.03.2025 15:30 - 07.03.2025 15:45","1837","0"
"07.03.2025 15:45 - 07.03.2025 16:00","1876","0"
"07.03.2025 16:00 - 07.03.2025 16:15","1901","0"
"07.03.2025 16:15 - 07.03.2025 16:30","1911","0"
"07.03.2025 16:30 - 07.03.2025 16:45","1980","0"
"07.03.2025 16:45 - 07.03.2025 17:00","1986","0"
"07.03.2025 17:00 - 07.03.2025 17:15","1961","0"
"07.03.2025 17:15 - 07.03.2025 17:30","1988","0"
"07.03.2025 17:30 - 07.03.2025 17:45","2026","0"
"07.03.2025 17:45 - 07.03.2025 18:00","2044","0"
"07.03.2025 18:00 - 07.03.2025 18:15","1998","0"
"07.03.2025 18:15 - 07.03.2025 18:30","1963","0"
"07.03.2025 18:30 - 07.03.2025 18:45","1907","0"
"07.03.2025 18:45 - 07.03.2025 19:00","1882","0"
"07.03.2025 19:00 - 07.03.2025 19:15","1779","0"
"07.03.2025 19:15 - 07.03.2025 19:30","1692","0"
"07.03.2025 19:30 - 07.03.2025 19:45","1652","0"
"07.03.2025 19:45 - 07.03.2025 20:00","1684","0"
"07.03.2025 20:00 - 07.03.2025 20:15","1645","0"
"07.03.2025 20:15 - 07.03.2025 20:30","1668","0"
"07.03.2025 20:30 - 07.03.2025 20:45","1648","0"
