"Time (CET/CEST)","BZN|NO5 > BZN|NO1 [MW]","BZN|NO1 > BZN|NO5 [MW]"
"14.03.2025 00:00 - 14.03.2025 00:15","2889","0"
"14.03.2025 00:15 - 14.03.2025 00:30","2753","0"
"14.03.2025 00:30 - 14.03.2025 00:45","2812","0"
"14.03.2025 00:45 - 14.03.2025 01:00","2798","0"
"14.03.2025 01:00 - 14.03.2025 01:15","2751","0"
"14.03.2025 01:15 - 14.03.2025 01:30","2732","0"
"14.03.2025 01:30 - 14.03.2025 01:45","2721","0"
"14.03.2025 01:45 - 14.03.2025 02:00","2726","0"
"14.03.2025 02:00 - 14.03.2025 02:15","2790","0"
"14.03.2025 02:15 - 14.03.2025 02:30","2803","0"
"14.03.2025 02:30 - 14.03.2025 02:45","2804","0"
"14.03.2025 02:45 - 14.03.2025 03:00","2822","0"
"14.03.2025 03:00 - 14.03.2025 03:15","2823","0"
"14.03.2025 03:15 - 14.03.2025 03:30","2779","0"
"14.03.2025 03:30 - 14.03.2025 03:45","2802","0"
"14.03.2025 03:45 - 14.03.2025 04:00","2786","0"
"14.03.2025 04:00 - 14.03.2025 04:15","2813","0"
"14.03.2025 04:15 - 14.03.2025 04:30","2803","0"
"14.03.2025 04:30 - 14.03.2025 04:45","2751","0"
"14.03.2025 04:45 - 14.03.2025 05:00","2725","0"
"14.03.2025 05:00 - 14.03.2025 05:15","2871","0"
"14.03.2025 05:15 - 14.03.2025 05:30","2932","0"
"14.03.2025 05:30 - 14.03.2025 05:45","2966","0"
"14.03.2025 05:45 - 14.03.2025 06:00","2961","0"
"14.03.2025 06:00 - 14.03.2025 06:15","2737","0"
"14.03.2025 06:15 - 14.03.2025 06:30","2779","0"
"14.03.2025 06:30 - 14.03.2025 06:45","3066","0"
"14.03.2025 06:45 - 14.03.2025 07:00","3136","0"
"14.03.2025 07:00 - 14.03.2025 07:15","3085","0"
"14.03.2025 07:15 - 14.03.2025 07:30","3086","0"
"14.03.2025 07:30 - 14.03.2025 07:45","3174","0"
"14.03.2025 07:45 - 14.03.2025 08:00","3276","0"
"14.03.2025 08:00 - 14.03.2025 08:15","3132","0"
"14.03.2025 08:15 - 14.03.2025 08:30","3124","0"
"14.03.2025 08:30 - 14.03.2025 08:45","3189","0"
"14.03.2025 08:45 - 14.03.2025 09:00","3260","0"
"14.03.2025 09:00 - 14.03.2025 09:15","3261","0"
"14.03.2025 09:15 - 14.03.2025 09:30","3271","0"
"14.03.2025 09:30 - 14.03.2025 09:45","3192","0"
"14.03.2025 09:45 - 14.03.2025 10:00","3154","0"
"14.03.2025 10:00 - 14.03.2025 10:15","3227","0"
"14.03.2025 10:15 - 14.03.2025 10:30","3079","0"
"14.03.2025 10:30 - 14.03.2025 10:45","3017","0"
"14.03.2025 10:45 - 14.03.2025 11:00","2970","0"
"14.03.2025 11:00 - 14.03.2025 11:15","3037","0"
"14.03.2025 11:15 - 14.03.2025 11:30","3055","0"
"14.03.2025 11:30 - 14.03.2025 11:45","2974","0"
"14.03.2025 11:45 - 14.03.2025 12:00","2899","0"
"14.03.2025 12:00 - 14.03.2025 12:15","2935","0"
"14.03.2025 12:15 - 14.03.2025 12:30","2940","0"
"14.03.2025 12:30 - 14.03.2025 12:45","2937","0"
"14.03.2025 12:45 - 14.03.2025 13:00","2818","0"
"14.03.2025 13:00 - 14.03.2025 13:15","2717","0"
"14.03.2025 13:15 - 14.03.2025 13:30","2704","0"
"14.03.2025 13:30 - 14.03.2025 13:45","2633","0"
"14.03.2025 13:45 - 14.03.2025 14:00","2664","0"
"14.03.2025 14:00 - 14.03.2025 14:15","2729","0"
"14.03.2025 14:15 - 14.03.2025 14:30","2742","0"
"14.03.2025 14:30 - 14.03.2025 14:45","2704","0"
"14.03.2025 14:45 - 14.03.2025 15:00","2662","0"
"14.03.2025 15:00 - 14.03.2025 15:15","2652","0"
"14.03.2025 15:15 - 14.03.2025 15:30","2683","0"
"14.03.2025 15:30 - 14.03.2025 15:45","2776","0"
"14.03.2025 15:45 - 14.03.2025 16:00","2790","0"
"14.03.2025 16:00 - 14.03.2025 16:15","2800","0"
"14.03.2025 16:15 - 14.03.2025 16:30","2795","0"
"14.03.2025 16:30 - 14.03.2025 16:45","2885","0"
