"Time (CET/CEST)","BZN|NO5 > BZN|NO1 [MW]","BZN|NO1 > BZN|NO5 [MW]"
"22.03.2025 00:00 - 22.03.2025 00:15","454","0"
"22.03.2025 00:15 - 22.03.2025 00:30","489","0"
"22.03.2025 00:30 - 22.03.2025 00:45","337","0"
"22.03.2025 00:45 - 22.03.2025 01:00","304","0"
"22.03.2025 01:00 - 22.03.2025 01:15","231","0"
"22.03.2025 01:15 - 22.03.2025 01:30","236","0"
"22.03.2025 01:30 - 22.03.2025 01:45","96","0"
"22.03.2025 01:45 - 22.03.2025 02:00","143","0"
"22.03.2025 02:00 - 22.03.2025 02:15","214","0"
"22.03.2025 02:15 - 22.03.2025 02:30","184","0"
"22.03.2025 02:30 - 22.03.2025 02:45","116","0"
"22.03.2025 02:45 - 22.03.2025 03:00","77","0"
"22.03.2025 03:00 - 22.03.2025 03:15","43","0"
"22.03.2025 03:15 - 22.03.2025 03:30","4","0"
"22.03.2025 03:30 - 22.03.2025 03:45","26","0"
"22.03.2025 03:45 - 22.03.2025 04:00","63","0"
"22.03.2025 04:00 - 22.03.2025 04:15","216","0"
"22.03.2025 04:15 - 22.03.2025 04:30","155","0"
"22.03.2025 04:30 - 22.03.2025 04:45","117","0"
"22.03.2025 04:45 - 22.03.2025 05:00","111","0"
"22.03.2025 05:00 - 22.03.2025 05:15","412","0"
"22.03.2025 05:15 - 22.03.2025 05:30","381","0"
"22.03.2025 05:30 - 22.03.2025 05:45","298","0"
"22.03.2025 05:45 - 22.03.2025 06:00","258","0"
"22.03.2025 06:00 - 22.03.2025 06:15","246","0"
"22.03.2025 06:15 - 22.03.2025 06:30","244","0"
"22.03.2025 06:30 - 22.03.2025 06:45","250","0"
"22.03.2025 06:45 - 22.03.2025 07:00","250","0"
"22.03.2025 07:00 - 22.03.2025 07:15","341","0"
"22.03.2025 07:15 - 22.03.2025 07:30","423","0"
"22.03.2025 07:30 - 22.03.2025 07:45","487","0"
"22.03.2025 07:45 - 22.03.2025 08:00","488","0"
"22.03.2025 08:00 - 22.03.2025 08:15","407","0"
"22.03.2025 08:15 - 22.03.2025 08:30","456","0"
"22.03.2025 08:30 - 22.03.2025 08:45","456","0"
"22.03.2025 08:45 - 22.03.2025 09:00","426","0"
"22.03.2025 09:00 - 22.03.2025 09:15","453","0"
"22.03.2025 09:15 - 22.03.2025 09:30","320","0"
"22.03.2025 09:30 - 22.03.2025 09:45","283","0"
"22.03.2025 09:45 - 22.03.2025 10:00","285","0"
"22.03.2025 10:00 - 22.03.2025 10:15","298","0"
"22.03.2025 10:15 - 22.03.2025 10:30","330","0"
"22.03.2025 10:30 - 22.03.2025 10:45","300","0"
"22.03.2025 10:45 - 22.03.2025 11:00","274","0"
"22.03.2025 11:00 - 22.03.2025 11:15","436","0"
"22.03.2025 11:15 - 22.03.2025 11:30","357","0"
"22.03.2025 11:30 - 22.03.2025 11:45","290","0"
"22.03.2025 11:45 - 22.03.2025 12:00","270","0"
"22.03.2025 12:00 - 22.03.2025 12:15","218","0"
"22.03.2025 12:15 - 22.03.2025 12:30","229","0"
"22.03.2025 12:30 - 22.03.2025 12:45","216","0"
"22.03.2025 12:45 - 22.03.2025 13:00","150","0"
"22.03.2025 13:00 - 22.03.2025 13:15","151","0"
"22.03.2025 13:15 - 22.03.2025 13:30","201","0"
"22.03.2025 13:30 - 22.03.2025 13:45","194","0"
"22.03.2025 13:45 - 22.03.2025 14:00","176","0"
"22.03.2025 14:00 - 22.03.2025 14:15","57","0"
"22.03.2025 14:15 - 22.03.2025 14:30","37","0"
"22.03.2025 14:30 - 22.03.2025 14:45","52","0"
"22.03.2025 14:45 - 22.03.2025 15:00","92","0"
"22.03.2025 15:00 - 22.03.2025 15:15","53","0"
"22.03.2025 15:15 - 22.03.2025 15:30","54","0"
"22.03.2025 15:30 - 22.03.2025 15:45","223","0"
"22.03.2025 15:45 - 22.03.2025 16:00","254","0"
"22.03.2025 16:00 - 22.03.2025 16:15","124","0"
"22.03.2025 16:15 - 22.03.2025 16:30","249","0"
"22.03.2025 16:30 - 22.03.2025 16:45","331","0"
"22.03.2025 16:45 - 22.03.2025 17:00","435","0"
"22.03.2025 17:00 - 22.03.2025 17:15","778","0"
"22.03.2025 17:15 - 22.03.2025 17:30","869","0"
"22.03.2025 17:30 - 22.03.2025 17:45","875","0"
"22.03.2025 17:45 - 22.03.2025 18:00","981","0"
"22.03.2025 18:00 - 22.03.2025 18:15","943","0"
"22.03.2025 18:15 - 22.03.2025 18:30","918","0"
"22.03.2025 18:30 - 22.03.2025 18:45","914","0"
"22.03.2025 18:45 - 22.03.2025 19:00","875","0"
"22.03.2025 19:00 - 22.03.2025 19:15","862","0"
"22.03.2025 19:15 - 22.03.2025 19:30","825","0"
"22.03.2025 19:30 - 22.03.2025 19:45","821","0"
"22.03.2025 19:45 - 22.03.2025 20:00","780","0"
"22.03.2025 20:00 - 22.03.2025 20:15","766","0"
"22.03.2025 20:15 - 22.03.2025 20:30","753","0"
"22.03.2025 20:30 - 22.03.2025 20:45","680","0"
"22.03.2025 20:45 - 22.03.2025 21:00","643","0"
"22.03.2025 21:00 - 22.03.2025 21:15","561","0"
"22.03.2025 21:15 - 22.03.2025 21:30","585","0"
"22.03.2025 21:30 - 22.03.2025 21:45","592","0"
"22.03.2025 21:45 - 22.03.2025 22:00","603","0"
"22.03.2025 22:00 - 22.03.2025 22:15","592","0"
"22.03.2025 22:15 - 22.03.2025 22:30","602","0"
"22.03.2025 22:30 - 22.03.2025 22:45","640","0"
"22.03.2025 22:45 - 22.03.2025 23:00","605","0"
"22.03.2025 23:00 - 22.03.2025 23:15","515","0"
"22.03.2025 23:15 - 22.03.2025 23:30","509","0"
"22.03.2025 23:30 - 22.03.2025 23:45","504","0"
"22.03.2025 23:45 - 23.03.2025 00:00","466","0"
