"Time (CET/CEST)","BZN|NO3 > BZN|NO1 [MW]","BZN|NO1 > BZN|NO3 [MW]"
"18.03.2025 00:00 - 18.03.2025 00:15","202","0"
"18.03.2025 00:15 - 18.03.2025 00:30","207","0"
"18.03.2025 00:30 - 18.03.2025 00:45","219","0"
"18.03.2025 00:45 - 18.03.2025 01:00","228","0"
"18.03.2025 01:00 - 18.03.2025 01:15","248","0"
"18.03.2025 01:15 - 18.03.2025 01:30","251","0"
"18.03.2025 01:30 - 18.03.2025 01:45","259","0"
"18.03.2025 01:45 - 18.03.2025 02:00","275","0"
"18.03.2025 02:00 - 18.03.2025 02:15","272","0"
"18.03.2025 02:15 - 18.03.2025 02:30","265","0"
"18.03.2025 02:30 - 18.03.2025 02:45","265","0"
"18.03.2025 02:45 - 18.03.2025 03:00","265","0"
"18.03.2025 03:00 - 18.03.2025 03:15","255","0"
"18.03.2025 03:15 - 18.03.2025 03:30","255","0"
"18.03.2025 03:30 - 18.03.2025 03:45","259","0"
"18.03.2025 03:45 - 18.03.2025 04:00","256","0"
"18.03.2025 04:00 - 18.03.2025 04:15","229","0"
"18.03.2025 04:15 - 18.03.2025 04:30","250","0"
"18.03.2025 04:30 - 18.03.2025 04:45","257","0"
"18.03.2025 04:45 - 18.03.2025 05:00","258","0"
"18.03.2025 05:00 - 18.03.2025 05:15","191","0"
"18.03.2025 05:15 - 18.03.2025 05:30","185","0"
"18.03.2025 05:30 - 18.03.2025 05:45","212","0"
"18.03.2025 05:45 - 18.03.2025 06:00","200","0"
"18.03.2025 06:00 - 18.03.2025 06:15","77","0"
"18.03.2025 06:15 - 18.03.2025 06:30","59","0"
"18.03.2025 06:30 - 18.03.2025 06:45","85","0"
"18.03.2025 06:45 - 18.03.2025 07:00","97","0"
"18.03.2025 07:00 - 18.03.2025 07:15","70","0"
"18.03.2025 07:15 - 18.03.2025 07:30","84","0"
"18.03.2025 07:30 - 18.03.2025 07:45","86","0"
"18.03.2025 07:45 - 18.03.2025 08:00","78","0"
"18.03.2025 08:00 - 18.03.2025 08:15","154","0"
"18.03.2025 08:15 - 18.03.2025 08:30","165","0"
"18.03.2025 08:30 - 18.03.2025 08:45","132","0"
"18.03.2025 08:45 - 18.03.2025 09:00","131","0"
"18.03.2025 09:00 - 18.03.2025 09:15","184","0"
"18.03.2025 09:15 - 18.03.2025 09:30","197","0"
"18.03.2025 09:30 - 18.03.2025 09:45","180","0"
"18.03.2025 09:45 - 18.03.2025 10:00","175","0"
"18.03.2025 10:00 - 18.03.2025 10:15","290","0"
"18.03.2025 10:15 - 18.03.2025 10:30","267","0"
"18.03.2025 10:30 - 18.03.2025 10:45","240","0"
"18.03.2025 10:45 - 18.03.2025 11:00","219","0"
"18.03.2025 11:00 - 18.03.2025 11:15","225","0"
"18.03.2025 11:15 - 18.03.2025 11:30","229","0"
"18.03.2025 11:30 - 18.03.2025 11:45","247","0"
"18.03.2025 11:45 - 18.03.2025 12:00","261","0"
"18.03.2025 12:00 - 18.03.2025 12:15","252","0"
"18.03.2025 12:15 - 18.03.2025 12:30","255","0"
"18.03.2025 12:30 - 18.03.2025 12:45","248","0"
"18.03.2025 12:45 - 18.03.2025 13:00","225","0"
"18.03.2025 13:00 - 18.03.2025 13:15","209","0"
"18.03.2025 13:15 - 18.03.2025 13:30","317","0"
"18.03.2025 13:30 - 18.03.2025 13:45","327","0"
