"Time (CET/CEST)","BZN|NO5 > BZN|NO1 [MW]","BZN|NO1 > BZN|NO5 [MW]"
"18.03.2025 00:00 - 18.03.2025 00:15","1859","0"
"18.03.2025 00:15 - 18.03.2025 00:30","1862","0"
"18.03.2025 00:30 - 18.03.2025 00:45","1832","0"
"18.03.2025 00:45 - 18.03.2025 01:00","1761","0"
"18.03.2025 01:00 - 18.03.2025 01:15","1761","0"
"18.03.2025 01:15 - 18.03.2025 01:30","1682","0"
"18.03.2025 01:30 - 18.03.2025 01:45","1687","0"
"18.03.2025 01:45 - 18.03.2025 02:00","1693","0"
"18.03.2025 02:00 - 18.03.2025 02:15","1653","0"
"18.03.2025 02:15 - 18.03.2025 02:30","1634","0"
"18.03.2025 02:30 - 18.03.2025 02:45","1605","0"
"18.03.2025 02:45 - 18.03.2025 03:00","1615","0"
"18.03.2025 03:00 - 18.03.2025 03:15","1683","0"
"18.03.2025 03:15 - 18.03.2025 03:30","1654","0"
"18.03.2025 03:30 - 18.03.2025 03:45","1607","0"
"18.03.2025 03:45 - 18.03.2025 04:00","1577","0"
"18.03.2025 04:00 - 18.03.2025 04:15","1671","0"
"18.03.2025 04:15 - 18.03.2025 04:30","1649","0"
"18.03.2025 04:30 - 18.03.2025 04:45","1603","0"
"18.03.2025 04:45 - 18.03.2025 05:00","1630","0"
"18.03.2025 05:00 - 18.03.2025 05:15","1570","0"
"18.03.2025 05:15 - 18.03.2025 05:30","1562","0"
"18.03.2025 05:30 - 18.03.2025 05:45","1614","0"
"18.03.2025 05:45 - 18.03.2025 06:00","1721","0"
"18.03.2025 06:00 - 18.03.2025 06:15","1947","0"
"18.03.2025 06:15 - 18.03.2025 06:30","2037","0"
"18.03.2025 06:30 - 18.03.2025 06:45","2115","0"
"18.03.2025 06:45 - 18.03.2025 07:00","2144","0"
"18.03.2025 07:00 - 18.03.2025 07:15","2424","0"
"18.03.2025 07:15 - 18.03.2025 07:30","2468","0"
"18.03.2025 07:30 - 18.03.2025 07:45","2465","0"
"18.03.2025 07:45 - 18.03.2025 08:00","2432","0"
"18.03.2025 08:00 - 18.03.2025 08:15","2074","0"
"18.03.2025 08:15 - 18.03.2025 08:30","1954","0"
"18.03.2025 08:30 - 18.03.2025 08:45","1981","0"
"18.03.2025 08:45 - 18.03.2025 09:00","1955","0"
"18.03.2025 09:00 - 18.03.2025 09:15","1889","0"
"18.03.2025 09:15 - 18.03.2025 09:30","1921","0"
"18.03.2025 09:30 - 18.03.2025 09:45","1926","0"
"18.03.2025 09:45 - 18.03.2025 10:00","1918","0"
"18.03.2025 10:00 - 18.03.2025 10:15","1546","0"
"18.03.2025 10:15 - 18.03.2025 10:30","1335","0"
"18.03.2025 10:30 - 18.03.2025 10:45","1303","0"
"18.03.2025 10:45 - 18.03.2025 11:00","1273","0"
"18.03.2025 11:00 - 18.03.2025 11:15","1007","0"
"18.03.2025 11:15 - 18.03.2025 11:30","822","0"
"18.03.2025 11:30 - 18.03.2025 11:45","733","0"
"18.03.2025 11:45 - 18.03.2025 12:00","785","0"
"18.03.2025 12:00 - 18.03.2025 12:15","753","0"
"18.03.2025 12:15 - 18.03.2025 12:30","648","0"
"18.03.2025 12:30 - 18.03.2025 12:45","652","0"
"18.03.2025 12:45 - 18.03.2025 13:00","674","0"
"18.03.2025 13:00 - 18.03.2025 13:15","671","0"
"18.03.2025 13:15 - 18.03.2025 13:30","731","0"
"18.03.2025 13:30 - 18.03.2025 13:45","716","0"
"18.03.2025 13:45 - 18.03.2025 14:00","719","0"
"18.03.2025 14:00 - 18.03.2025 14:15","878","0"
"18.03.2025 14:15 - 18.03.2025 14:30","903","0"
"18.03.2025 14:30 - 18.03.2025 14:45","903","0"
"18.03.2025 14:45 - 18.03.2025 15:00","979","0"
"18.03.2025 15:00 - 18.03.2025 15:15","1249","0"
"18.03.2025 15:15 - 18.03.2025 15:30","1348","0"
"18.03.2025 15:30 - 18.03.2025 15:45","1304","0"
"18.03.2025 15:45 - 18.03.2025 16:00","1475","0"
"18.03.2025 16:00 - 18.03.2025 16:15","1963","0"
"18.03.2025 16:15 - 18.03.2025 16:30","2022","0"
"18.03.2025 16:30 - 18.03.2025 16:45","2082","0"
"18.03.2025 16:45 - 18.03.2025 17:00","2126","0"
"18.03.2025 17:00 - 18.03.2025 17:15","2099","0"
"18.03.2025 17:15 - 18.03.2025 17:30","2147","0"
"18.03.2025 17:30 - 18.03.2025 17:45","2239","0"
"18.03.2025 17:45 - 18.03.2025 18:00","2339","0"
"18.03.2025 18:00 - 18.03.2025 18:15","2218","0"
"18.03.2025 18:15 - 18.03.2025 18:30","2128","0"
"18.03.2025 18:30 - 18.03.2025 18:45","2166","0"
"18.03.2025 18:45 - 18.03.2025 19:00","2112","0"
"18.03.2025 19:00 - 18.03.2025 19:15","2121","0"
"18.03.2025 19:15 - 18.03.2025 19:30","2106","0"
"18.03.2025 19:30 - 18.03.2025 19:45","2070","0"
"18.03.2025 19:45 - 18.03.2025 20:00","2115","0"
"18.03.2025 20:00 - 18.03.2025 20:15","2234","0"
"18.03.2025 20:15 - 18.03.2025 20:30","2184","0"
"18.03.2025 20:30 - 18.03.2025 20:45","2069","0"
"18.03.2025 20:45 - 18.03.2025 21:00","2060","0"
"18.03.2025 21:00 - 18.03.2025 21:15","2071","0"
"18.03.2025 21:15 - 18.03.2025 21:30","2108","0"
"18.03.2025 21:30 - 18.03.2025 21:45","1981","0"
"18.03.2025 21:45 - 18.03.2025 22:00","2018","0"
"18.03.2025 22:00 - 18.03.2025 22:15","2030","0"
"18.03.2025 22:15 - 18.03.2025 22:30","2048","0"
"18.03.2025 22:30 - 18.03.2025 22:45","1976","0"
"18.03.2025 22:45 - 18.03.2025 23:00","1964","0"
"18.03.2025 23:00 - 18.03.2025 23:15","1855","0"
