"Time (CET/CEST)","BZN|NO5 > BZN|NO1 [MW]","BZN|NO1 > BZN|NO5 [MW]"
"21.03.2025 00:00 - 21.03.2025 00:15","1974","0"
"21.03.2025 00:15 - 21.03.2025 00:30","2005","0"
"21.03.2025 00:30 - 21.03.2025 00:45","1996","0"
"21.03.2025 00:45 - 21.03.2025 01:00","1941","0"
"21.03.2025 01:00 - 21.03.2025 01:15","1888","0"
"21.03.2025 01:15 - 21.03.2025 01:30","1913","0"
"21.03.2025 01:30 - 21.03.2025 01:45","1888","0"
"21.03.2025 01:45 - 21.03.2025 02:00","1874","0"
"21.03.2025 02:00 - 21.03.2025 02:15","1996","0"
"21.03.2025 02:15 - 21.03.2025 02:30","2005","0"
"21.03.2025 02:30 - 21.03.2025 02:45","1984","0"
"21.03.2025 02:45 - 21.03.2025 03:00","1997","0"
"21.03.2025 03:00 - 21.03.2025 03:15","2016","0"
"21.03.2025 03:15 - 21.03.2025 03:30","2013","0"
"21.03.2025 03:30 - 21.03.2025 03:45","2004","0"
"21.03.2025 03:45 - 21.03.2025 04:00","2021","0"
"21.03.2025 04:00 - 21.03.2025 04:15","2005","0"
"21.03.2025 04:15 - 21.03.2025 04:30","2005","0"
"21.03.2025 04:30 - 21.03.2025 04:45","2068","0"
"21.03.2025 04:45 - 21.03.2025 05:00","2053","0"
"21.03.2025 05:00 - 21.03.2025 05:15","2162","0"
"21.03.2025 05:15 - 21.03.2025 05:30","2201","0"
"21.03.2025 05:30 - 21.03.2025 05:45","2273","0"
"21.03.2025 05:45 - 21.03.2025 06:00","2372","0"
"21.03.2025 06:00 - 21.03.2025 06:15","2357","0"
"21.03.2025 06:15 - 21.03.2025 06:30","2455","0"
"21.03.2025 06:30 - 21.03.2025 06:45","2507","0"
"21.03.2025 06:45 - 21.03.2025 07:00","2623","0"
"21.03.2025 07:00 - 21.03.2025 07:15","2413","0"
"21.03.2025 07:15 - 21.03.2025 07:30","2349","0"
"21.03.2025 07:30 - 21.03.2025 07:45","2405","0"
"21.03.2025 07:45 - 21.03.2025 08:00","2420","0"
"21.03.2025 08:00 - 21.03.2025 08:15","2335","0"
"21.03.2025 08:15 - 21.03.2025 08:30","2299","0"
"21.03.2025 08:30 - 21.03.2025 08:45","2283","0"
"21.03.2025 08:45 - 21.03.2025 09:00","2192","0"
"21.03.2025 09:00 - 21.03.2025 09:15","2214","0"
"21.03.2025 09:15 - 21.03.2025 09:30","2214","0"
"21.03.2025 09:30 - 21.03.2025 09:45","1919","0"
"21.03.2025 09:45 - 21.03.2025 10:00","1669","0"
"21.03.2025 10:00 - 21.03.2025 10:15","1693","0"
"21.03.2025 10:15 - 21.03.2025 10:30","1623","0"
"21.03.2025 10:30 - 21.03.2025 10:45","1328","0"
"21.03.2025 10:45 - 21.03.2025 11:00","1111","0"
"21.03.2025 11:00 - 21.03.2025 11:15","948","0"
"21.03.2025 11:15 - 21.03.2025 11:30","685","0"
"21.03.2025 11:30 - 21.03.2025 11:45","665","0"
