"Time (CET/CEST)","BZN|NO5 > BZN|NO1 [MW]","BZN|NO1 > BZN|NO5 [MW]"
"04.03.2025 00:00 - 04.03.2025 00:15","1272","0"
"04.03.2025 00:15 - 04.03.2025 00:30","1293","0"
"04.03.2025 00:30 - 04.03.2025 00:45","1223","0"
"04.03.2025 00:45 - 04.03.2025 01:00","1136","0"
"04.03.2025 01:00 - 04.03.2025 01:15","1206","0"
"04.03.2025 01:15 - 04.03.2025 01:30","1230","0"
"04.03.2025 01:30 - 04.03.2025 01:45","1189","0"
"04.03.2025 01:45 - 04.03.2025 02:00","1167","0"
"04.03.2025 02:00 - 04.03.2025 02:15","1169","0"
"04.03.2025 02:15 - 04.03.2025 02:30","1179","0"
"04.03.2025 02:30 - 04.03.2025 02:45","1211","0"
"04.03.2025 02:45 - 04.03.2025 03:00","1218","0"
"04.03.2025 03:00 - 04.03.2025 03:15","1091","0"
"04.03.2025 03:15 - 04.03.2025 03:30","1081","0"
"04.03.2025 03:30 - 04.03.2025 03:45","1111","0"
"04.03.2025 03:45 - 04.03.2025 04:00","1159","0"
"04.03.2025 04:00 - 04.03.2025 04:15","1046","0"
"04.03.2025 04:15 - 04.03.2025 04:30","1015","0"
"04.03.2025 04:30 - 04.03.2025 04:45","999","0"
"04.03.2025 04:45 - 04.03.2025 05:00","1066","0"
"04.03.2025 05:00 - 04.03.2025 05:15","1093","0"
"04.03.2025 05:15 - 04.03.2025 05:30","1140","0"
"04.03.2025 05:30 - 04.03.2025 05:45","1295","0"
"04.03.2025 05:45 - 04.03.2025 06:00","1299","0"
"04.03.2025 06:00 - 04.03.2025 06:15","1269","0"
"04.03.2025 06:15 - 04.03.2025 06:30","1336","0"
"04.03.2025 06:30 - 04.03.2025 06:45","1486","0"
"04.03.2025 06:45 - 04.03.2025 07:00","1703","0"
"04.03.2025 07:00 - 04.03.2025 07:15","1788","0"
"04.03.2025 07:15 - 04.03.2025 07:30","1918","0"
"04.03.2025 07:30 - 04.03.2025 07:45","1955","0"
"04.03.2025 07:45 - 04.03.2025 08:00","1993","0"
"04.03.2025 08:00 - 04.03.2025 08:15","1868","0"
"04.03.2025 08:15 - 04.03.2025 08:30","1888","0"
"04.03.2025 08:30 - 04.03.2025 08:45","1905","0"
"04.03.2025 08:45 - 04.03.2025 09:00","1903","0"
"04.03.2025 09:00 - 04.03.2025 09:15","1846","0"
"04.03.2025 09:15 - 04.03.2025 09:30","1863","0"
"04.03.2025 09:30 - 04.03.2025 09:45","1808","0"
"04.03.2025 09:45 - 04.03.2025 10:00","1702","0"
"04.03.2025 10:00 - 04.03.2025 10:15","1580","0"
"04.03.2025 10:15 - 04.03.2025 10:30","1493","0"
"04.03.2025 10:30 - 04.03.2025 10:45","1478","0"
"04.03.2025 10:45 - 04.03.2025 11:00","1451","0"
"04.03.2025 11:00 - 04.03.2025 11:15","1254","0"
"04.03.2025 11:15 - 04.03.2025 11:30","1254","0"
"04.03.2025 11:30 - 04.03.2025 11:45","1207","0"
"04.03.2025 11:45 - 04.03.2025 12:00","1185","0"
"04.03.2025 12:00 - 04.03.2025 12:15","991","0"
"04.03.2025 12:15 - 04.03.2025 12:30","925","0"
"04.03.2025 12:30 - 04.03.2025 12:45","966","0"
"04.03.2025 12:45 - 04.03.2025 13:00","993","0"
"04.03.2025 13:00 - 04.03.2025 13:15","875","0"
"04.03.2025 13:15 - 04.03.2025 13:30","908","0"
"04.03.2025 13:30 - 04.03.2025 13:45","858","0"
"04.03.2025 13:45 - 04.03.2025 14:00","837","0"
"04.03.2025 14:00 - 04.03.2025 14:15","924","0"
"04.03.2025 14:15 - 04.03.2025 14:30","982","0"
"04.03.2025 14:30 - 04.03.2025 14:45","960","0"
"04.03.2025 14:45 - 04.03.2025 15:00","1034","0"
"04.03.2025 15:00 - 04.03.2025 15:15","1041","0"
"04.03.2025 15:15 - 04.03.2025 15:30","1044","0"
"04.03.2025 15:30 - 04.03.2025 15:45","1113","0"
"04.03.2025 15:45 - 04.03.2025 16:00","1213","0"
"04.03.2025 16:00 - 04.03.2025 16:15","1231","0"
"04.03.2025 16:15 - 04.03.2025 16:30","1167","0"
"04.03.2025 16:30 - 04.03.2025 16:45","1177","0"
"04.03.2025 16:45 - 04.03.2025 17:00","1330","0"
"04.03.2025 17:00 - 04.03.2025 17:15","1607","0"
"04.03.2025 17:15 - 04.03.2025 17:30","1796","0"
"04.03.2025 17:30 - 04.03.2025 17:45","1689","0"
"04.03.2025 17:45 - 04.03.2025 18:00","1753","0"
"04.03.2025 18:00 - 04.03.2025 18:15","1931","0"
"04.03.2025 18:15 - 04.03.2025 18:30","1890","0"
"04.03.2025 18:30 - 04.03.2025 18:45","1720","0"
"04.03.2025 18:45 - 04.03.2025 19:00","1735","0"
"04.03.2025 19:00 - 04.03.2025 19:15","1549","0"
"04.03.2025 19:15 - 04.03.2025 19:30","1457","0"
"04.03.2025 19:30 - 04.03.2025 19:45","1489","0"
"04.03.2025 19:45 - 04.03.2025 20:00","1420","0"
"04.03.2025 20:00 - 04.03.2025 20:15","1234","0"
"04.03.2025 20:15 - 04.03.2025 20:30","1159","0"
"04.03.2025 20:30 - 04.03.2025 20:45","1127","0"
"04.03.2025 20:45 - 04.03.2025 21:00","1145","0"
"04.03.2025 21:00 - 04.03.2025 21:15","1119","0"
"04.03.2025 21:15 - 04.03.2025 21:30","1084","0"
