"Time (CET/CEST)","BZN|NO3 > BZN|NO1 [MW]","BZN|NO1 > BZN|NO3 [MW]"
"23.03.2025 00:00 - 23.03.2025 00:15","278","0"
"23.03.2025 00:15 - 23.03.2025 00:30","278","0"
"23.03.2025 00:30 - 23.03.2025 00:45","260","0"
"23.03.2025 00:45 - 23.03.2025 01:00","254","0"
"23.03.2025 01:00 - 23.03.2025 01:15","279","0"
"23.03.2025 01:15 - 23.03.2025 01:30","276","0"
"23.03.2025 01:30 - 23.03.2025 01:45","264","0"
"23.03.2025 01:45 - 23.03.2025 02:00","256","0"
"23.03.2025 02:00 - 23.03.2025 02:15","261","0"
"23.03.2025 02:15 - 23.03.2025 02:30","270","0"
"23.03.2025 02:30 - 23.03.2025 02:45","282","0"
"23.03.2025 02:45 - 23.03.2025 03:00","281","0"
"23.03.2025 03:00 - 23.03.2025 03:15","291","0"
"23.03.2025 03:15 - 23.03.2025 03:30","296","0"
"23.03.2025 03:30 - 23.03.2025 03:45","298","0"
"23.03.2025 03:45 - 23.03.2025 04:00","284","0"
"23.03.2025 04:00 - 23.03.2025 04:15","299","0"
"23.03.2025 04:15 - 23.03.2025 04:30","307","0"
"23.03.2025 04:30 - 23.03.2025 04:45","326","0"
"23.03.2025 04:45 - 23.03.2025 05:00","326","0"
"23.03.2025 05:00 - 23.03.2025 05:15","319","0"
"23.03.2025 05:15 - 23.03.2025 05:30","309","0"
"23.03.2025 05:30 - 23.03.2025 05:45","302","0"
"23.03.2025 05:45 - 23.03.2025 06:00","316","0"
"23.03.2025 06:00 - 23.03.2025 06:15","306","0"
"23.03.2025 06:15 - 23.03.2025 06:30","276","0"
"23.03.2025 06:30 - 23.03.2025 06:45","257","0"
"23.03.2025 06:45 - 23.03.2025 07:00","251","0"
"23.03.2025 07:00 - 23.03.2025 07:15","261","0"
"23.03.2025 07:15 - 23.03.2025 07:30","250","0"
"23.03.2025 07:30 - 23.03.2025 07:45","252","0"
"23.03.2025 07:45 - 23.03.2025 08:00","247","0"
"23.03.2025 08:00 - 23.03.2025 08:15","228","0"
"23.03.2025 08:15 - 23.03.2025 08:30","227","0"
"23.03.2025 08:30 - 23.03.2025 08:45","247","0"
"23.03.2025 08:45 - 23.03.2025 09:00","242","0"
"23.03.2025 09:00 - 23.03.2025 09:15","216","0"
"23.03.2025 09:15 - 23.03.2025 09:30","212","0"
"23.03.2025 09:30 - 23.03.2025 09:45","195","0"
"23.03.2025 09:45 - 23.03.2025 10:00","190","0"
"23.03.2025 10:00 - 23.03.2025 10:15","177","0"
"23.03.2025 10:15 - 23.03.2025 10:30","165","0"
"23.03.2025 10:30 - 23.03.2025 10:45","160","0"
"23.03.2025 10:45 - 23.03.2025 11:00","158","0"
"23.03.2025 11:00 - 23.03.2025 11:15","172","0"
"23.03.2025 11:15 - 23.03.2025 11:30","170","0"
"23.03.2025 11:30 - 23.03.2025 11:45","174","0"
"23.03.2025 11:45 - 23.03.2025 12:00","158","0"
"23.03.2025 12:00 - 23.03.2025 12:15","181","0"
"23.03.2025 12:15 - 23.03.2025 12:30","188","0"
"23.03.2025 12:30 - 23.03.2025 12:45","184","0"
"23.03.2025 12:45 - 23.03.2025 13:00","184","0"
"23.03.2025 13:00 - 23.03.2025 13:15","187","0"
"23.03.2025 13:15 - 23.03.2025 13:30","195","0"
"23.03.2025 13:30 - 23.03.2025 13:45","189","0"
"23.03.2025 13:45 - 23.03.2025 14:00","194","0"
"23.03.2025 14:00 - 23.03.2025 14:15","193","0"
"23.03.2025 14:15 - 23.03.2025 14:30","193","0"
"23.03.2025 14:30 - 23.03.2025 14:45","198","0"
"23.03.2025 14:45 - 23.03.2025 15:00","188","0"
"23.03.2025 15:00 - 23.03.2025 15:15","207","0"
"23.03.2025 15:15 - 23.03.2025 15:30","238","0"
"23.03.2025 15:30 - 23.03.2025 15:45","211","0"
"23.03.2025 15:45 - 23.03.2025 16:00","196","0"
"23.03.2025 16:00 - 23.03.2025 16:15","209","0"
"23.03.2025 16:15 - 23.03.2025 16:30","260","0"
"23.03.2025 16:30 - 23.03.2025 16:45","253","0"
"23.03.2025 16:45 - 23.03.2025 17:00","257","0"
"23.03.2025 17:00 - 23.03.2025 17:15","221","0"
"23.03.2025 17:15 - 23.03.2025 17:30","228","0"
"23.03.2025 17:30 - 23.03.2025 17:45","230","0"
"23.03.2025 17:45 - 23.03.2025 18:00","241","0"
"23.03.2025 18:00 - 23.03.2025 18:15","225","0"
"23.03.2025 18:15 - 23.03.2025 18:30","227","0"
"23.03.2025 18:30 - 23.03.2025 18:45","227","0"
"23.03.2025 18:45 - 23.03.2025 19:00","223","0"
"23.03.2025 19:00 - 23.03.2025 19:15","209","0"
"23.03.2025 19:15 - 23.03.2025 19:30","213","0"
"23.03.2025 19:30 - 23.03.2025 19:45","221","0"
"23.03.2025 19:45 - 23.03.2025 20:00","215","0"
"23.03.2025 20:00 - 23.03.2025 20:15","200","0"
"23.03.2025 20:15 - 23.03.2025 20:30","188","0"
"23.03.2025 20:30 - 23.03.2025 20:45","184","0"
"23.03.2025 20:45 - 23.03.2025 21:00","185","0"
"23.03.2025 21:00 - 23.03.2025 21:15","220","0"
"23.03.2025 21:15 - 23.03.2025 21:30","223","0"
"23.03.2025 21:30 - 23.03.2025 21:45","216","0"
"23.03.2025 21:45 - 23.03.2025 22:00","216","0"
"23.03.2025 22:00 - 23.03.2025 22:15","222","0"
"23.03.2025 22:15 - 23.03.2025 22:30","232","0"
"23.03.2025 22:30 - 23.03.2025 22:45","228","0"
"23.03.2025 22:45 - 23.03.2025 23:00","228","0"
"23.03.2025 23:00 - 23.03.2025 23:15","240","0"
"23.03.2025 23:15 - 23.03.2025 23:30","250","0"
"23.03.2025 23:30 - 23.03.2025 23:45","237","0"
"23.03.2025 23:45 - 24.03.2025 00:00","221","0"
