"Time (CET/CEST)","BZN|NO3 > BZN|NO1 [MW]","BZN|NO1 > BZN|NO3 [MW]"
"09.03.2025 00:00 - 09.03.2025 00:15","357","0"
"09.03.2025 00:15 - 09.03.2025 00:30","349","0"
"09.03.2025 00:30 - 09.03.2025 00:45","343","0"
"09.03.2025 00:45 - 09.03.2025 01:00","358","0"
"09.03.2025 01:00 - 09.03.2025 01:15","370","0"
"09.03.2025 01:15 - 09.03.2025 01:30","358","0"
"09.03.2025 01:30 - 09.03.2025 01:45","347","0"
"09.03.2025 01:45 - 09.03.2025 02:00","339","0"
"09.03.2025 02:00 - 09.03.2025 02:15","325","0"
"09.03.2025 02:15 - 09.03.2025 02:30","323","0"
"09.03.2025 02:30 - 09.03.2025 02:45","313","0"
"09.03.2025 02:45 - 09.03.2025 03:00","326","0"
"09.03.2025 03:00 - 09.03.2025 03:15","351","0"
"09.03.2025 03:15 - 09.03.2025 03:30","328","0"
"09.03.2025 03:30 - 09.03.2025 03:45","325","0"
"09.03.2025 03:45 - 09.03.2025 04:00","341","0"
"09.03.2025 04:00 - 09.03.2025 04:15","349","0"
"09.03.2025 04:15 - 09.03.2025 04:30","344","0"
"09.03.2025 04:30 - 09.03.2025 04:45","342","0"
"09.03.2025 04:45 - 09.03.2025 05:00","349","0"
"09.03.2025 05:00 - 09.03.2025 05:15","357","0"
"09.03.2025 05:15 - 09.03.2025 05:30","337","0"
"09.03.2025 05:30 - 09.03.2025 05:45","361","0"
"09.03.2025 05:45 - 09.03.2025 06:00","368","0"
"09.03.2025 06:00 - 09.03.2025 06:15","374","0"
"09.03.2025 06:15 - 09.03.2025 06:30","385","0"
"09.03.2025 06:30 - 09.03.2025 06:45","384","0"
"09.03.2025 06:45 - 09.03.2025 07:00","386","0"
"09.03.2025 07:00 - 09.03.2025 07:15","356","0"
"09.03.2025 07:15 - 09.03.2025 07:30","338","0"
"09.03.2025 07:30 - 09.03.2025 07:45","321","0"
"09.03.2025 07:45 - 09.03.2025 08:00","347","0"
"09.03.2025 08:00 - 09.03.2025 08:15","374","0"
"09.03.2025 08:15 - 09.03.2025 08:30","362","0"
"09.03.2025 08:30 - 09.03.2025 08:45","368","0"
"09.03.2025 08:45 - 09.03.2025 09:00","363","0"
"09.03.2025 09:00 - 09.03.2025 09:15","356","0"
"09.03.2025 09:15 - 09.03.2025 09:30","335","0"
"09.03.2025 09:30 - 09.03.2025 09:45","320","0"
"09.03.2025 09:45 - 09.03.2025 10:00","300","0"
