"Time (CET/CEST)","BZN|NO5 > BZN|NO1 [MW]","BZN|NO1 > BZN|NO5 [MW]"
"29.03.2025 00:00 - 29.03.2025 00:15","953","0"
"29.03.2025 00:15 - 29.03.2025 00:30","973","0"
"29.03.2025 00:30 - 29.03.2025 00:45","904","0"
"29.03.2025 00:45 - 29.03.2025 01:00","849","0"
"29.03.2025 01:00 - 29.03.2025 01:15","810","0"
"29.03.2025 01:15 - 29.03.2025 01:30","855","0"
"29.03.2025 01:30 - 29.03.2025 01:45","818","0"
"29.03.2025 01:45 - 29.03.2025 02:00","816","0"
"29.03.2025 02:00 - 29.03.2025 02:15","852","0"
"29.03.2025 02:15 - 29.03.2025 02:30","887","0"
"29.03.2025 02:30 - 29.03.2025 02:45","899","0"
"29.03.2025 02:45 - 29.03.2025 03:00","883","0"
"29.03.2025 03:00 - 29.03.2025 03:15","892","0"
"29.03.2025 03:15 - 29.03.2025 03:30","885","0"
"29.03.2025 03:30 - 29.03.2025 03:45","909","0"
"29.03.2025 03:45 - 29.03.2025 04:00","925","0"
"29.03.2025 04:00 - 29.03.2025 04:15","1116","0"
"29.03.2025 04:15 - 29.03.2025 04:30","1156","0"
"29.03.2025 04:30 - 29.03.2025 04:45","1131","0"
"29.03.2025 04:45 - 29.03.2025 05:00","1121","0"
"29.03.2025 05:00 - 29.03.2025 05:15","1118","0"
"29.03.2025 05:15 - 29.03.2025 05:30","1137","0"
"29.03.2025 05:30 - 29.03.2025 05:45","1076","0"
"29.03.2025 05:45 - 29.03.2025 06:00","1093","0"
"29.03.2025 06:00 - 29.03.2025 06:15","1093","0"
"29.03.2025 06:15 - 29.03.2025 06:30","1104","0"
"29.03.2025 06:30 - 29.03.2025 06:45","1074","0"
"29.03.2025 06:45 - 29.03.2025 07:00","1036","0"
"29.03.2025 07:00 - 29.03.2025 07:15","1052","0"
"29.03.2025 07:15 - 29.03.2025 07:30","1113","0"
"29.03.2025 07:30 - 29.03.2025 07:45","1122","0"
"29.03.2025 07:45 - 29.03.2025 08:00","1186","0"
"29.03.2025 08:00 - 29.03.2025 08:15","1147","0"
"29.03.2025 08:15 - 29.03.2025 08:30","1211","0"
"29.03.2025 08:30 - 29.03.2025 08:45","1203","0"
"29.03.2025 08:45 - 29.03.2025 09:00","1162","0"
"29.03.2025 09:00 - 29.03.2025 09:15","1301","0"
"29.03.2025 09:15 - 29.03.2025 09:30","1179","0"
"29.03.2025 09:30 - 29.03.2025 09:45","1090","0"
"29.03.2025 09:45 - 29.03.2025 10:00","1102","0"
"29.03.2025 10:00 - 29.03.2025 10:15","1064","0"
