"Time (CET/CEST)","BZN|NO3 > BZN|NO1 [MW]","BZN|NO1 > BZN|NO3 [MW]"
"12.03.2025 00:00 - 12.03.2025 00:15","192","0"
"12.03.2025 00:15 - 12.03.2025 00:30","198","0"
"12.03.2025 00:30 - 12.03.2025 00:45","173","0"
"12.03.2025 00:45 - 12.03.2025 01:00","177","0"
"12.03.2025 01:00 - 12.03.2025 01:15","184","0"
"12.03.2025 01:15 - 12.03.2025 01:30","189","0"
"12.03.2025 01:30 - 12.03.2025 01:45","172","0"
"12.03.2025 01:45 - 12.03.2025 02:00","160","0"
"12.03.2025 02:00 - 12.03.2025 02:15","154","0"
"12.03.2025 02:15 - 12.03.2025 02:30","158","0"
"12.03.2025 02:30 - 12.03.2025 02:45","168","0"
"12.03.2025 02:45 - 12.03.2025 03:00","171","0"
"12.03.2025 03:00 - 12.03.2025 03:15","195","0"
"12.03.2025 03:15 - 12.03.2025 03:30","145","0"
"12.03.2025 03:30 - 12.03.2025 03:45","159","0"
"12.03.2025 03:45 - 12.03.2025 04:00","169","0"
"12.03.2025 04:00 - 12.03.2025 04:15","165","0"
"12.03.2025 04:15 - 12.03.2025 04:30","169","0"
"12.03.2025 04:30 - 12.03.2025 04:45","168","0"
"12.03.2025 04:45 - 12.03.2025 05:00","173","0"
"12.03.2025 05:00 - 12.03.2025 05:15","136","0"
"12.03.2025 05:15 - 12.03.2025 05:30","132","0"
"12.03.2025 05:30 - 12.03.2025 05:45","129","0"
"12.03.2025 05:45 - 12.03.2025 06:00","126","0"
"12.03.2025 06:00 - 12.03.2025 06:15","128","0"
"12.03.2025 06:15 - 12.03.2025 06:30","131","0"
"12.03.2025 06:30 - 12.03.2025 06:45","135","0"
"12.03.2025 06:45 - 12.03.2025 07:00","136","0"
"12.03.2025 07:00 - 12.03.2025 07:15","148","0"
"12.03.2025 07:15 - 12.03.2025 07:30","153","0"
"12.03.2025 07:30 - 12.03.2025 07:45","148","0"
"12.03.2025 07:45 - 12.03.2025 08:00","135","0"
"12.03.2025 08:00 - 12.03.2025 08:15","149","0"
"12.03.2025 08:15 - 12.03.2025 08:30","153","0"
"12.03.2025 08:30 - 12.03.2025 08:45","150","0"
"12.03.2025 08:45 - 12.03.2025 09:00","147","0"
"12.03.2025 09:00 - 12.03.2025 09:15","172","0"
"12.03.2025 09:15 - 12.03.2025 09:30","197","0"
"12.03.2025 09:30 - 12.03.2025 09:45","193","0"
"12.03.2025 09:45 - 12.03.2025 10:00","182","0"
"12.03.2025 10:00 - 12.03.2025 10:15","191","0"
"12.03.2025 10:15 - 12.03.2025 10:30","199","0"
"12.03.2025 10:30 - 12.03.2025 10:45","205","0"
"12.03.2025 10:45 - 12.03.2025 11:00","202","0"
"12.03.2025 11:00 - 12.03.2025 11:15","188","0"
"12.03.2025 11:15 - 12.03.2025 11:30","195","0"
"12.03.2025 11:30 - 12.03.2025 11:45","202","0"
"12.03.2025 11:45 - 12.03.2025 12:00","193","0"
"12.03.2025 12:00 - 12.03.2025 12:15","175","0"
"12.03.2025 12:15 - 12.03.2025 12:30","174","0"
"12.03.2025 12:30 - 12.03.2025 12:45","190","0"
"12.03.2025 12:45 - 12.03.2025 13:00","194","0"
"12.03.2025 13:00 - 12.03.2025 13:15","245","0"
