"Time (CET/CEST)","BZN|NO2 > BZN|NO1 [MW]","BZN|NO1 > BZN|NO2 [MW]"
"08.03.2025 00:00 - 08.03.2025 00:15","0","344"
"08.03.2025 00:15 - 08.03.2025 00:30","0","125"
"08.03.2025 00:30 - 08.03.2025 00:45","0","166"
"08.03.2025 00:45 - 08.03.2025 01:00","0","281"
"08.03.2025 01:00 - 08.03.2025 01:15","0","314"
"08.03.2025 01:15 - 08.03.2025 01:30","0","309"
"08.03.2025 01:30 - 08.03.2025 01:45","0","294"
"08.03.2025 01:45 - 08.03.2025 02:00","0","194"
"08.03.2025 02:00 - 08.03.2025 02:15","0","234"
"08.03.2025 02:15 - 08.03.2025 02:30","0","377"
"08.03.2025 02:30 - 08.03.2025 02:45","0","380"
"08.03.2025 02:45 - 08.03.2025 03:00","0","327"
"08.03.2025 03:00 - 08.03.2025 03:15","0","341"
"08.03.2025 03:15 - 08.03.2025 03:30","0","378"
"08.03.2025 03:30 - 08.03.2025 03:45","0","374"
"08.03.2025 03:45 - 08.03.2025 04:00","0","358"
"08.03.2025 04:00 - 08.03.2025 04:15","0","561"
"08.03.2025 04:15 - 08.03.2025 04:30","0","594"
"08.03.2025 04:30 - 08.03.2025 04:45","0","533"
"08.03.2025 04:45 - 08.03.2025 05:00","0","513"
"08.03.2025 05:00 - 08.03.2025 05:15","0","480"
"08.03.2025 05:15 - 08.03.2025 05:30","0","471"
"08.03.2025 05:30 - 08.03.2025 05:45","0","494"
"08.03.2025 05:45 - 08.03.2025 06:00","0","413"
"08.03.2025 06:00 - 08.03.2025 06:15","0","692"
"08.03.2025 06:15 - 08.03.2025 06:30","0","790"
"08.03.2025 06:30 - 08.03.2025 06:45","0","746"
"08.03.2025 06:45 - 08.03.2025 07:00","0","661"
"08.03.2025 07:00 - 08.03.2025 07:15","0","769"
"08.03.2025 07:15 - 08.03.2025 07:30","0","722"
"08.03.2025 07:30 - 08.03.2025 07:45","0","701"
"08.03.2025 07:45 - 08.03.2025 08:00","0","768"
"08.03.2025 08:00 - 08.03.2025 08:15","0","772"
"08.03.2025 08:15 - 08.03.2025 08:30","0","766"
"08.03.2025 08:30 - 08.03.2025 08:45","0","723"
"08.03.2025 08:45 - 08.03.2025 09:00","0","652"
"08.03.2025 09:00 - 08.03.2025 09:15","0","577"
"08.03.2025 09:15 - 08.03.2025 09:30","0","566"
"08.03.2025 09:30 - 08.03.2025 09:45","0","557"
"08.03.2025 09:45 - 08.03.2025 10:00","0","688"
"08.03.2025 10:00 - 08.03.2025 10:15","0","885"
"08.03.2025 10:15 - 08.03.2025 10:30","0","938"
