"Time (CET/CEST)","BZN|NO2 > BZN|NO1 [MW]","BZN|NO1 > BZN|NO2 [MW]"
"18.03.2025 00:00 - 18.03.2025 00:15","0","660"
"18.03.2025 00:15 - 18.03.2025 00:30","0","656"
"18.03.2025 00:30 - 18.03.2025 00:45","0","763"
"18.03.2025 00:45 - 18.03.2025 01:00","0","778"
"18.03.2025 01:00 - 18.03.2025 01:15","0","860"
"18.03.2025 01:15 - 18.03.2025 01:30","0","810"
"18.03.2025 01:30 - 18.03.2025 01:45","0","832"
"18.03.2025 01:45 - 18.03.2025 02:00","0","761"
"18.03.2025 02:00 - 18.03.2025 02:15","0","800"
"18.03.2025 02:15 - 18.03.2025 02:30","0","814"
"18.03.2025 02:30 - 18.03.2025 02:45","0","818"
"18.03.2025 02:45 - 18.03.2025 03:00","0","821"
"18.03.2025 03:00 - 18.03.2025 03:15","0","819"
"18.03.2025 03:15 - 18.03.2025 03:30","0","820"
"18.03.2025 03:30 - 18.03.2025 03:45","0","843"
"18.03.2025 03:45 - 18.03.2025 04:00","0","830"
"18.03.2025 04:00 - 18.03.2025 04:15","0","785"
"18.03.2025 04:15 - 18.03.2025 04:30","0","817"
"18.03.2025 04:30 - 18.03.2025 04:45","0","824"
"18.03.2025 04:45 - 18.03.2025 05:00","0","830"
"18.03.2025 05:00 - 18.03.2025 05:15","0","470"
"18.03.2025 05:15 - 18.03.2025 05:30","0","440"
"18.03.2025 05:30 - 18.03.2025 05:45","0","451"
"18.03.2025 05:45 - 18.03.2025 06:00","0","266"
"18.03.2025 06:00 - 18.03.2025 06:15","514","0"
"18.03.2025 06:15 - 18.03.2025 06:30","566","0"
"18.03.2025 06:30 - 18.03.2025 06:45","595","0"
"18.03.2025 06:45 - 18.03.2025 07:00","605","0"
"18.03.2025 07:00 - 18.03.2025 07:15","510","0"
"18.03.2025 07:15 - 18.03.2025 07:30","483","0"
"18.03.2025 07:30 - 18.03.2025 07:45","518","0"
"18.03.2025 07:45 - 18.03.2025 08:00","648","0"
"18.03.2025 08:00 - 18.03.2025 08:15","393","0"
"18.03.2025 08:15 - 18.03.2025 08:30","324","0"
"18.03.2025 08:30 - 18.03.2025 08:45","353","0"
"18.03.2025 08:45 - 18.03.2025 09:00","325","0"
"18.03.2025 09:00 - 18.03.2025 09:15","179","0"
"18.03.2025 09:15 - 18.03.2025 09:30","118","0"
"18.03.2025 09:30 - 18.03.2025 09:45","202","0"
"18.03.2025 09:45 - 18.03.2025 10:00","70","0"
"18.03.2025 10:00 - 18.03.2025 10:15","0","532"
"18.03.2025 10:15 - 18.03.2025 10:30","0","543"
"18.03.2025 10:30 - 18.03.2025 10:45","0","470"
"18.03.2025 10:45 - 18.03.2025 11:00","0","345"
"18.03.2025 11:00 - 18.03.2025 11:15","0","403"
"18.03.2025 11:15 - 18.03.2025 11:30","0","346"
"18.03.2025 11:30 - 18.03.2025 11:45","0","415"
"18.03.2025 11:45 - 18.03.2025 12:00","0","569"
"18.03.2025 12:00 - 18.03.2025 12:15","0","416"
"18.03.2025 12:15 - 18.03.2025 12:30","0","439"
"18.03.2025 12:30 - 18.03.2025 12:45","0","485"
"18.03.2025 12:45 - 18.03.2025 13:00","0","512"
"18.03.2025 13:00 - 18.03.2025 13:15","0","625"
"18.03.2025 13:15 - 18.03.2025 13:30","0","722"
"18.03.2025 13:30 - 18.03.2025 13:45","0","727"
"18.03.2025 13:45 - 18.03.2025 14:00","0","776"
"18.03.2025 14:00 - 18.03.2025 14:15","0","836"
"18.03.2025 14:15 - 18.03.2025 14:30","0","730"
"18.03.2025 14:30 - 18.03.2025 14:45","0","778"
"18.03.2025 14:45 - 18.03.2025 15:00","0","942"
"18.03.2025 15:00 - 18.03.2025 15:15","0","575"
"18.03.2025 15:15 - 18.03.2025 15:30","0","469"
"18.03.2025 15:30 - 18.03.2025 15:45","0","301"
"18.03.2025 15:45 - 18.03.2025 16:00","0","419"
"18.03.2025 16:00 - 18.03.2025 16:15","0","616"
"18.03.2025 16:15 - 18.03.2025 16:30","0","583"
"18.03.2025 16:30 - 18.03.2025 16:45","0","613"
"18.03.2025 16:45 - 18.03.2025 17:00","0","562"
"18.03.2025 17:00 - 18.03.2025 17:15","0","387"
"18.03.2025 17:15 - 18.03.2025 17:30","0","314"
"18.03.2025 17:30 - 18.03.2025 17:45","0","281"
"18.03.2025 17:45 - 18.03.2025 18:00","0","223"
"18.03.2025 18:00 - 18.03.2025 18:15","0","109"
"18.03.2025 18:15 - 18.03.2025 18:30","0","97"
"18.03.2025 18:30 - 18.03.2025 18:45","0","103"
"18.03.2025 18:45 - 18.03.2025 19:00","0","154"
"18.03.2025 19:00 - 18.03.2025 19:15","0","471"
"18.03.2025 19:15 - 18.03.2025 19:30","0","575"
"18.03.2025 19:30 - 18.03.2025 19:45","0","573"
"18.03.2025 19:45 - 18.03.2025 20:00","0","510"
"18.03.2025 20:00 - 18.03.2025 20:15","0","462"
"18.03.2025 20:15 - 18.03.2025 20:30","0","589"
"18.03.2025 20:30 - 18.03.2025 20:45","0","613"
"18.03.2025 20:45 - 18.03.2025 21:00","0","480"
"18.03.2025 21:00 - 18.03.2025 21:15","0","535"
"18.03.2025 21:15 - 18.03.2025 21:30","0","797"
"18.03.2025 21:30 - 18.03.2025 21:45","0","758"
"18.03.2025 21:45 - 18.03.2025 22:00","0","754"
"18.03.2025 22:00 - 18.03.2025 22:15","0","817"
"18.03.2025 22:15 - 18.03.2025 22:30","0","848"
"18.03.2025 22:30 - 18.03.2025 22:45","0","858"
"18.03.2025 22:45 - 18.03.2025 23:00","0","800"
"18.03.2025 23:00 - 18.03.2025 23:15","0","900"
"18.03.2025 23:15 - 18.03.2025 23:30","0","991"
"18.03.2025 23:30 - 18.03.2025 23:45","0","1015"
"18.03.2025 23:45 - 19.03.2025 00:00","0","1062"
