"Time (CET/CEST)","BZN|NO3 > BZN|NO1 [MW]","BZN|NO1 > BZN|NO3 [MW]"
"04.03.2025 00:00 - 04.03.2025 00:15","207","0"
"04.03.2025 00:15 - 04.03.2025 00:30","189","0"
"04.03.2025 00:30 - 04.03.2025 00:45","199","0"
"04.03.2025 00:45 - 04.03.2025 01:00","200","0"
"04.03.2025 01:00 - 04.03.2025 01:15","192","0"
"04.03.2025 01:15 - 04.03.2025 01:30","179","0"
"04.03.2025 01:30 - 04.03.2025 01:45","186","0"
"04.03.2025 01:45 - 04.03.2025 02:00","197","0"
"04.03.2025 02:00 - 04.03.2025 02:15","227","0"
"04.03.2025 02:15 - 04.03.2025 02:30","222","0"
"04.03.2025 02:30 - 04.03.2025 02:45","217","0"
"04.03.2025 02:45 - 04.03.2025 03:00","223","0"
"04.03.2025 03:00 - 04.03.2025 03:15","241","0"
"04.03.2025 03:15 - 04.03.2025 03:30","230","0"
"04.03.2025 03:30 - 04.03.2025 03:45","211","0"
"04.03.2025 03:45 - 04.03.2025 04:00","204","0"
"04.03.2025 04:00 - 04.03.2025 04:15","233","0"
"04.03.2025 04:15 - 04.03.2025 04:30","242","0"
"04.03.2025 04:30 - 04.03.2025 04:45","252","0"
"04.03.2025 04:45 - 04.03.2025 05:00","232","0"
"04.03.2025 05:00 - 04.03.2025 05:15","209","0"
"04.03.2025 05:15 - 04.03.2025 05:30","188","0"
"04.03.2025 05:30 - 04.03.2025 05:45","172","0"
"04.03.2025 05:45 - 04.03.2025 06:00","179","0"
"04.03.2025 06:00 - 04.03.2025 06:15","247","0"
"04.03.2025 06:15 - 04.03.2025 06:30","253","0"
"04.03.2025 06:30 - 04.03.2025 06:45","272","0"
"04.03.2025 06:45 - 04.03.2025 07:00","247","0"
"04.03.2025 07:00 - 04.03.2025 07:15","125","0"
"04.03.2025 07:15 - 04.03.2025 07:30","0","36"
"04.03.2025 07:30 - 04.03.2025 07:45","0","36"
"04.03.2025 07:45 - 04.03.2025 08:00","0","36"
"04.03.2025 08:00 - 04.03.2025 08:15","0","28"
"04.03.2025 08:15 - 04.03.2025 08:30","0","31"
"04.03.2025 08:30 - 04.03.2025 08:45","0","36"
"04.03.2025 08:45 - 04.03.2025 09:00","0","37"
"04.03.2025 09:00 - 04.03.2025 09:15","0","37"
"04.03.2025 09:15 - 04.03.2025 09:30","0","36"
"04.03.2025 09:30 - 04.03.2025 09:45","0","36"
"04.03.2025 09:45 - 04.03.2025 10:00","0","36"
"04.03.2025 10:00 - 04.03.2025 10:15","0","38"
"04.03.2025 10:15 - 04.03.2025 10:30","0","35"
"04.03.2025 10:30 - 04.03.2025 10:45","0","36"
"04.03.2025 10:45 - 04.03.2025 11:00","0","27"
"04.03.2025 11:00 - 04.03.2025 11:15","148","0"
"04.03.2025 11:15 - 04.03.2025 11:30","181","0"
"04.03.2025 11:30 - 04.03.2025 11:45","194","0"
"04.03.2025 11:45 - 04.03.2025 12:00","174","0"
"04.03.2025 12:00 - 04.03.2025 12:15","215","0"
"04.03.2025 12:15 - 04.03.2025 12:30","221","0"
"04.03.2025 12:30 - 04.03.2025 12:45","219","0"
"04.03.2025 12:45 - 04.03.2025 13:00","202","0"
"04.03.2025 13:00 - 04.03.2025 13:15","243","0"
"04.03.2025 13:15 - 04.03.2025 13:30","263","0"
"04.03.2025 13:30 - 04.03.2025 13:45","291","0"
"04.03.2025 13:45 - 04.03.2025 14:00","283","0"
"04.03.2025 14:00 - 04.03.2025 14:15","267","0"
"04.03.2025 14:15 - 04.03.2025 14:30","287","0"
"04.03.2025 14:30 - 04.03.2025 14:45","306","0"
"04.03.2025 14:45 - 04.03.2025 15:00","309","0"
"04.03.2025 15:00 - 04.03.2025 15:15","309","0"
"04.03.2025 15:15 - 04.03.2025 15:30","261","0"
"04.03.2025 15:30 - 04.03.2025 15:45","258","0"
"04.03.2025 15:45 - 04.03.2025 16:00","291","0"
"04.03.2025 16:00 - 04.03.2025 16:15","303","0"
"04.03.2025 16:15 - 04.03.2025 16:30","331","0"
"04.03.2025 16:30 - 04.03.2025 16:45","343","0"
"04.03.2025 16:45 - 04.03.2025 17:00","342","0"
"04.03.2025 17:00 - 04.03.2025 17:15","323","0"
