"Time (CET/CEST)","BZN|NO3 > BZN|NO1 [MW]","BZN|NO1 > BZN|NO3 [MW]"
"20.03.2025 00:00 - 20.03.2025 00:15","300","0"
"20.03.2025 00:15 - 20.03.2025 00:30","299","0"
"20.03.2025 00:30 - 20.03.2025 00:45","300","0"
"20.03.2025 00:45 - 20.03.2025 01:00","290","0"
"20.03.2025 01:00 - 20.03.2025 01:15","298","0"
"20.03.2025 01:15 - 20.03.2025 01:30","306","0"
"20.03.2025 01:30 - 20.03.2025 01:45","304","0"
"20.03.2025 01:45 - 20.03.2025 02:00","311","0"
"20.03.2025 02:00 - 20.03.2025 02:15","320","0"
"20.03.2025 02:15 - 20.03.2025 02:30","293","0"
"20.03.2025 02:30 - 20.03.2025 02:45","277","0"
"20.03.2025 02:45 - 20.03.2025 03:00","273","0"
"20.03.2025 03:00 - 20.03.2025 03:15","286","0"
"20.03.2025 03:15 - 20.03.2025 03:30","316","0"
"20.03.2025 03:30 - 20.03.2025 03:45","318","0"
"20.03.2025 03:45 - 20.03.2025 04:00","306","0"
"20.03.2025 04:00 - 20.03.2025 04:15","317","0"
"20.03.2025 04:15 - 20.03.2025 04:30","296","0"
"20.03.2025 04:30 - 20.03.2025 04:45","292","0"
"20.03.2025 04:45 - 20.03.2025 05:00","312","0"
"20.03.2025 05:00 - 20.03.2025 05:15","225","0"
"20.03.2025 05:15 - 20.03.2025 05:30","238","0"
"20.03.2025 05:30 - 20.03.2025 05:45","223","0"
"20.03.2025 05:45 - 20.03.2025 06:00","221","0"
"20.03.2025 06:00 - 20.03.2025 06:15","87","0"
"20.03.2025 06:15 - 20.03.2025 06:30","96","0"
"20.03.2025 06:30 - 20.03.2025 06:45","133","0"
"20.03.2025 06:45 - 20.03.2025 07:00","144","0"
"20.03.2025 07:00 - 20.03.2025 07:15","150","0"
"20.03.2025 07:15 - 20.03.2025 07:30","154","0"
"20.03.2025 07:30 - 20.03.2025 07:45","150","0"
"20.03.2025 07:45 - 20.03.2025 08:00","134","0"
"20.03.2025 08:00 - 20.03.2025 08:15","287","0"
"20.03.2025 08:15 - 20.03.2025 08:30","306","0"
"20.03.2025 08:30 - 20.03.2025 08:45","290","0"
"20.03.2025 08:45 - 20.03.2025 09:00","267","0"
"20.03.2025 09:00 - 20.03.2025 09:15","299","0"
"20.03.2025 09:15 - 20.03.2025 09:30","299","0"
"20.03.2025 09:30 - 20.03.2025 09:45","294","0"
"20.03.2025 09:45 - 20.03.2025 10:00","300","0"
"20.03.2025 10:00 - 20.03.2025 10:15","319","0"
"20.03.2025 10:15 - 20.03.2025 10:30","281","0"
"20.03.2025 10:30 - 20.03.2025 10:45","259","0"
"20.03.2025 10:45 - 20.03.2025 11:00","269","0"
"20.03.2025 11:00 - 20.03.2025 11:15","244","0"
"20.03.2025 11:15 - 20.03.2025 11:30","279","0"
"20.03.2025 11:30 - 20.03.2025 11:45","278","0"
"20.03.2025 11:45 - 20.03.2025 12:00","252","0"
"20.03.2025 12:00 - 20.03.2025 12:15","202","0"
"20.03.2025 12:15 - 20.03.2025 12:30","200","0"
"20.03.2025 12:30 - 20.03.2025 12:45","201","0"
"20.03.2025 12:45 - 20.03.2025 13:00","228","0"
"20.03.2025 13:00 - 20.03.2025 13:15","202","0"
"20.03.2025 13:15 - 20.03.2025 13:30","180","0"
"20.03.2025 13:30 - 20.03.2025 13:45","182","0"
"20.03.2025 13:45 - 20.03.2025 14:00","208","0"
"20.03.2025 14:00 - 20.03.2025 14:15","246","0"
"20.03.2025 14:15 - 20.03.2025 14:30","256","0"
"20.03.2025 14:30 - 20.03.2025 14:45","260","0"
"20.03.2025 14:45 - 20.03.2025 15:00","273","0"
"20.03.2025 15:00 - 20.03.2025 15:15","223","0"
"20.03.2025 15:15 - 20.03.2025 15:30","211","0"
"20.03.2025 15:30 - 20.03.2025 15:45","247","0"
"20.03.2025 15:45 - 20.03.2025 16:00","243","0"
"20.03.2025 16:00 - 20.03.2025 16:15","97","0"
"20.03.2025 16:15 - 20.03.2025 16:30","80","0"
"20.03.2025 16:30 - 20.03.2025 16:45","74","0"
"20.03.2025 16:45 - 20.03.2025 17:00","79","0"
"20.03.2025 17:00 - 20.03.2025 17:15","0","86"
"20.03.2025 17:15 - 20.03.2025 17:30","0","78"
"20.03.2025 17:30 - 20.03.2025 17:45","0","71"
"20.03.2025 17:45 - 20.03.2025 18:00","0","96"
"20.03.2025 18:00 - 20.03.2025 18:15","0","159"
"20.03.2025 18:15 - 20.03.2025 18:30","0","144"
"20.03.2025 18:30 - 20.03.2025 18:45","0","117"
"20.03.2025 18:45 - 20.03.2025 19:00","0","115"
"20.03.2025 19:00 - 20.03.2025 19:15","0","97"
"20.03.2025 19:15 - 20.03.2025 19:30","0","73"
"20.03.2025 19:30 - 20.03.2025 19:45","0","63"
"20.03.2025 19:45 - 20.03.2025 20:00","0","79"
"20.03.2025 20:00 - 20.03.2025 20:15","1","0"
"20.03.2025 20:15 - 20.03.2025 20:30","35","0"
"20.03.2025 20:30 - 20.03.2025 20:45","29","0"
"20.03.2025 20:45 - 20.03.2025 21:00","28","0"
"20.03.2025 21:00 - 20.03.2025 21:15","73","0"
"20.03.2025 21:15 - 20.03.2025 21:30","57","0"
"20.03.2025 21:30 - 20.03.2025 21:45","45","0"
"20.03.2025 21:45 - 20.03.2025 22:00","34","0"
"20.03.2025 22:00 - 20.03.2025 22:15","107","0"
"20.03.2025 22:15 - 20.03.2025 22:30","119","0"
"20.03.2025 22:30 - 20.03.2025 22:45","127","0"
"20.03.2025 22:45 - 20.03.2025 23:00","125","0"
"20.03.2025 23:00 - 20.03.2025 23:15","173","0"
"20.03.2025 23:15 - 20.03.2025 23:30","167","0"
"20.03.2025 23:30 - 20.03.2025 23:45","178","0"
"20.03.2025 23:45 - 21.03.2025 00:00","170","0"
