"Time (CET/CEST)","BZN|NO3 > BZN|NO1 [MW]","BZN|NO1 > BZN|NO3 [MW]"
"17.03.2025 00:00 - 17.03.2025 00:15","246","0"
"17.03.2025 00:15 - 17.03.2025 00:30","238","0"
"17.03.2025 00:30 - 17.03.2025 00:45","241","0"
"17.03.2025 00:45 - 17.03.2025 01:00","279","0"
"17.03.2025 01:00 - 17.03.2025 01:15","288","0"
"17.03.2025 01:15 - 17.03.2025 01:30","260","0"
"17.03.2025 01:30 - 17.03.2025 01:45","248","0"
"17.03.2025 01:45 - 17.03.2025 02:00","270","0"
"17.03.2025 02:00 - 17.03.2025 02:15","265","0"
"17.03.2025 02:15 - 17.03.2025 02:30","243","0"
"17.03.2025 02:30 - 17.03.2025 02:45","251","0"
"17.03.2025 02:45 - 17.03.2025 03:00","244","0"
"17.03.2025 03:00 - 17.03.2025 03:15","231","0"
"17.03.2025 03:15 - 17.03.2025 03:30","230","0"
"17.03.2025 03:30 - 17.03.2025 03:45","242","0"
"17.03.2025 03:45 - 17.03.2025 04:00","234","0"
"17.03.2025 04:00 - 17.03.2025 04:15","214","0"
"17.03.2025 04:15 - 17.03.2025 04:30","221","0"
"17.03.2025 04:30 - 17.03.2025 04:45","245","0"
"17.03.2025 04:45 - 17.03.2025 05:00","251","0"
"17.03.2025 05:00 - 17.03.2025 05:15","175","0"
"17.03.2025 05:15 - 17.03.2025 05:30","132","0"
"17.03.2025 05:30 - 17.03.2025 05:45","121","0"
"17.03.2025 05:45 - 17.03.2025 06:00","125","0"
"17.03.2025 06:00 - 17.03.2025 06:15","5","0"
"17.03.2025 06:15 - 17.03.2025 06:30","2","0"
"17.03.2025 06:30 - 17.03.2025 06:45","28","0"
"17.03.2025 06:45 - 17.03.2025 07:00","23","0"
"17.03.2025 07:00 - 17.03.2025 07:15","56","0"
"17.03.2025 07:15 - 17.03.2025 07:30","75","0"
"17.03.2025 07:30 - 17.03.2025 07:45","69","0"
"17.03.2025 07:45 - 17.03.2025 08:00","76","0"
"17.03.2025 08:00 - 17.03.2025 08:15","91","0"
"17.03.2025 08:15 - 17.03.2025 08:30","94","0"
"17.03.2025 08:30 - 17.03.2025 08:45","86","0"
"17.03.2025 08:45 - 17.03.2025 09:00","87","0"
"17.03.2025 09:00 - 17.03.2025 09:15","173","0"
"17.03.2025 09:15 - 17.03.2025 09:30","196","0"
"17.03.2025 09:30 - 17.03.2025 09:45","176","0"
"17.03.2025 09:45 - 17.03.2025 10:00","138","0"
"17.03.2025 10:00 - 17.03.2025 10:15","226","0"
"17.03.2025 10:15 - 17.03.2025 10:30","228","0"
"17.03.2025 10:30 - 17.03.2025 10:45","206","0"
"17.03.2025 10:45 - 17.03.2025 11:00","197","0"
"17.03.2025 11:00 - 17.03.2025 11:15","225","0"
