"Time (CET/CEST)","BZN|NO2 > BZN|NO1 [MW]","BZN|NO1 > BZN|NO2 [MW]"
"28.03.2025 13:45 - 28.03.2025 14:00","0","689"
"28.03.2025 14:00 - 28.03.2025 14:15","0","851"
"28.03.2025 14:15 - 28.03.2025 14:30","0","974"
"28.03.2025 14:30 - 28.03.2025 14:45","0","791"
"28.03.2025 14:45 - 28.03.2025 15:00","0","843"
"28.03.2025 15:00 - 28.03.2025 15:15","0","890"
"28.03.2025 15:15 - 28.03.2025 15:30","0","1055"
"28.03.2025 15:30 - 28.03.2025 15:45","0","1252"
"28.03.2025 15:45 - 28.03.2025 16:00","0","1328"
"28.03.2025 16:00 - 28.03.2025 16:15","0","1018"
"28.03.2025 16:15 - 28.03.2025 16:30","0","1080"
"28.03.2025 16:30 - 28.03.2025 16:45","0","1159"
"28.03.2025 16:45 - 28.03.2025 17:00","0","1142"
"28.03.2025 17:00 - 28.03.2025 17:15","0","1435"
"28.03.2025 17:15 - 28.03.2025 17:30","0","1519"
"28.03.2025 17:30 - 28.03.2025 17:45","0","1459"
"28.03.2025 17:45 - 28.03.2025 18:00","0","1387"
"28.03.2025 18:00 - 28.03.2025 18:15","0","902"
"28.03.2025 18:15 - 28.03.2025 18:30","0","838"
"28.03.2025 18:30 - 28.03.2025 18:45","0","853"
"28.03.2025 18:45 - 28.03.2025 19:00","0","822"
"28.03.2025 19:00 - 28.03.2025 19:15","0","1284"
"28.03.2025 19:15 - 28.03.2025 19:30","0","1337"
"28.03.2025 19:30 - 28.03.2025 19:45","0","1436"
"28.03.2025 19:45 - 28.03.2025 20:00","0","1542"
"28.03.2025 20:00 - 28.03.2025 20:15","0","1521"
"28.03.2025 20:15 - 28.03.2025 20:30","0","1494"
"28.03.2025 20:30 - 28.03.2025 20:45","0","1628"
"28.03.2025 20:45 - 28.03.2025 21:00","0","1644"
"28.03.2025 21:00 - 28.03.2025 21:15","0","1569"
"28.03.2025 21:15 - 28.03.2025 21:30","0","1589"
"28.03.2025 21:30 - 28.03.2025 21:45","0","1615"
"28.03.2025 21:45 - 28.03.2025 22:00","0","1661"
"28.03.2025 22:00 - 28.03.2025 22:15","0","1591"
"28.03.2025 22:15 - 28.03.2025 22:30","0","1540"
"28.03.2025 22:30 - 28.03.2025 22:45","0","1608"
"28.03.2025 22:45 - 28.03.2025 23:00","0","1619"
"28.03.2025 23:00 - 28.03.2025 23:15","0","1511"
"28.03.2025 23:15 - 28.03.2025 23:30","0","1527"
"28.03.2025 23:30 - 28.03.2025 23:45","0","1549"
"28.03.2025 23:45 - 29.03.2025 00:00","0","1582"
