"Time (CET/CEST)","BZN|NO3 > BZN|NO1 [MW]","BZN|NO1 > BZN|NO3 [MW]"
"21.03.2025 00:00 - 21.03.2025 00:15","129","0"
"21.03.2025 00:15 - 21.03.2025 00:30","124","0"
"21.03.2025 00:30 - 21.03.2025 00:45","133","0"
"21.03.2025 00:45 - 21.03.2025 01:00","121","0"
"21.03.2025 01:00 - 21.03.2025 01:15","112","0"
"21.03.2025 01:15 - 21.03.2025 01:30","105","0"
"21.03.2025 01:30 - 21.03.2025 01:45","94","0"
"21.03.2025 01:45 - 21.03.2025 02:00","97","0"
"21.03.2025 02:00 - 21.03.2025 02:15","119","0"
"21.03.2025 02:15 - 21.03.2025 02:30","129","0"
"21.03.2025 02:30 - 21.03.2025 02:45","132","0"
"21.03.2025 02:45 - 21.03.2025 03:00","127","0"
"21.03.2025 03:00 - 21.03.2025 03:15","145","0"
"21.03.2025 03:15 - 21.03.2025 03:30","156","0"
"21.03.2025 03:30 - 21.03.2025 03:45","156","0"
"21.03.2025 03:45 - 21.03.2025 04:00","158","0"
"21.03.2025 04:00 - 21.03.2025 04:15","165","0"
"21.03.2025 04:15 - 21.03.2025 04:30","159","0"
"21.03.2025 04:30 - 21.03.2025 04:45","155","0"
"21.03.2025 04:45 - 21.03.2025 05:00","163","0"
"21.03.2025 05:00 - 21.03.2025 05:15","77","0"
"21.03.2025 05:15 - 21.03.2025 05:30","67","0"
"21.03.2025 05:30 - 21.03.2025 05:45","77","0"
"21.03.2025 05:45 - 21.03.2025 06:00","74","0"
"21.03.2025 06:00 - 21.03.2025 06:15","67","0"
"21.03.2025 06:15 - 21.03.2025 06:30","65","0"
"21.03.2025 06:30 - 21.03.2025 06:45","68","0"
"21.03.2025 06:45 - 21.03.2025 07:00","57","0"
"21.03.2025 07:00 - 21.03.2025 07:15","124","0"
"21.03.2025 07:15 - 21.03.2025 07:30","150","0"
"21.03.2025 07:30 - 21.03.2025 07:45","132","0"
"21.03.2025 07:45 - 21.03.2025 08:00","132","0"
"21.03.2025 08:00 - 21.03.2025 08:15","156","0"
"21.03.2025 08:15 - 21.03.2025 08:30","155","0"
"21.03.2025 08:30 - 21.03.2025 08:45","153","0"
"21.03.2025 08:45 - 21.03.2025 09:00","174","0"
"21.03.2025 09:00 - 21.03.2025 09:15","175","0"
"21.03.2025 09:15 - 21.03.2025 09:30","191","0"
"21.03.2025 09:30 - 21.03.2025 09:45","210","0"
"21.03.2025 09:45 - 21.03.2025 10:00","140","0"
"21.03.2025 10:00 - 21.03.2025 10:15","260","0"
"21.03.2025 10:15 - 21.03.2025 10:30","273","0"
"21.03.2025 10:30 - 21.03.2025 10:45","264","0"
"21.03.2025 10:45 - 21.03.2025 11:00","257","0"
"21.03.2025 11:00 - 21.03.2025 11:15","273","0"
"21.03.2025 11:15 - 21.03.2025 11:30","287","0"
"21.03.2025 11:30 - 21.03.2025 11:45","291","0"
"21.03.2025 11:45 - 21.03.2025 12:00","289","0"
"21.03.2025 12:00 - 21.03.2025 12:15","272","0"
"21.03.2025 12:15 - 21.03.2025 12:30","272","0"
"21.03.2025 12:30 - 21.03.2025 12:45","284","0"
"21.03.2025 12:45 - 21.03.2025 13:00","281","0"
"21.03.2025 13:00 - 21.03.2025 13:15","283","0"
"21.03.2025 13:15 - 21.03.2025 13:30","295","0"
"21.03.2025 13:30 - 21.03.2025 13:45","275","0"
"21.03.2025 13:45 - 21.03.2025 14:00","276","0"
"21.03.2025 14:00 - 21.03.2025 14:15","291","0"
"21.03.2025 14:15 - 21.03.2025 14:30","281","0"
"21.03.2025 14:30 - 21.03.2025 14:45","285","0"
"21.03.2025 14:45 - 21.03.2025 15:00","292","0"
"21.03.2025 15:00 - 21.03.2025 15:15","266","0"
"21.03.2025 15:15 - 21.03.2025 15:30","280","0"
"21.03.2025 15:30 - 21.03.2025 15:45","292","0"
"21.03.2025 15:45 - 21.03.2025 16:00","297","0"
"21.03.2025 16:00 - 21.03.2025 16:15","239","0"
"21.03.2025 16:15 - 21.03.2025 16:30","207","0"
"21.03.2025 16:30 - 21.03.2025 16:45","214","0"
"21.03.2025 16:45 - 21.03.2025 17:00","233","0"
"21.03.2025 17:00 - 21.03.2025 17:15","111","0"
"21.03.2025 17:15 - 21.03.2025 17:30","116","0"
"21.03.2025 17:30 - 21.03.2025 17:45","115","0"
"21.03.2025 17:45 - 21.03.2025 18:00","142","0"
"21.03.2025 18:00 - 21.03.2025 18:15","58","0"
"21.03.2025 18:15 - 21.03.2025 18:30","40","0"
"21.03.2025 18:30 - 21.03.2025 18:45","45","0"
"21.03.2025 18:45 - 21.03.2025 19:00","54","0"
"21.03.2025 19:00 - 21.03.2025 19:15","192","0"
"21.03.2025 19:15 - 21.03.2025 19:30","193","0"
"21.03.2025 19:30 - 21.03.2025 19:45","196","0"
"21.03.2025 19:45 - 21.03.2025 20:00","191","0"
"21.03.2025 20:00 - 21.03.2025 20:15","219","0"
"21.03.2025 20:15 - 21.03.2025 20:30","254","0"
"21.03.2025 20:30 - 21.03.2025 20:45","260","0"
"21.03.2025 20:45 - 21.03.2025 21:00","251","0"
"21.03.2025 21:00 - 21.03.2025 21:15","265","0"
"21.03.2025 21:15 - 21.03.2025 21:30","269","0"
"21.03.2025 21:30 - 21.03.2025 21:45","266","0"
"21.03.2025 21:45 - 21.03.2025 22:00","260","0"
"21.03.2025 22:00 - 21.03.2025 22:15","259","0"
"21.03.2025 22:15 - 21.03.2025 22:30","290","0"
"21.03.2025 22:30 - 21.03.2025 22:45","315","0"
"21.03.2025 22:45 - 21.03.2025 23:00","283","0"
"21.03.2025 23:00 - 21.03.2025 23:15","265","0"
"21.03.2025 23:15 - 21.03.2025 23:30","277","0"
"21.03.2025 23:30 - 21.03.2025 23:45","260","0"
"21.03.2025 23:45 - 22.03.2025 00:00","252","0"
