"Time (CET/CEST)","BZN|NO3 > BZN|NO1 [MW]","BZN|NO1 > BZN|NO3 [MW]"
"29.03.2025 00:00 - 29.03.2025 00:15","357","0"
"29.03.2025 00:15 - 29.03.2025 00:30","347","0"
"29.03.2025 00:30 - 29.03.2025 00:45","348","0"
"29.03.2025 00:45 - 29.03.2025 01:00","339","0"
"29.03.2025 01:00 - 29.03.2025 01:15","334","0"
"29.03.2025 01:15 - 29.03.2025 01:30","329","0"
"29.03.2025 01:30 - 29.03.2025 01:45","337","0"
"29.03.2025 01:45 - 29.03.2025 02:00","339","0"
"29.03.2025 02:00 - 29.03.2025 02:15","337","0"
"29.03.2025 02:15 - 29.03.2025 02:30","333","0"
"29.03.2025 02:30 - 29.03.2025 02:45","333","0"
"29.03.2025 02:45 - 29.03.2025 03:00","326","0"
"29.03.2025 03:00 - 29.03.2025 03:15","326","0"
"29.03.2025 03:15 - 29.03.2025 03:30","325","0"
"29.03.2025 03:30 - 29.03.2025 03:45","324","0"
"29.03.2025 03:45 - 29.03.2025 04:00","322","0"
"29.03.2025 04:00 - 29.03.2025 04:15","349","0"
"29.03.2025 04:15 - 29.03.2025 04:30","342","0"
"29.03.2025 04:30 - 29.03.2025 04:45","350","0"
"29.03.2025 04:45 - 29.03.2025 05:00","361","0"
"29.03.2025 05:00 - 29.03.2025 05:15","328","0"
"29.03.2025 05:15 - 29.03.2025 05:30","333","0"
"29.03.2025 05:30 - 29.03.2025 05:45","322","0"
"29.03.2025 05:45 - 29.03.2025 06:00","325","0"
"29.03.2025 06:00 - 29.03.2025 06:15","335","0"
"29.03.2025 06:15 - 29.03.2025 06:30","333","0"
"29.03.2025 06:30 - 29.03.2025 06:45","335","0"
"29.03.2025 06:45 - 29.03.2025 07:00","329","0"
"29.03.2025 07:00 - 29.03.2025 07:15","326","0"
"29.03.2025 07:15 - 29.03.2025 07:30","346","0"
"29.03.2025 07:30 - 29.03.2025 07:45","368","0"
"29.03.2025 07:45 - 29.03.2025 08:00","355","0"
"29.03.2025 08:00 - 29.03.2025 08:15","350","0"
"29.03.2025 08:15 - 29.03.2025 08:30","342","0"
"29.03.2025 08:30 - 29.03.2025 08:45","341","0"
"29.03.2025 08:45 - 29.03.2025 09:00","347","0"
"29.03.2025 09:00 - 29.03.2025 09:15","370","0"
"29.03.2025 09:15 - 29.03.2025 09:30","393","0"
"29.03.2025 09:30 - 29.03.2025 09:45","382","0"
"29.03.2025 09:45 - 29.03.2025 10:00","355","0"
"29.03.2025 10:00 - 29.03.2025 10:15","318","0"
"29.03.2025 10:15 - 29.03.2025 10:30","289","0"
"29.03.2025 10:30 - 29.03.2025 10:45","292","0"
"29.03.2025 10:45 - 29.03.2025 11:00","293","0"
"29.03.2025 11:00 - 29.03.2025 11:15","344","0"
"29.03.2025 11:15 - 29.03.2025 11:30","369","0"
"29.03.2025 11:30 - 29.03.2025 11:45","333","0"
"29.03.2025 11:45 - 29.03.2025 12:00","328","0"
"29.03.2025 12:00 - 29.03.2025 12:15","312","0"
"29.03.2025 12:15 - 29.03.2025 12:30","293","0"
"29.03.2025 12:30 - 29.03.2025 12:45","286","0"
"29.03.2025 12:45 - 29.03.2025 13:00","276","0"
"29.03.2025 13:00 - 29.03.2025 13:15","357","0"
"29.03.2025 13:15 - 29.03.2025 13:30","359","0"
"29.03.2025 13:30 - 29.03.2025 13:45","364","0"
"29.03.2025 13:45 - 29.03.2025 14:00","371","0"
"29.03.2025 14:00 - 29.03.2025 14:15","374","0"
"29.03.2025 14:15 - 29.03.2025 14:30","380","0"
"29.03.2025 14:30 - 29.03.2025 14:45","369","0"
"29.03.2025 14:45 - 29.03.2025 15:00","385","0"
"29.03.2025 15:00 - 29.03.2025 15:15","355","0"
"29.03.2025 15:15 - 29.03.2025 15:30","357","0"
"29.03.2025 15:30 - 29.03.2025 15:45","353","0"
"29.03.2025 15:45 - 29.03.2025 16:00","382","0"
"29.03.2025 16:00 - 29.03.2025 16:15","286","0"
"29.03.2025 16:15 - 29.03.2025 16:30","279","0"
"29.03.2025 16:30 - 29.03.2025 16:45","340","0"
"29.03.2025 16:45 - 29.03.2025 17:00","357","0"
"29.03.2025 17:00 - 29.03.2025 17:15","355","0"
"29.03.2025 17:15 - 29.03.2025 17:30","347","0"
"29.03.2025 17:30 - 29.03.2025 17:45","359","0"
"29.03.2025 17:45 - 29.03.2025 18:00","382","0"
"29.03.2025 18:00 - 29.03.2025 18:15","354","0"
"29.03.2025 18:15 - 29.03.2025 18:30","348","0"
"29.03.2025 18:30 - 29.03.2025 18:45","355","0"
"29.03.2025 18:45 - 29.03.2025 19:00","364","0"
"29.03.2025 19:00 - 29.03.2025 19:15","349","0"
"29.03.2025 19:15 - 29.03.2025 19:30","356","0"
"29.03.2025 19:30 - 29.03.2025 19:45","365","0"
"29.03.2025 19:45 - 29.03.2025 20:00","341","0"
"29.03.2025 20:00 - 29.03.2025 20:15","352","0"
"29.03.2025 20:15 - 29.03.2025 20:30","339","0"
"29.03.2025 20:30 - 29.03.2025 20:45","318","0"
"29.03.2025 20:45 - 29.03.2025 21:00","322","0"
"29.03.2025 21:00 - 29.03.2025 21:15","323","0"
"29.03.2025 21:15 - 29.03.2025 21:30","306","0"
"29.03.2025 21:30 - 29.03.2025 21:45","301","0"
"29.03.2025 21:45 - 29.03.2025 22:00","289","0"
"29.03.2025 22:00 - 29.03.2025 22:15","287","0"
"29.03.2025 22:15 - 29.03.2025 22:30","288","0"
"29.03.2025 22:30 - 29.03.2025 22:45","280","0"
"29.03.2025 22:45 - 29.03.2025 23:00","259","0"
"29.03.2025 23:00 - 29.03.2025 23:15","279","0"
"29.03.2025 23:15 - 29.03.2025 23:30","261","0"
"29.03.2025 23:30 - 29.03.2025 23:45","243","0"
"29.03.2025 23:45 - 30.03.2025 00:00","242","0"
