"Time (CET/CEST)","BZN|NO3 > BZN|NO1 [MW]","BZN|NO1 > BZN|NO3 [MW]"
"03.03.2025 00:00 - 03.03.2025 00:15","284","0"
"03.03.2025 00:15 - 03.03.2025 00:30","279","0"
"03.03.2025 00:30 - 03.03.2025 00:45","277","0"
"03.03.2025 00:45 - 03.03.2025 01:00","276","0"
"03.03.2025 01:00 - 03.03.2025 01:15","261","0"
"03.03.2025 01:15 - 03.03.2025 01:30","253","0"
"03.03.2025 01:30 - 03.03.2025 01:45","271","0"
"03.03.2025 01:45 - 03.03.2025 02:00","288","0"
"03.03.2025 02:00 - 03.03.2025 02:15","280","0"
"03.03.2025 02:15 - 03.03.2025 02:30","289","0"
"03.03.2025 02:30 - 03.03.2025 02:45","303","0"
"03.03.2025 02:45 - 03.03.2025 03:00","292","0"
"03.03.2025 03:00 - 03.03.2025 03:15","282","0"
"03.03.2025 03:15 - 03.03.2025 03:30","277","0"
"03.03.2025 03:30 - 03.03.2025 03:45","274","0"
"03.03.2025 03:45 - 03.03.2025 04:00","271","0"
"03.03.2025 04:00 - 03.03.2025 04:15","258","0"
"03.03.2025 04:15 - 03.03.2025 04:30","235","0"
"03.03.2025 04:30 - 03.03.2025 04:45","228","0"
"03.03.2025 04:45 - 03.03.2025 05:00","245","0"
"03.03.2025 05:00 - 03.03.2025 05:15","281","0"
"03.03.2025 05:15 - 03.03.2025 05:30","296","0"
"03.03.2025 05:30 - 03.03.2025 05:45","308","0"
"03.03.2025 05:45 - 03.03.2025 06:00","270","0"
"03.03.2025 06:00 - 03.03.2025 06:15","248","0"
"03.03.2025 06:15 - 03.03.2025 06:30","278","0"
"03.03.2025 06:30 - 03.03.2025 06:45","306","0"
"03.03.2025 06:45 - 03.03.2025 07:00","304","0"
"03.03.2025 07:00 - 03.03.2025 07:15","277","0"
"03.03.2025 07:15 - 03.03.2025 07:30","295","0"
"03.03.2025 07:30 - 03.03.2025 07:45","315","0"
"03.03.2025 07:45 - 03.03.2025 08:00","327","0"
"03.03.2025 08:00 - 03.03.2025 08:15","309","0"
"03.03.2025 08:15 - 03.03.2025 08:30","271","0"
