"Time (CET/CEST)","BZN|NO5 > BZN|NO1 [MW]","BZN|NO1 > BZN|NO5 [MW]"
"12.03.2025 00:00 - 12.03.2025 00:15","2739","0"
"12.03.2025 00:15 - 12.03.2025 00:30","2709","0"
"12.03.2025 00:30 - 12.03.2025 00:45","2710","0"
"12.03.2025 00:45 - 12.03.2025 01:00","2593","0"
"12.03.2025 01:00 - 12.03.2025 01:15","2588","0"
"12.03.2025 01:15 - 12.03.2025 01:30","2572","0"
"12.03.2025 01:30 - 12.03.2025 01:45","2540","0"
"12.03.2025 01:45 - 12.03.2025 02:00","2526","0"
"12.03.2025 02:00 - 12.03.2025 02:15","2548","0"
"12.03.2025 02:15 - 12.03.2025 02:30","2536","0"
"12.03.2025 02:30 - 12.03.2025 02:45","2537","0"
"12.03.2025 02:45 - 12.03.2025 03:00","2530","0"
"12.03.2025 03:00 - 12.03.2025 03:15","2553","0"
"12.03.2025 03:15 - 12.03.2025 03:30","2634","0"
"12.03.2025 03:30 - 12.03.2025 03:45","2676","0"
"12.03.2025 03:45 - 12.03.2025 04:00","2673","0"
"12.03.2025 04:00 - 12.03.2025 04:15","2600","0"
"12.03.2025 04:15 - 12.03.2025 04:30","2583","0"
"12.03.2025 04:30 - 12.03.2025 04:45","2605","0"
"12.03.2025 04:45 - 12.03.2025 05:00","2603","0"
"12.03.2025 05:00 - 12.03.2025 05:15","2648","0"
"12.03.2025 05:15 - 12.03.2025 05:30","2718","0"
"12.03.2025 05:30 - 12.03.2025 05:45","2827","0"
"12.03.2025 05:45 - 12.03.2025 06:00","2861","0"
"12.03.2025 06:00 - 12.03.2025 06:15","2830","0"
"12.03.2025 06:15 - 12.03.2025 06:30","2905","0"
"12.03.2025 06:30 - 12.03.2025 06:45","3011","0"
"12.03.2025 06:45 - 12.03.2025 07:00","3009","0"
"12.03.2025 07:00 - 12.03.2025 07:15","2982","0"
"12.03.2025 07:15 - 12.03.2025 07:30","3031","0"
"12.03.2025 07:30 - 12.03.2025 07:45","3267","0"
"12.03.2025 07:45 - 12.03.2025 08:00","3341","0"
"12.03.2025 08:00 - 12.03.2025 08:15","3070","0"
"12.03.2025 08:15 - 12.03.2025 08:30","3052","0"
"12.03.2025 08:30 - 12.03.2025 08:45","3095","0"
"12.03.2025 08:45 - 12.03.2025 09:00","3072","0"
"12.03.2025 09:00 - 12.03.2025 09:15","3179","0"
"12.03.2025 09:15 - 12.03.2025 09:30","3132","0"
"12.03.2025 09:30 - 12.03.2025 09:45","3154","0"
"12.03.2025 09:45 - 12.03.2025 10:00","3164","0"
"12.03.2025 10:00 - 12.03.2025 10:15","3171","0"
