"Time (CET/CEST)","BZN|NO3 > BZN|NO1 [MW]","BZN|NO1 > BZN|NO3 [MW]"
"25.03.2025 00:00 - 25.03.2025 00:15","291","0"
"25.03.2025 00:15 - 25.03.2025 00:30","314","0"
"25.03.2025 00:30 - 25.03.2025 00:45","267","0"
"25.03.2025 00:45 - 25.03.2025 01:00","245","0"
"25.03.2025 01:00 - 25.03.2025 01:15","268","0"
"25.03.2025 01:15 - 25.03.2025 01:30","239","0"
"25.03.2025 01:30 - 25.03.2025 01:45","257","0"
"25.03.2025 01:45 - 25.03.2025 02:00","238","0"
"25.03.2025 02:00 - 25.03.2025 02:15","240","0"
"25.03.2025 02:15 - 25.03.2025 02:30","263","0"
"25.03.2025 02:30 - 25.03.2025 02:45","282","0"
"25.03.2025 02:45 - 25.03.2025 03:00","271","0"
"25.03.2025 03:00 - 25.03.2025 03:15","248","0"
"25.03.2025 03:15 - 25.03.2025 03:30","265","0"
"25.03.2025 03:30 - 25.03.2025 03:45","262","0"
"25.03.2025 03:45 - 25.03.2025 04:00","250","0"
"25.03.2025 04:00 - 25.03.2025 04:15","255","0"
"25.03.2025 04:15 - 25.03.2025 04:30","240","0"
"25.03.2025 04:30 - 25.03.2025 04:45","253","0"
"25.03.2025 04:45 - 25.03.2025 05:00","245","0"
"25.03.2025 05:00 - 25.03.2025 05:15","235","0"
"25.03.2025 05:15 - 25.03.2025 05:30","249","0"
"25.03.2025 05:30 - 25.03.2025 05:45","244","0"
"25.03.2025 05:45 - 25.03.2025 06:00","227","0"
"25.03.2025 06:00 - 25.03.2025 06:15","198","0"
"25.03.2025 06:15 - 25.03.2025 06:30","206","0"
"25.03.2025 06:30 - 25.03.2025 06:45","202","0"
"25.03.2025 06:45 - 25.03.2025 07:00","196","0"
"25.03.2025 07:00 - 25.03.2025 07:15","156","0"
"25.03.2025 07:15 - 25.03.2025 07:30","186","0"
"25.03.2025 07:30 - 25.03.2025 07:45","182","0"
"25.03.2025 07:45 - 25.03.2025 08:00","170","0"
"25.03.2025 08:00 - 25.03.2025 08:15","85","0"
"25.03.2025 08:15 - 25.03.2025 08:30","78","0"
"25.03.2025 08:30 - 25.03.2025 08:45","91","0"
"25.03.2025 08:45 - 25.03.2025 09:00","99","0"
"25.03.2025 09:00 - 25.03.2025 09:15","175","0"
"25.03.2025 09:15 - 25.03.2025 09:30","188","0"
"25.03.2025 09:30 - 25.03.2025 09:45","173","0"
"25.03.2025 09:45 - 25.03.2025 10:00","164","0"
"25.03.2025 10:00 - 25.03.2025 10:15","196","0"
"25.03.2025 10:15 - 25.03.2025 10:30","197","0"
"25.03.2025 10:30 - 25.03.2025 10:45","203","0"
"25.03.2025 10:45 - 25.03.2025 11:00","217","0"
"25.03.2025 11:00 - 25.03.2025 11:15","238","0"
"25.03.2025 11:15 - 25.03.2025 11:30","241","0"
"25.03.2025 11:30 - 25.03.2025 11:45","240","0"
"25.03.2025 11:45 - 25.03.2025 12:00","226","0"
"25.03.2025 12:00 - 25.03.2025 12:15","231","0"
"25.03.2025 12:15 - 25.03.2025 12:30","221","0"
"25.03.2025 12:30 - 25.03.2025 12:45","237","0"
"25.03.2025 12:45 - 25.03.2025 13:00","239","0"
"25.03.2025 13:00 - 25.03.2025 13:15","220","0"
"25.03.2025 13:15 - 25.03.2025 13:30","221","0"
"25.03.2025 13:30 - 25.03.2025 13:45","202","0"
"25.03.2025 13:45 - 25.03.2025 14:00","186","0"
"25.03.2025 14:00 - 25.03.2025 14:15","214","0"
"25.03.2025 14:15 - 25.03.2025 14:30","227","0"
"25.03.2025 14:30 - 25.03.2025 14:45","209","0"
"25.03.2025 14:45 - 25.03.2025 15:00","191","0"
"25.03.2025 15:00 - 25.03.2025 15:15","165","0"
"25.03.2025 15:15 - 25.03.2025 15:30","160","0"
"25.03.2025 15:30 - 25.03.2025 15:45","152","0"
"25.03.2025 15:45 - 25.03.2025 16:00","139","0"
"25.03.2025 16:00 - 25.03.2025 16:15","88","0"
"25.03.2025 16:15 - 25.03.2025 16:30","88","0"
"25.03.2025 16:30 - 25.03.2025 16:45","86","0"
"25.03.2025 16:45 - 25.03.2025 17:00","95","0"
"25.03.2025 17:00 - 25.03.2025 17:15","0","16"
"25.03.2025 17:15 - 25.03.2025 17:30","0","29"
