"Time (CET/CEST)","BZN|NO5 > BZN|NO1 [MW]","BZN|NO1 > BZN|NO5 [MW]"
"24.03.2025 00:00 - 24.03.2025 00:15","1471","0"
"24.03.2025 00:15 - 24.03.2025 00:30","1457","0"
"24.03.2025 00:30 - 24.03.2025 00:45","1427","0"
"24.03.2025 00:45 - 24.03.2025 01:00","1407","0"
"24.03.2025 01:00 - 24.03.2025 01:15","1404","0"
"24.03.2025 01:15 - 24.03.2025 01:30","1420","0"
"24.03.2025 01:30 - 24.03.2025 01:45","1409","0"
"24.03.2025 01:45 - 24.03.2025 02:00","1495","0"
"24.03.2025 02:00 - 24.03.2025 02:15","1502","0"
"24.03.2025 02:15 - 24.03.2025 02:30","1515","0"
"24.03.2025 02:30 - 24.03.2025 02:45","1510","0"
"24.03.2025 02:45 - 24.03.2025 03:00","1515","0"
"24.03.2025 03:00 - 24.03.2025 03:15","1515","0"
"24.03.2025 03:15 - 24.03.2025 03:30","1552","0"
"24.03.2025 03:30 - 24.03.2025 03:45","1564","0"
"24.03.2025 03:45 - 24.03.2025 04:00","1631","0"
"24.03.2025 04:00 - 24.03.2025 04:15","1681","0"
"24.03.2025 04:15 - 24.03.2025 04:30","1688","0"
"24.03.2025 04:30 - 24.03.2025 04:45","1686","0"
"24.03.2025 04:45 - 24.03.2025 05:00","1730","0"
"24.03.2025 05:00 - 24.03.2025 05:15","2069","0"
"24.03.2025 05:15 - 24.03.2025 05:30","2189","0"
"24.03.2025 05:30 - 24.03.2025 05:45","2250","0"
"24.03.2025 05:45 - 24.03.2025 06:00","2210","0"
"24.03.2025 06:00 - 24.03.2025 06:15","2351","0"
"24.03.2025 06:15 - 24.03.2025 06:30","2462","0"
"24.03.2025 06:30 - 24.03.2025 06:45","2615","0"
"24.03.2025 06:45 - 24.03.2025 07:00","2578","0"
"24.03.2025 07:00 - 24.03.2025 07:15","2427","0"
"24.03.2025 07:15 - 24.03.2025 07:30","2473","0"
"24.03.2025 07:30 - 24.03.2025 07:45","2531","0"
"24.03.2025 07:45 - 24.03.2025 08:00","2567","0"
"24.03.2025 08:00 - 24.03.2025 08:15","2440","0"
"24.03.2025 08:15 - 24.03.2025 08:30","2402","0"
"24.03.2025 08:30 - 24.03.2025 08:45","2437","0"
"24.03.2025 08:45 - 24.03.2025 09:00","2420","0"
"24.03.2025 09:00 - 24.03.2025 09:15","2452","0"
"24.03.2025 09:15 - 24.03.2025 09:30","2419","0"
"24.03.2025 09:30 - 24.03.2025 09:45","2428","0"
"24.03.2025 09:45 - 24.03.2025 10:00","2270","0"
"24.03.2025 10:00 - 24.03.2025 10:15","2483","0"
"24.03.2025 10:15 - 24.03.2025 10:30","2452","0"
"24.03.2025 10:30 - 24.03.2025 10:45","2364","0"
"24.03.2025 10:45 - 24.03.2025 11:00","2407","0"
