"Time (CET/CEST)","BZN|NO2 > BZN|NO1 [MW]","BZN|NO1 > BZN|NO2 [MW]"
"14.03.2025 00:00 - 14.03.2025 00:15","44","0"
"14.03.2025 00:15 - 14.03.2025 00:30","33","0"
"14.03.2025 00:30 - 14.03.2025 00:45","0","25"
"14.03.2025 00:45 - 14.03.2025 01:00","0","1"
"14.03.2025 01:00 - 14.03.2025 01:15","215","0"
"14.03.2025 01:15 - 14.03.2025 01:30","208","0"
"14.03.2025 01:30 - 14.03.2025 01:45","104","0"
"14.03.2025 01:45 - 14.03.2025 02:00","123","0"
"14.03.2025 02:00 - 14.03.2025 02:15","163","0"
"14.03.2025 02:15 - 14.03.2025 02:30","120","0"
"14.03.2025 02:30 - 14.03.2025 02:45","0","7"
"14.03.2025 02:45 - 14.03.2025 03:00","127","0"
"14.03.2025 03:00 - 14.03.2025 03:15","215","0"
"14.03.2025 03:15 - 14.03.2025 03:30","221","0"
"14.03.2025 03:30 - 14.03.2025 03:45","65","0"
"14.03.2025 03:45 - 14.03.2025 04:00","15","0"
"14.03.2025 04:00 - 14.03.2025 04:15","0","31"
"14.03.2025 04:15 - 14.03.2025 04:30","0","35"
"14.03.2025 04:30 - 14.03.2025 04:45","27","0"
"14.03.2025 04:45 - 14.03.2025 05:00","153","0"
"14.03.2025 05:00 - 14.03.2025 05:15","399","0"
"14.03.2025 05:15 - 14.03.2025 05:30","308","0"
"14.03.2025 05:30 - 14.03.2025 05:45","171","0"
"14.03.2025 05:45 - 14.03.2025 06:00","137","0"
"14.03.2025 06:00 - 14.03.2025 06:15","553","0"
"14.03.2025 06:15 - 14.03.2025 06:30","608","0"
"14.03.2025 06:30 - 14.03.2025 06:45","388","0"
"14.03.2025 06:45 - 14.03.2025 07:00","361","0"
"14.03.2025 07:00 - 14.03.2025 07:15","280","0"
"14.03.2025 07:15 - 14.03.2025 07:30","272","0"
"14.03.2025 07:30 - 14.03.2025 07:45","357","0"
"14.03.2025 07:45 - 14.03.2025 08:00","587","0"
"14.03.2025 08:00 - 14.03.2025 08:15","672","0"
"14.03.2025 08:15 - 14.03.2025 08:30","677","0"
"14.03.2025 08:30 - 14.03.2025 08:45","692","0"
"14.03.2025 08:45 - 14.03.2025 09:00","612","0"
"14.03.2025 09:00 - 14.03.2025 09:15","621","0"
"14.03.2025 09:15 - 14.03.2025 09:30","573","0"
"14.03.2025 09:30 - 14.03.2025 09:45","614","0"
"14.03.2025 09:45 - 14.03.2025 10:00","623","0"
"14.03.2025 10:00 - 14.03.2025 10:15","586","0"
"14.03.2025 10:15 - 14.03.2025 10:30","454","0"
"14.03.2025 10:30 - 14.03.2025 10:45","369","0"
"14.03.2025 10:45 - 14.03.2025 11:00","344","0"
"14.03.2025 11:00 - 14.03.2025 11:15","460","0"
"14.03.2025 11:15 - 14.03.2025 11:30","482","0"
"14.03.2025 11:30 - 14.03.2025 11:45","474","0"
"14.03.2025 11:45 - 14.03.2025 12:00","423","0"
"14.03.2025 12:00 - 14.03.2025 12:15","453","0"
"14.03.2025 12:15 - 14.03.2025 12:30","548","0"
"14.03.2025 12:30 - 14.03.2025 12:45","520","0"
"14.03.2025 12:45 - 14.03.2025 13:00","364","0"
"14.03.2025 13:00 - 14.03.2025 13:15","193","0"
"14.03.2025 13:15 - 14.03.2025 13:30","216","0"
"14.03.2025 13:30 - 14.03.2025 13:45","173","0"
"14.03.2025 13:45 - 14.03.2025 14:00","259","0"
"14.03.2025 14:00 - 14.03.2025 14:15","622","0"
"14.03.2025 14:15 - 14.03.2025 14:30","639","0"
"14.03.2025 14:30 - 14.03.2025 14:45","599","0"
"14.03.2025 14:45 - 14.03.2025 15:00","513","0"
"14.03.2025 15:00 - 14.03.2025 15:15","476","0"
"14.03.2025 15:15 - 14.03.2025 15:30","510","0"
"14.03.2025 15:30 - 14.03.2025 15:45","621","0"
"14.03.2025 15:45 - 14.03.2025 16:00","620","0"
"14.03.2025 16:00 - 14.03.2025 16:15","374","0"
"14.03.2025 16:15 - 14.03.2025 16:30","400","0"
"14.03.2025 16:30 - 14.03.2025 16:45","454","0"
"14.03.2025 16:45 - 14.03.2025 17:00","557","0"
"14.03.2025 17:00 - 14.03.2025 17:15","515","0"
"14.03.2025 17:15 - 14.03.2025 17:30","447","0"
"14.03.2025 17:30 - 14.03.2025 17:45","414","0"
"14.03.2025 17:45 - 14.03.2025 18:00","441","0"
"14.03.2025 18:00 - 14.03.2025 18:15","441","0"
"14.03.2025 18:15 - 14.03.2025 18:30","364","0"
"14.03.2025 18:30 - 14.03.2025 18:45","324","0"
"14.03.2025 18:45 - 14.03.2025 19:00","337","0"
"14.03.2025 19:00 - 14.03.2025 19:15","458","0"
"14.03.2025 19:15 - 14.03.2025 19:30","459","0"
"14.03.2025 19:30 - 14.03.2025 19:45","373","0"
"14.03.2025 19:45 - 14.03.2025 20:00","378","0"
"14.03.2025 20:00 - 14.03.2025 20:15","399","0"
"14.03.2025 20:15 - 14.03.2025 20:30","293","0"
"14.03.2025 20:30 - 14.03.2025 20:45","260","0"
"14.03.2025 20:45 - 14.03.2025 21:00","358","0"
"14.03.2025 21:00 - 14.03.2025 21:15","272","0"
"14.03.2025 21:15 - 14.03.2025 21:30","227","0"
"14.03.2025 21:30 - 14.03.2025 21:45","221","0"
"14.03.2025 21:45 - 14.03.2025 22:00","254","0"
"14.03.2025 22:00 - 14.03.2025 22:15","380","0"
"14.03.2025 22:15 - 14.03.2025 22:30","390","0"
"14.03.2025 22:30 - 14.03.2025 22:45","308","0"
"14.03.2025 22:45 - 14.03.2025 23:00","313","0"
"14.03.2025 23:00 - 14.03.2025 23:15","477","0"
"14.03.2025 23:15 - 14.03.2025 23:30","518","0"
"14.03.2025 23:30 - 14.03.2025 23:45","549","0"
"14.03.2025 23:45 - 15.03.2025 00:00","564","0"
