"Time (CET/CEST)","BZN|NO3 > BZN|NO1 [MW]","BZN|NO1 > BZN|NO3 [MW]"
"15.03.2025 00:00 - 15.03.2025 00:15","274","0"
"15.03.2025 00:15 - 15.03.2025 00:30","301","0"
"15.03.2025 00:30 - 15.03.2025 00:45","280","0"
"15.03.2025 00:45 - 15.03.2025 01:00","279","0"
"15.03.2025 01:00 - 15.03.2025 01:15","316","0"
"15.03.2025 01:15 - 15.03.2025 01:30","314","0"
"15.03.2025 01:30 - 15.03.2025 01:45","296","0"
"15.03.2025 01:45 - 15.03.2025 02:00","305","0"
"15.03.2025 02:00 - 15.03.2025 02:15","328","0"
"15.03.2025 02:15 - 15.03.2025 02:30","331","0"
"15.03.2025 02:30 - 15.03.2025 02:45","335","0"
"15.03.2025 02:45 - 15.03.2025 03:00","330","0"
"15.03.2025 03:00 - 15.03.2025 03:15","342","0"
"15.03.2025 03:15 - 15.03.2025 03:30","345","0"
"15.03.2025 03:30 - 15.03.2025 03:45","335","0"
"15.03.2025 03:45 - 15.03.2025 04:00","339","0"
"15.03.2025 04:00 - 15.03.2025 04:15","356","0"
"15.03.2025 04:15 - 15.03.2025 04:30","342","0"
"15.03.2025 04:30 - 15.03.2025 04:45","335","0"
"15.03.2025 04:45 - 15.03.2025 05:00","334","0"
"15.03.2025 05:00 - 15.03.2025 05:15","333","0"
"15.03.2025 05:15 - 15.03.2025 05:30","332","0"
"15.03.2025 05:30 - 15.03.2025 05:45","299","0"
"15.03.2025 05:45 - 15.03.2025 06:00","296","0"
"15.03.2025 06:00 - 15.03.2025 06:15","304","0"
"15.03.2025 06:15 - 15.03.2025 06:30","315","0"
"15.03.2025 06:30 - 15.03.2025 06:45","326","0"
"15.03.2025 06:45 - 15.03.2025 07:00","330","0"
"15.03.2025 07:00 - 15.03.2025 07:15","315","0"
"15.03.2025 07:15 - 15.03.2025 07:30","294","0"
"15.03.2025 07:30 - 15.03.2025 07:45","297","0"
"15.03.2025 07:45 - 15.03.2025 08:00","303","0"
"15.03.2025 08:00 - 15.03.2025 08:15","307","0"
"15.03.2025 08:15 - 15.03.2025 08:30","316","0"
"15.03.2025 08:30 - 15.03.2025 08:45","345","0"
"15.03.2025 08:45 - 15.03.2025 09:00","333","0"
"15.03.2025 09:00 - 15.03.2025 09:15","337","0"
"15.03.2025 09:15 - 15.03.2025 09:30","333","0"
"15.03.2025 09:30 - 15.03.2025 09:45","322","0"
"15.03.2025 09:45 - 15.03.2025 10:00","325","0"
"15.03.2025 10:00 - 15.03.2025 10:15","341","0"
"15.03.2025 10:15 - 15.03.2025 10:30","335","0"
"15.03.2025 10:30 - 15.03.2025 10:45","334","0"
"15.03.2025 10:45 - 15.03.2025 11:00","327","0"
"15.03.2025 11:00 - 15.03.2025 11:15","326","0"
"15.03.2025 11:15 - 15.03.2025 11:30","327","0"
"15.03.2025 11:30 - 15.03.2025 11:45","328","0"
"15.03.2025 11:45 - 15.03.2025 12:00","315","0"
"15.03.2025 12:00 - 15.03.2025 12:15","324","0"
"15.03.2025 12:15 - 15.03.2025 12:30","335","0"
"15.03.2025 12:30 - 15.03.2025 12:45","334","0"
"15.03.2025 12:45 - 15.03.2025 13:00","325","0"
"15.03.2025 13:00 - 15.03.2025 13:15","327","0"
"15.03.2025 13:15 - 15.03.2025 13:30","329","0"
"15.03.2025 13:30 - 15.03.2025 13:45","324","0"
"15.03.2025 13:45 - 15.03.2025 14:00","287","0"
"15.03.2025 14:00 - 15.03.2025 14:15","292","0"
"15.03.2025 14:15 - 15.03.2025 14:30","286","0"
"15.03.2025 14:30 - 15.03.2025 14:45","292","0"
"15.03.2025 14:45 - 15.03.2025 15:00","308","0"
"15.03.2025 15:00 - 15.03.2025 15:15","298","0"
"15.03.2025 15:15 - 15.03.2025 15:30","287","0"
"15.03.2025 15:30 - 15.03.2025 15:45","281","0"
"15.03.2025 15:45 - 15.03.2025 16:00","287","0"
"15.03.2025 16:00 - 15.03.2025 16:15","279","0"
"15.03.2025 16:15 - 15.03.2025 16:30","273","0"
"15.03.2025 16:30 - 15.03.2025 16:45","272","0"
"15.03.2025 16:45 - 15.03.2025 17:00","279","0"
"15.03.2025 17:00 - 15.03.2025 17:15","275","0"
